attribution_path_id,conversion_event_id,known_user_id,campaign_id,first_touch_channel,last_touch_channel,multi_touch_path,conversion_lag_hours,identity_resolution_dependency_count
attr_00013535,evt_000113558,ku_006878,cmp_038,paid_search,retargeting,paid_search>retargeting>conversion,95,3
attr_00013536,evt_000113564,ku_009976,cmp_024,organic,retargeting,organic>retargeting>conversion,96,4
attr_00013537,evt_000113567,ku_003331,cmp_040,affiliate,retargeting,affiliate>retargeting>conversion,97,1
attr_00013538,evt_000113568,ku_010913,cmp_002,paid_search,retargeting,paid_search>retargeting>conversion,98,2
attr_00013539,evt_000113571,ku_009570,cmp_031,paid_search,retargeting,paid_search>retargeting>conversion,99,3
attr_00013540,evt_000113601,ku_009113,cmp_033,paid_search,retargeting,paid_search>retargeting>conversion,100,4
attr_00013541,evt_000113605,ku_013415,cmp_003,paid_search,retargeting,paid_search>retargeting>conversion,101,1
attr_00013542,evt_000113610,ku_002572,cmp_013,affiliate,retargeting,affiliate>retargeting>conversion,102,2
attr_00013543,evt_000113625,ku_010340,cmp_015,affiliate,retargeting,affiliate>retargeting>conversion,103,3
attr_00013544,evt_000113633,ku_011326,cmp_011,direct,direct,direct>conversion,104,4
attr_00013545,evt_000113650,ku_006944,cmp_031,organic,retargeting,organic>retargeting>conversion,105,1
attr_00013546,evt_000113653,ku_004608,cmp_013,social,retargeting,social>retargeting>conversion,106,2
attr_00013547,evt_000113666,ku_008469,cmp_003,affiliate,retargeting,affiliate>retargeting>conversion,107,3
attr_00013548,evt_000113669,ku_009361,cmp_031,organic,retargeting,organic>retargeting>conversion,108,4
attr_00013549,evt_000113674,ku_007721,cmp_019,direct,direct,direct>conversion,109,1
attr_00013550,evt_000113681,ku_017478,cmp_016,direct,direct,direct>conversion,110,2
attr_00013551,evt_000113719,ku_011344,cmp_014,social,retargeting,social>retargeting>conversion,111,3
attr_00013552,evt_000113725,ku_008476,cmp_030,direct,direct,direct>conversion,112,4
attr_00013553,evt_000113727,ku_016933,cmp_020,social,retargeting,social>retargeting>conversion,113,1
attr_00013554,evt_000113744,ku_002349,cmp_038,paid_search,retargeting,paid_search>retargeting>conversion,114,2
attr_00013555,evt_000113747,ku_000459,cmp_034,social,retargeting,social>retargeting>conversion,115,3
attr_00013556,evt_000113751,ku_016862,cmp_019,organic,retargeting,organic>retargeting>conversion,116,4
attr_00013557,evt_000113760,ku_007192,cmp_010,social,retargeting,social>retargeting>conversion,117,1
attr_00013558,evt_000113761,ku_004182,cmp_037,paid_search,retargeting,paid_search>retargeting>conversion,118,2
attr_00013559,evt_000113767,ku_007098,cmp_034,social,retargeting,social>retargeting>conversion,119,3
attr_00013560,evt_000113768,ku_005260,cmp_010,paid_search,retargeting,paid_search>retargeting>conversion,120,4
attr_00013561,evt_000113781,ku_001751,cmp_002,direct,direct,direct>conversion,121,1
attr_00013562,evt_000113796,ku_019459,cmp_013,social,retargeting,social>retargeting>conversion,122,2
attr_00013563,evt_000113806,ku_017543,cmp_013,paid_search,retargeting,paid_search>retargeting>conversion,123,3
attr_00013564,evt_000113808,ku_007817,cmp_003,organic,retargeting,organic>retargeting>conversion,124,4
attr_00013565,evt_000113819,ku_001299,cmp_001,affiliate,retargeting,affiliate>retargeting>conversion,125,1
attr_00013566,evt_000113828,ku_009718,cmp_011,direct,direct,direct>conversion,126,2
attr_00013567,evt_000113840,ku_007107,cmp_017,direct,direct,direct>conversion,127,3
attr_00013568,evt_000113843,ku_017481,cmp_016,organic,retargeting,organic>retargeting>conversion,128,4
attr_00013569,evt_000113848,ku_001241,cmp_004,direct,direct,direct>conversion,129,1
attr_00013570,evt_000113864,ku_018037,cmp_002,direct,direct,direct>conversion,130,2
attr_00013571,evt_000113866,ku_018044,cmp_011,paid_search,retargeting,paid_search>retargeting>conversion,131,3
attr_00013572,evt_000113875,ku_013193,cmp_028,affiliate,retargeting,affiliate>retargeting>conversion,132,4
attr_00013573,evt_000113883,ku_009107,cmp_006,paid_search,retargeting,paid_search>retargeting>conversion,133,1
attr_00013574,evt_000113885,ku_014797,cmp_015,social,retargeting,social>retargeting>conversion,134,2
attr_00013575,evt_000113906,ku_003189,cmp_015,affiliate,retargeting,affiliate>retargeting>conversion,135,3
attr_00013576,evt_000113912,ku_014159,cmp_012,social,retargeting,social>retargeting>conversion,136,4
attr_00013577,evt_000113917,ku_011373,cmp_016,affiliate,retargeting,affiliate>retargeting>conversion,137,1
attr_00013578,evt_000113925,ku_015623,cmp_016,paid_search,retargeting,paid_search>retargeting>conversion,138,2
attr_00013579,evt_000113934,ku_015815,cmp_014,affiliate,retargeting,affiliate>retargeting>conversion,139,3
attr_00013580,evt_000113943,ku_012593,cmp_014,social,retargeting,social>retargeting>conversion,140,4
attr_00013581,evt_000113958,ku_013322,cmp_039,direct,direct,direct>conversion,141,1
attr_00013582,evt_000113963,ku_013800,cmp_030,social,retargeting,social>retargeting>conversion,142,2
attr_00013583,evt_000113964,ku_006760,cmp_023,paid_search,retargeting,paid_search>retargeting>conversion,143,3
attr_00013584,evt_000113980,ku_002995,cmp_002,direct,direct,direct>conversion,144,4
attr_00013585,evt_000113981,ku_011162,cmp_038,paid_search,retargeting,paid_search>retargeting>conversion,145,1
attr_00013586,evt_000114004,ku_001874,cmp_015,organic,retargeting,organic>retargeting>conversion,146,2
attr_00013587,evt_000114012,ku_014047,cmp_017,organic,retargeting,organic>retargeting>conversion,147,3
attr_00013588,evt_000114018,ku_015039,cmp_013,direct,direct,direct>conversion,148,4
attr_00013589,evt_000114033,ku_004917,cmp_016,social,retargeting,social>retargeting>conversion,149,1
attr_00013590,evt_000114035,ku_001374,cmp_024,organic,retargeting,organic>retargeting>conversion,150,2
attr_00013591,evt_000114038,ku_016055,cmp_017,direct,direct,direct>conversion,151,3
attr_00013592,evt_000114039,ku_008566,cmp_033,organic,retargeting,organic>retargeting>conversion,152,4
attr_00013593,evt_000114048,ku_003883,cmp_032,organic,retargeting,organic>retargeting>conversion,153,1
attr_00013594,evt_000114056,ku_004260,cmp_033,affiliate,retargeting,affiliate>retargeting>conversion,154,2
attr_00013595,evt_000114071,ku_005097,cmp_010,direct,direct,direct>conversion,155,3
attr_00013596,evt_000114077,ku_002278,cmp_022,organic,retargeting,organic>retargeting>conversion,156,4
attr_00013597,evt_000114089,ku_018270,cmp_038,direct,direct,direct>conversion,157,1
attr_00013598,evt_000114101,ku_014838,cmp_036,paid_search,retargeting,paid_search>retargeting>conversion,158,2
attr_00013599,evt_000114108,ku_016273,cmp_029,direct,direct,direct>conversion,159,3
attr_00013600,evt_000114116,ku_018130,cmp_015,social,retargeting,social>retargeting>conversion,160,4
attr_00013601,evt_000114124,ku_018816,cmp_005,direct,direct,direct>conversion,161,1
attr_00013602,evt_000114141,ku_008551,cmp_001,organic,retargeting,organic>retargeting>conversion,162,2
attr_00013603,evt_000114151,ku_016400,cmp_027,social,retargeting,social>retargeting>conversion,163,3
attr_00013604,evt_000114157,ku_014288,cmp_020,organic,retargeting,organic>retargeting>conversion,164,4
attr_00013605,evt_000114158,ku_005212,cmp_004,social,retargeting,social>retargeting>conversion,165,1
attr_00013606,evt_000114165,ku_000122,cmp_030,affiliate,retargeting,affiliate>retargeting>conversion,166,2
attr_00013607,evt_000114177,ku_002806,cmp_037,social,retargeting,social>retargeting>conversion,167,3
attr_00013608,evt_000114186,ku_000915,cmp_003,social,retargeting,social>retargeting>conversion,168,4
attr_00013609,evt_000114206,ku_002187,cmp_040,paid_search,retargeting,paid_search>retargeting>conversion,1,1
attr_00013610,evt_000114208,ku_012873,cmp_024,direct,direct,direct>conversion,2,2
attr_00013611,evt_000114225,ku_008852,cmp_040,paid_search,retargeting,paid_search>retargeting>conversion,3,3
attr_00013612,evt_000114226,ku_013233,cmp_014,paid_search,retargeting,paid_search>retargeting>conversion,4,4
attr_00013613,evt_000114228,ku_017263,cmp_029,organic,retargeting,organic>retargeting>conversion,5,1
attr_00013614,evt_000114244,ku_001981,cmp_018,affiliate,retargeting,affiliate>retargeting>conversion,6,2
attr_00013615,evt_000114264,ku_005226,cmp_038,direct,direct,direct>conversion,7,3
attr_00013616,evt_000114266,ku_010909,cmp_016,affiliate,retargeting,affiliate>retargeting>conversion,8,4
attr_00013617,evt_000114274,ku_004329,cmp_032,social,retargeting,social>retargeting>conversion,9,1
attr_00013618,evt_000114277,ku_015608,cmp_020,direct,direct,direct>conversion,10,2
attr_00013619,evt_000114281,ku_017241,cmp_020,paid_search,retargeting,paid_search>retargeting>conversion,11,3
attr_00013620,evt_000114294,ku_017242,cmp_009,organic,retargeting,organic>retargeting>conversion,12,4
attr_00013621,evt_000114295,ku_012464,cmp_027,affiliate,retargeting,affiliate>retargeting>conversion,13,1
attr_00013622,evt_000114304,ku_009504,cmp_035,paid_search,retargeting,paid_search>retargeting>conversion,14,2
attr_00013623,evt_000114308,ku_017982,cmp_009,paid_search,retargeting,paid_search>retargeting>conversion,15,3
attr_00013624,evt_000114319,ku_008687,cmp_026,paid_search,retargeting,paid_search>retargeting>conversion,16,4
attr_00013625,evt_000114323,ku_002097,cmp_018,organic,retargeting,organic>retargeting>conversion,17,1
attr_00013626,evt_000114331,ku_000219,cmp_005,social,retargeting,social>retargeting>conversion,18,2
attr_00013627,evt_000114334,ku_011788,cmp_039,paid_search,retargeting,paid_search>retargeting>conversion,19,3
attr_00013628,evt_000114336,ku_013404,cmp_006,affiliate,retargeting,affiliate>retargeting>conversion,20,4
attr_00013629,evt_000114409,ku_003050,cmp_029,paid_search,retargeting,paid_search>retargeting>conversion,21,1
attr_00013630,evt_000114414,ku_015060,cmp_015,paid_search,retargeting,paid_search>retargeting>conversion,22,2
attr_00013631,evt_000114415,ku_002908,cmp_022,social,retargeting,social>retargeting>conversion,23,3
attr_00013632,evt_000114418,ku_008101,cmp_005,direct,direct,direct>conversion,24,4
attr_00013633,evt_000114435,ku_008107,cmp_011,affiliate,retargeting,affiliate>retargeting>conversion,25,1
attr_00013634,evt_000114438,ku_008756,cmp_014,direct,direct,direct>conversion,26,2
attr_00013635,evt_000114446,ku_010105,cmp_011,paid_search,retargeting,paid_search>retargeting>conversion,27,3
attr_00013636,evt_000114455,ku_006963,cmp_014,affiliate,retargeting,affiliate>retargeting>conversion,28,4
attr_00013637,evt_000114462,ku_006515,cmp_037,paid_search,retargeting,paid_search>retargeting>conversion,29,1
attr_00013638,evt_000114467,ku_011017,cmp_039,direct,direct,direct>conversion,30,2
attr_00013639,evt_000114471,ku_010113,cmp_032,organic,retargeting,organic>retargeting>conversion,31,3
attr_00013640,evt_000114473,ku_018401,cmp_017,paid_search,retargeting,paid_search>retargeting>conversion,32,4
attr_00013641,evt_000114479,ku_018814,cmp_026,affiliate,retargeting,affiliate>retargeting>conversion,33,1
attr_00013642,evt_000114492,ku_000686,cmp_009,paid_search,retargeting,paid_search>retargeting>conversion,34,2
attr_00013643,evt_000114496,ku_013384,cmp_030,paid_search,retargeting,paid_search>retargeting>conversion,35,3
attr_00013644,evt_000114497,ku_013285,cmp_005,organic,retargeting,organic>retargeting>conversion,36,4
attr_00013645,evt_000114499,ku_006450,cmp_030,social,retargeting,social>retargeting>conversion,37,1
attr_00013646,evt_000114500,ku_016163,cmp_024,social,retargeting,social>retargeting>conversion,38,2
attr_00013647,evt_000114502,ku_007600,cmp_035,organic,retargeting,organic>retargeting>conversion,39,3
attr_00013648,evt_000114507,ku_007938,cmp_015,direct,direct,direct>conversion,40,4
attr_00013649,evt_000114510,ku_007321,cmp_018,paid_search,retargeting,paid_search>retargeting>conversion,41,1
attr_00013650,evt_000114511,ku_008642,cmp_022,social,retargeting,social>retargeting>conversion,42,2
attr_00013651,evt_000114518,ku_018784,cmp_013,direct,direct,direct>conversion,43,3
attr_00013652,evt_000114529,ku_000486,cmp_011,direct,direct,direct>conversion,44,4
attr_00013653,evt_000114543,ku_007291,cmp_016,affiliate,retargeting,affiliate>retargeting>conversion,45,1
attr_00013654,evt_000114548,ku_014456,cmp_027,affiliate,retargeting,affiliate>retargeting>conversion,46,2
attr_00013655,evt_000114550,ku_000148,cmp_002,social,retargeting,social>retargeting>conversion,47,3
attr_00013656,evt_000114552,ku_013640,cmp_021,organic,retargeting,organic>retargeting>conversion,48,4
attr_00013657,evt_000114564,ku_003810,cmp_040,paid_search,retargeting,paid_search>retargeting>conversion,49,1
attr_00013658,evt_000114566,ku_001146,cmp_002,affiliate,retargeting,affiliate>retargeting>conversion,50,2
attr_00013659,evt_000114573,ku_010788,cmp_001,organic,retargeting,organic>retargeting>conversion,51,3
attr_00013660,evt_000114575,ku_017074,cmp_010,direct,direct,direct>conversion,52,4
attr_00013661,evt_000114596,ku_001884,cmp_040,social,retargeting,social>retargeting>conversion,53,1
attr_00013662,evt_000114599,ku_012176,cmp_028,social,retargeting,social>retargeting>conversion,54,2
attr_00013663,evt_000114610,ku_007238,cmp_015,social,retargeting,social>retargeting>conversion,55,3
attr_00013664,evt_000114625,ku_011545,cmp_027,direct,direct,direct>conversion,56,4
attr_00013665,evt_000114626,ku_008061,cmp_018,paid_search,retargeting,paid_search>retargeting>conversion,57,1
attr_00013666,evt_000114628,ku_009372,cmp_039,social,retargeting,social>retargeting>conversion,58,2
attr_00013667,evt_000114634,ku_017660,cmp_038,organic,retargeting,organic>retargeting>conversion,59,3
attr_00013668,evt_000114636,ku_003787,cmp_035,social,retargeting,social>retargeting>conversion,60,4
attr_00013669,evt_000114672,ku_000447,cmp_032,affiliate,retargeting,affiliate>retargeting>conversion,61,1
attr_00013670,evt_000114679,ku_000310,cmp_024,organic,retargeting,organic>retargeting>conversion,62,2
attr_00013671,evt_000114701,ku_008842,cmp_029,social,retargeting,social>retargeting>conversion,63,3
attr_00013672,evt_000114707,ku_009776,cmp_013,social,retargeting,social>retargeting>conversion,64,4
attr_00013673,evt_000114709,ku_011436,cmp_014,paid_search,retargeting,paid_search>retargeting>conversion,65,1
attr_00013674,evt_000114711,ku_017816,cmp_009,organic,retargeting,organic>retargeting>conversion,66,2
attr_00013675,evt_000114716,ku_008771,cmp_037,organic,retargeting,organic>retargeting>conversion,67,3
attr_00013676,evt_000114721,ku_014495,cmp_004,organic,retargeting,organic>retargeting>conversion,68,4
attr_00013677,evt_000114730,ku_009197,cmp_014,organic,retargeting,organic>retargeting>conversion,69,1
attr_00013678,evt_000114742,ku_018608,cmp_035,social,retargeting,social>retargeting>conversion,70,2
attr_00013679,evt_000114747,ku_008100,cmp_002,affiliate,retargeting,affiliate>retargeting>conversion,71,3
attr_00013680,evt_000114750,ku_011211,cmp_024,social,retargeting,social>retargeting>conversion,72,4
attr_00013681,evt_000114751,ku_015797,cmp_021,affiliate,retargeting,affiliate>retargeting>conversion,73,1
attr_00013682,evt_000114761,ku_011972,cmp_021,social,retargeting,social>retargeting>conversion,74,2
attr_00013683,evt_000114788,ku_018175,cmp_033,direct,direct,direct>conversion,75,3
attr_00013684,evt_000114791,ku_009038,cmp_024,direct,direct,direct>conversion,76,4
attr_00013685,evt_000114816,ku_001012,cmp_028,organic,retargeting,organic>retargeting>conversion,77,1
attr_00013686,evt_000114835,ku_002110,cmp_040,organic,retargeting,organic>retargeting>conversion,78,2
attr_00013687,evt_000114853,ku_006971,cmp_029,paid_search,retargeting,paid_search>retargeting>conversion,79,3
attr_00013688,evt_000114870,ku_016809,cmp_016,direct,direct,direct>conversion,80,4
attr_00013689,evt_000114882,ku_017485,cmp_036,paid_search,retargeting,paid_search>retargeting>conversion,81,1
attr_00013690,evt_000114887,ku_005447,cmp_009,organic,retargeting,organic>retargeting>conversion,82,2
attr_00013691,evt_000114899,ku_006012,cmp_024,direct,direct,direct>conversion,83,3
attr_00013692,evt_000114902,ku_007207,cmp_037,paid_search,retargeting,paid_search>retargeting>conversion,84,4
attr_00013693,evt_000114905,ku_018032,cmp_013,affiliate,retargeting,affiliate>retargeting>conversion,85,1
attr_00013694,evt_000114909,ku_013328,cmp_009,social,retargeting,social>retargeting>conversion,86,2
attr_00013695,evt_000114915,ku_016587,cmp_029,paid_search,retargeting,paid_search>retargeting>conversion,87,3
attr_00013696,evt_000114921,ku_005006,cmp_029,paid_search,retargeting,paid_search>retargeting>conversion,88,4
attr_00013697,evt_000114925,ku_012982,cmp_014,organic,retargeting,organic>retargeting>conversion,89,1
attr_00013698,evt_000114927,ku_003699,cmp_018,affiliate,retargeting,affiliate>retargeting>conversion,90,2
attr_00013699,evt_000114936,ku_003600,cmp_024,social,retargeting,social>retargeting>conversion,91,3
attr_00013700,evt_000114946,ku_012656,cmp_015,social,retargeting,social>retargeting>conversion,92,4
attr_00013701,evt_000114953,ku_007666,cmp_019,paid_search,retargeting,paid_search>retargeting>conversion,93,1
attr_00013702,evt_000114956,ku_005396,cmp_031,direct,direct,direct>conversion,94,2
attr_00013703,evt_000114971,ku_008561,cmp_018,direct,direct,direct>conversion,95,3
attr_00013704,evt_000114976,ku_000571,cmp_004,direct,direct,direct>conversion,96,4
attr_00013705,evt_000114990,ku_001334,cmp_026,affiliate,retargeting,affiliate>retargeting>conversion,97,1
attr_00013706,evt_000114995,ku_016492,cmp_001,affiliate,retargeting,affiliate>retargeting>conversion,98,2
attr_00013707,evt_000115002,ku_007501,cmp_012,social,retargeting,social>retargeting>conversion,99,3
attr_00013708,evt_000115007,ku_004182,cmp_001,organic,retargeting,organic>retargeting>conversion,100,4
attr_00013709,evt_000115009,ku_006899,cmp_021,paid_search,retargeting,paid_search>retargeting>conversion,101,1
attr_00013710,evt_000115020,ku_018485,cmp_038,direct,direct,direct>conversion,102,2
attr_00013711,evt_000115025,ku_016053,cmp_023,affiliate,retargeting,affiliate>retargeting>conversion,103,3
attr_00013712,evt_000115026,ku_010741,cmp_034,affiliate,retargeting,affiliate>retargeting>conversion,104,4
attr_00013713,evt_000115030,ku_004655,cmp_030,affiliate,retargeting,affiliate>retargeting>conversion,105,1
attr_00013714,evt_000115034,ku_010082,cmp_039,affiliate,retargeting,affiliate>retargeting>conversion,106,2
attr_00013715,evt_000115051,ku_019321,cmp_021,organic,retargeting,organic>retargeting>conversion,107,3
attr_00013716,evt_000115053,ku_011623,cmp_030,paid_search,retargeting,paid_search>retargeting>conversion,108,4
attr_00013717,evt_000115065,ku_005071,cmp_010,social,retargeting,social>retargeting>conversion,109,1
attr_00013718,evt_000115069,ku_011074,cmp_013,direct,direct,direct>conversion,110,2
attr_00013719,evt_000115072,ku_011899,cmp_007,organic,retargeting,organic>retargeting>conversion,111,3
attr_00013720,evt_000115074,ku_019713,cmp_009,affiliate,retargeting,affiliate>retargeting>conversion,112,4
attr_00013721,evt_000115075,ku_005228,cmp_010,affiliate,retargeting,affiliate>retargeting>conversion,113,1
attr_00013722,evt_000115090,ku_017448,cmp_039,paid_search,retargeting,paid_search>retargeting>conversion,114,2
attr_00013723,evt_000115102,ku_018001,cmp_008,social,retargeting,social>retargeting>conversion,115,3
attr_00013724,evt_000115109,ku_005735,cmp_026,paid_search,retargeting,paid_search>retargeting>conversion,116,4
attr_00013725,evt_000115120,ku_011918,cmp_038,direct,direct,direct>conversion,117,1
attr_00013726,evt_000115122,ku_016059,cmp_034,paid_search,retargeting,paid_search>retargeting>conversion,118,2
attr_00013727,evt_000115132,ku_009960,cmp_014,social,retargeting,social>retargeting>conversion,119,3
attr_00013728,evt_000115139,ku_013267,cmp_039,organic,retargeting,organic>retargeting>conversion,120,4
attr_00013729,evt_000115146,ku_007341,cmp_028,affiliate,retargeting,affiliate>retargeting>conversion,121,1
attr_00013730,evt_000115164,ku_000948,cmp_031,affiliate,retargeting,affiliate>retargeting>conversion,122,2
attr_00013731,evt_000115181,ku_017254,cmp_021,direct,direct,direct>conversion,123,3
attr_00013732,evt_000115190,ku_014054,cmp_022,social,retargeting,social>retargeting>conversion,124,4
attr_00013733,evt_000115202,ku_018416,cmp_016,paid_search,retargeting,paid_search>retargeting>conversion,125,1
attr_00013734,evt_000115204,ku_007518,cmp_012,direct,direct,direct>conversion,126,2
attr_00013735,evt_000115205,ku_012977,cmp_008,organic,retargeting,organic>retargeting>conversion,127,3
attr_00013736,evt_000115210,ku_014366,cmp_005,social,retargeting,social>retargeting>conversion,128,4
attr_00013737,evt_000115230,ku_012862,cmp_022,paid_search,retargeting,paid_search>retargeting>conversion,129,1
attr_00013738,evt_000115233,ku_005377,cmp_035,organic,retargeting,organic>retargeting>conversion,130,2
attr_00013739,evt_000115235,ku_000413,cmp_001,affiliate,retargeting,affiliate>retargeting>conversion,131,3
attr_00013740,evt_000115240,ku_009968,cmp_022,social,retargeting,social>retargeting>conversion,132,4
attr_00013741,evt_000115247,ku_002152,cmp_031,affiliate,retargeting,affiliate>retargeting>conversion,133,1
attr_00013742,evt_000115253,ku_002779,cmp_026,affiliate,retargeting,affiliate>retargeting>conversion,134,2
attr_00013743,evt_000115256,ku_000244,cmp_002,direct,direct,direct>conversion,135,3
attr_00013744,evt_000115274,ku_019878,cmp_027,affiliate,retargeting,affiliate>retargeting>conversion,136,4
attr_00013745,evt_000115275,ku_014548,cmp_004,direct,direct,direct>conversion,137,1
attr_00013746,evt_000115282,ku_008007,cmp_031,organic,retargeting,organic>retargeting>conversion,138,2
attr_00013747,evt_000115287,ku_000068,cmp_024,direct,direct,direct>conversion,139,3
attr_00013748,evt_000115312,ku_013294,cmp_020,affiliate,retargeting,affiliate>retargeting>conversion,140,4
attr_00013749,evt_000115323,ku_004656,cmp_030,social,retargeting,social>retargeting>conversion,141,1
attr_00013750,evt_000115330,ku_000866,cmp_038,direct,direct,direct>conversion,142,2
attr_00013751,evt_000115332,ku_007238,cmp_006,organic,retargeting,organic>retargeting>conversion,143,3
attr_00013752,evt_000115334,ku_012422,cmp_002,direct,direct,direct>conversion,144,4
attr_00013753,evt_000115368,ku_004012,cmp_014,affiliate,retargeting,affiliate>retargeting>conversion,145,1
attr_00013754,evt_000115376,ku_010905,cmp_037,organic,retargeting,organic>retargeting>conversion,146,2
attr_00013755,evt_000115377,ku_017953,cmp_016,affiliate,retargeting,affiliate>retargeting>conversion,147,3
attr_00013756,evt_000115386,ku_012307,cmp_031,organic,retargeting,organic>retargeting>conversion,148,4
attr_00013757,evt_000115410,ku_004003,cmp_025,direct,direct,direct>conversion,149,1
attr_00013758,evt_000115423,ku_017183,cmp_032,social,retargeting,social>retargeting>conversion,150,2
attr_00013759,evt_000115441,ku_019660,cmp_011,paid_search,retargeting,paid_search>retargeting>conversion,151,3
attr_00013760,evt_000115462,ku_003539,cmp_003,direct,direct,direct>conversion,152,4
attr_00013761,evt_000115467,ku_003461,cmp_002,social,retargeting,social>retargeting>conversion,153,1
attr_00013762,evt_000115482,ku_004745,cmp_033,affiliate,retargeting,affiliate>retargeting>conversion,154,2
attr_00013763,evt_000115488,ku_009458,cmp_007,paid_search,retargeting,paid_search>retargeting>conversion,155,3
attr_00013764,evt_000115489,ku_016113,cmp_038,direct,direct,direct>conversion,156,4
attr_00013765,evt_000115495,ku_002962,cmp_002,direct,direct,direct>conversion,157,1
attr_00013766,evt_000115503,ku_004221,cmp_017,social,retargeting,social>retargeting>conversion,158,2
attr_00013767,evt_000115507,ku_001914,cmp_009,paid_search,retargeting,paid_search>retargeting>conversion,159,3
attr_00013768,evt_000115519,ku_009406,cmp_023,social,retargeting,social>retargeting>conversion,160,4
attr_00013769,evt_000115520,ku_011266,cmp_018,affiliate,retargeting,affiliate>retargeting>conversion,161,1
attr_00013770,evt_000115565,ku_011611,cmp_029,direct,direct,direct>conversion,162,2
attr_00013771,evt_000115569,ku_000286,cmp_036,organic,retargeting,organic>retargeting>conversion,163,3
attr_00013772,evt_000115576,ku_014169,cmp_020,paid_search,retargeting,paid_search>retargeting>conversion,164,4
attr_00013773,evt_000115598,ku_004227,cmp_032,organic,retargeting,organic>retargeting>conversion,165,1
attr_00013774,evt_000115619,ku_016010,cmp_038,organic,retargeting,organic>retargeting>conversion,166,2
attr_00013775,evt_000115624,ku_017116,cmp_026,direct,direct,direct>conversion,167,3
attr_00013776,evt_000115651,ku_007835,cmp_001,paid_search,retargeting,paid_search>retargeting>conversion,168,4
attr_00013777,evt_000115672,ku_013306,cmp_031,organic,retargeting,organic>retargeting>conversion,1,1
attr_00013778,evt_000115680,ku_007186,cmp_001,direct,direct,direct>conversion,2,2
attr_00013779,evt_000115689,ku_019067,cmp_040,direct,direct,direct>conversion,3,3
attr_00013780,evt_000115698,ku_009938,cmp_014,affiliate,retargeting,affiliate>retargeting>conversion,4,4
attr_00013781,evt_000115708,ku_005306,cmp_022,organic,retargeting,organic>retargeting>conversion,5,1
attr_00013782,evt_000115710,ku_003212,cmp_025,direct,direct,direct>conversion,6,2
attr_00013783,evt_000115730,ku_015419,cmp_036,direct,direct,direct>conversion,7,3
attr_00013784,evt_000115737,ku_010660,cmp_028,affiliate,retargeting,affiliate>retargeting>conversion,8,4
attr_00013785,evt_000115767,ku_017332,cmp_014,paid_search,retargeting,paid_search>retargeting>conversion,9,1
attr_00013786,evt_000115777,ku_016335,cmp_021,affiliate,retargeting,affiliate>retargeting>conversion,10,2
attr_00013787,evt_000115788,ku_006152,cmp_003,direct,direct,direct>conversion,11,3
attr_00013788,evt_000115792,ku_017551,cmp_004,paid_search,retargeting,paid_search>retargeting>conversion,12,4
attr_00013789,evt_000115797,ku_008177,cmp_017,affiliate,retargeting,affiliate>retargeting>conversion,13,1
attr_00013790,evt_000115801,ku_011869,cmp_037,affiliate,retargeting,affiliate>retargeting>conversion,14,2
attr_00013791,evt_000115808,ku_003415,cmp_038,direct,direct,direct>conversion,15,3
attr_00013792,evt_000115816,ku_013943,cmp_014,direct,direct,direct>conversion,16,4
attr_00013793,evt_000115848,ku_012054,cmp_014,social,retargeting,social>retargeting>conversion,17,1
attr_00013794,evt_000115850,ku_003458,cmp_040,paid_search,retargeting,paid_search>retargeting>conversion,18,2
attr_00013795,evt_000115852,ku_015318,cmp_017,organic,retargeting,organic>retargeting>conversion,19,3
attr_00013796,evt_000115858,ku_005589,cmp_006,affiliate,retargeting,affiliate>retargeting>conversion,20,4
attr_00013797,evt_000115867,ku_006980,cmp_013,affiliate,retargeting,affiliate>retargeting>conversion,21,1
attr_00013798,evt_000115883,ku_018885,cmp_026,organic,retargeting,organic>retargeting>conversion,22,2
attr_00013799,evt_000115884,ku_005406,cmp_020,paid_search,retargeting,paid_search>retargeting>conversion,23,3
attr_00013800,evt_000115905,ku_019547,cmp_030,affiliate,retargeting,affiliate>retargeting>conversion,24,4
attr_00013801,evt_000115910,ku_007514,cmp_019,social,retargeting,social>retargeting>conversion,25,1
attr_00013802,evt_000115924,ku_013248,cmp_034,social,retargeting,social>retargeting>conversion,26,2
attr_00013803,evt_000115940,ku_005042,cmp_021,organic,retargeting,organic>retargeting>conversion,27,3
attr_00013804,evt_000115943,ku_013062,cmp_040,affiliate,retargeting,affiliate>retargeting>conversion,28,4
attr_00013805,evt_000115944,ku_002948,cmp_038,organic,retargeting,organic>retargeting>conversion,29,1
attr_00013806,evt_000115969,ku_016665,cmp_031,paid_search,retargeting,paid_search>retargeting>conversion,30,2
attr_00013807,evt_000116002,ku_002823,cmp_003,direct,direct,direct>conversion,31,3
attr_00013808,evt_000116014,ku_002236,cmp_022,affiliate,retargeting,affiliate>retargeting>conversion,32,4
attr_00013809,evt_000116028,ku_018018,cmp_022,paid_search,retargeting,paid_search>retargeting>conversion,33,1
attr_00013810,evt_000116029,ku_012784,cmp_029,direct,direct,direct>conversion,34,2
attr_00013811,evt_000116032,ku_008198,cmp_020,direct,direct,direct>conversion,35,3
attr_00013812,evt_000116065,ku_016049,cmp_035,affiliate,retargeting,affiliate>retargeting>conversion,36,4
attr_00013813,evt_000116108,ku_005453,cmp_035,affiliate,retargeting,affiliate>retargeting>conversion,37,1
attr_00013814,evt_000116114,ku_008586,cmp_037,direct,direct,direct>conversion,38,2
