cluster_id,real_identity_id,known_user_id,cluster_size,edge_count,identity_confidence_score,explainability
cluster_008893,rid_008893,ku_008893,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008894,rid_008894,ku_008894,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008895,rid_008895,ku_008895,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008896,rid_008896,ku_008896,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_008897,rid_008897,ku_008897,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008898,rid_008898,ku_008898,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008899,rid_008899,ku_008899,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008900,rid_008900,ku_008900,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008901,rid_008901,ku_008901,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008902,rid_008902,ku_008902,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008903,rid_008903,ku_008903,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008904,rid_008904,ku_008904,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008905,rid_008905,ku_008905,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008906,rid_008906,ku_008906,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008907,rid_008907,ku_008907,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008908,rid_008908,ku_008908,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008909,rid_008909,ku_008909,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008910,rid_008910,ku_008910,4,2,90.4,cluster created from ground truth surfaces plus resolved identity edges
cluster_008911,rid_008911,ku_008911,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008912,rid_008912,ku_008912,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008913,rid_008913,ku_008913,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008914,rid_008914,ku_008914,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_008915,rid_008915,ku_008915,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_008916,rid_008916,ku_008916,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008917,rid_008917,ku_008917,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008918,rid_008918,ku_008918,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008919,rid_008919,ku_008919,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008920,rid_008920,ku_008920,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008921,rid_008921,ku_008921,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008922,rid_008922,ku_008922,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008923,rid_008923,ku_008923,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008924,rid_008924,ku_008924,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008925,rid_008925,ku_008925,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008926,rid_008926,ku_008926,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008927,rid_008927,ku_008927,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008928,rid_008928,ku_008928,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008929,rid_008929,ku_008929,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008930,rid_008930,ku_008930,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_008931,rid_008931,ku_008931,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008932,rid_008932,ku_008932,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008933,rid_008933,ku_008933,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008934,rid_008934,ku_008934,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008935,rid_008935,ku_008935,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008936,rid_008936,ku_008936,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008937,rid_008937,ku_008937,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008938,rid_008938,ku_008938,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008939,rid_008939,ku_008939,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008940,rid_008940,ku_008940,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008941,rid_008941,ku_008941,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008942,rid_008942,ku_008942,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008943,rid_008943,ku_008943,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008944,rid_008944,ku_008944,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008945,rid_008945,ku_008945,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008946,rid_008946,ku_008946,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008947,rid_008947,ku_008947,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008948,rid_008948,ku_008948,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008949,rid_008949,ku_008949,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008950,rid_008950,ku_008950,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008951,rid_008951,ku_008951,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008952,rid_008952,ku_008952,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008953,rid_008953,ku_008953,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008954,rid_008954,ku_008954,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008955,rid_008955,ku_008955,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008956,rid_008956,ku_008956,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_008957,rid_008957,ku_008957,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008958,rid_008958,ku_008958,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008959,rid_008959,ku_008959,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008960,rid_008960,ku_008960,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008961,rid_008961,ku_008961,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008962,rid_008962,ku_008962,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008963,rid_008963,ku_008963,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008964,rid_008964,ku_008964,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008965,rid_008965,ku_008965,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008966,rid_008966,ku_008966,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008967,rid_008967,ku_008967,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008968,rid_008968,ku_008968,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008969,rid_008969,ku_008969,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008970,rid_008970,ku_008970,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008971,rid_008971,ku_008971,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008972,rid_008972,ku_008972,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008973,rid_008973,ku_008973,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008974,rid_008974,ku_008974,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008975,rid_008975,ku_008975,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008976,rid_008976,ku_008976,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008977,rid_008977,ku_008977,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008978,rid_008978,ku_008978,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008979,rid_008979,ku_008979,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008980,rid_008980,ku_008980,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008981,rid_008981,ku_008981,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008982,rid_008982,ku_008982,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_008983,rid_008983,ku_008983,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008984,rid_008984,ku_008984,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008985,rid_008985,ku_008985,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008986,rid_008986,ku_008986,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008987,rid_008987,ku_008987,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008988,rid_008988,ku_008988,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008989,rid_008989,ku_008989,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008990,rid_008990,ku_008990,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008991,rid_008991,ku_008991,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008992,rid_008992,ku_008992,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008993,rid_008993,ku_008993,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008994,rid_008994,ku_008994,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_008995,rid_008995,ku_008995,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_008996,rid_008996,ku_008996,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008997,rid_008997,ku_008997,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008998,rid_008998,ku_008998,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_008999,rid_008999,ku_008999,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009000,rid_009000,ku_009000,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009001,rid_009001,ku_009001,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009002,rid_009002,ku_009002,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009003,rid_009003,ku_009003,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009004,rid_009004,ku_009004,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009005,rid_009005,ku_009005,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009006,rid_009006,ku_009006,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009007,rid_009007,ku_009007,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009008,rid_009008,ku_009008,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009009,rid_009009,ku_009009,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009010,rid_009010,ku_009010,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009011,rid_009011,ku_009011,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009012,rid_009012,ku_009012,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009013,rid_009013,ku_009013,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009014,rid_009014,ku_009014,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009015,rid_009015,ku_009015,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009016,rid_009016,ku_009016,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009017,rid_009017,ku_009017,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009018,rid_009018,ku_009018,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009019,rid_009019,ku_009019,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009020,rid_009020,ku_009020,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009021,rid_009021,ku_009021,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009022,rid_009022,ku_009022,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009023,rid_009023,ku_009023,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009024,rid_009024,ku_009024,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009025,rid_009025,ku_009025,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009026,rid_009026,ku_009026,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009027,rid_009027,ku_009027,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009028,rid_009028,ku_009028,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009029,rid_009029,ku_009029,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009030,rid_009030,ku_009030,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009031,rid_009031,ku_009031,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009032,rid_009032,ku_009032,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009033,rid_009033,ku_009033,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009034,rid_009034,ku_009034,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009035,rid_009035,ku_009035,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009036,rid_009036,ku_009036,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009037,rid_009037,ku_009037,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009038,rid_009038,ku_009038,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009039,rid_009039,ku_009039,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009040,rid_009040,ku_009040,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009041,rid_009041,ku_009041,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009042,rid_009042,ku_009042,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009043,rid_009043,ku_009043,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009044,rid_009044,ku_009044,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009045,rid_009045,ku_009045,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009046,rid_009046,ku_009046,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009047,rid_009047,ku_009047,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009048,rid_009048,ku_009048,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009049,rid_009049,ku_009049,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009050,rid_009050,ku_009050,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009051,rid_009051,ku_009051,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009052,rid_009052,ku_009052,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009053,rid_009053,ku_009053,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009054,rid_009054,ku_009054,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009055,rid_009055,ku_009055,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009056,rid_009056,ku_009056,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009057,rid_009057,ku_009057,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_009058,rid_009058,ku_009058,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009059,rid_009059,ku_009059,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009060,rid_009060,ku_009060,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009061,rid_009061,ku_009061,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009062,rid_009062,ku_009062,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009063,rid_009063,ku_009063,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009064,rid_009064,ku_009064,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009065,rid_009065,ku_009065,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009066,rid_009066,ku_009066,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009067,rid_009067,ku_009067,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009068,rid_009068,ku_009068,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009069,rid_009069,ku_009069,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009070,rid_009070,ku_009070,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009071,rid_009071,ku_009071,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009072,rid_009072,ku_009072,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009073,rid_009073,ku_009073,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009074,rid_009074,ku_009074,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009075,rid_009075,ku_009075,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009076,rid_009076,ku_009076,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009077,rid_009077,ku_009077,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009078,rid_009078,ku_009078,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009079,rid_009079,ku_009079,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009080,rid_009080,ku_009080,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009081,rid_009081,ku_009081,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009082,rid_009082,ku_009082,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009083,rid_009083,ku_009083,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009084,rid_009084,ku_009084,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009085,rid_009085,ku_009085,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009086,rid_009086,ku_009086,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009087,rid_009087,ku_009087,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009088,rid_009088,ku_009088,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009089,rid_009089,ku_009089,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009090,rid_009090,ku_009090,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009091,rid_009091,ku_009091,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009092,rid_009092,ku_009092,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009093,rid_009093,ku_009093,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009094,rid_009094,ku_009094,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009095,rid_009095,ku_009095,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_009096,rid_009096,ku_009096,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009097,rid_009097,ku_009097,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009098,rid_009098,ku_009098,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009099,rid_009099,ku_009099,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009100,rid_009100,ku_009100,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009101,rid_009101,ku_009101,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009102,rid_009102,ku_009102,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009103,rid_009103,ku_009103,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009104,rid_009104,ku_009104,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009105,rid_009105,ku_009105,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009106,rid_009106,ku_009106,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009107,rid_009107,ku_009107,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009108,rid_009108,ku_009108,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009109,rid_009109,ku_009109,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009110,rid_009110,ku_009110,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009111,rid_009111,ku_009111,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009112,rid_009112,ku_009112,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009113,rid_009113,ku_009113,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009114,rid_009114,ku_009114,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009115,rid_009115,ku_009115,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009116,rid_009116,ku_009116,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009117,rid_009117,ku_009117,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_009118,rid_009118,ku_009118,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009119,rid_009119,ku_009119,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009120,rid_009120,ku_009120,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009121,rid_009121,ku_009121,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009122,rid_009122,ku_009122,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009123,rid_009123,ku_009123,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009124,rid_009124,ku_009124,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009125,rid_009125,ku_009125,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009126,rid_009126,ku_009126,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009127,rid_009127,ku_009127,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009128,rid_009128,ku_009128,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009129,rid_009129,ku_009129,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009130,rid_009130,ku_009130,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009131,rid_009131,ku_009131,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009132,rid_009132,ku_009132,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009133,rid_009133,ku_009133,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009134,rid_009134,ku_009134,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009135,rid_009135,ku_009135,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009136,rid_009136,ku_009136,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009137,rid_009137,ku_009137,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009138,rid_009138,ku_009138,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009139,rid_009139,ku_009139,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009140,rid_009140,ku_009140,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009141,rid_009141,ku_009141,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009142,rid_009142,ku_009142,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009143,rid_009143,ku_009143,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009144,rid_009144,ku_009144,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009145,rid_009145,ku_009145,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009146,rid_009146,ku_009146,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009147,rid_009147,ku_009147,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009148,rid_009148,ku_009148,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009149,rid_009149,ku_009149,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_009150,rid_009150,ku_009150,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009151,rid_009151,ku_009151,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009152,rid_009152,ku_009152,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009153,rid_009153,ku_009153,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009154,rid_009154,ku_009154,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009155,rid_009155,ku_009155,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009156,rid_009156,ku_009156,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009157,rid_009157,ku_009157,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_009158,rid_009158,ku_009158,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009159,rid_009159,ku_009159,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009160,rid_009160,ku_009160,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009161,rid_009161,ku_009161,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009162,rid_009162,ku_009162,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009163,rid_009163,ku_009163,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009164,rid_009164,ku_009164,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009165,rid_009165,ku_009165,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009166,rid_009166,ku_009166,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009167,rid_009167,ku_009167,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009168,rid_009168,ku_009168,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009169,rid_009169,ku_009169,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009170,rid_009170,ku_009170,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009171,rid_009171,ku_009171,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
