real_identity_id,ip_id,geo_region,network_type
rid_018189,ip_013119,EU,proxy
rid_012752,ip_013120,LATAM,proxy
rid_006087,ip_013121,LATAM,corporate
rid_007194,ip_013122,APAC,corporate
rid_017144,ip_013123,EU,mobile
rid_009129,ip_013124,APAC,mobile
rid_000840,ip_013125,NA,residential
rid_008572,ip_013126,APAC,mobile
rid_017468,ip_013127,APAC,mobile
rid_001183,ip_013128,NA,proxy
rid_017940,ip_013129,LATAM,corporate
rid_017956,ip_013130,LATAM,residential
rid_013875,ip_013131,EU,mobile
rid_007584,ip_013132,LATAM,proxy
rid_012603,ip_013133,NA,proxy
rid_018816,ip_013134,EU,proxy
rid_014514,ip_013135,EU,mobile
rid_009273,ip_013136,EU,corporate
rid_018407,ip_013137,LATAM,proxy
rid_001275,ip_013138,APAC,proxy
rid_014756,ip_013139,NA,mobile
rid_005433,ip_013140,APAC,proxy
rid_011790,ip_013141,LATAM,proxy
rid_013244,ip_013142,NA,proxy
rid_005681,ip_013143,NA,mobile
rid_019117,ip_013144,LATAM,corporate
rid_015520,ip_013145,EU,residential
rid_008120,ip_013146,LATAM,proxy
rid_002881,ip_013147,APAC,mobile
rid_006806,ip_013148,NA,mobile
rid_014921,ip_013149,LATAM,corporate
rid_000406,ip_013150,APAC,corporate
rid_004105,ip_013151,EU,proxy
rid_018358,ip_013152,NA,residential
rid_005244,ip_013153,APAC,mobile
rid_012065,ip_013154,LATAM,mobile
rid_006632,ip_013155,EU,mobile
rid_000022,ip_013156,LATAM,residential
rid_000376,ip_013157,LATAM,corporate
rid_000022,ip_013158,APAC,mobile
rid_017198,ip_013159,LATAM,residential
rid_012189,ip_013160,LATAM,mobile
rid_000191,ip_013161,APAC,residential
rid_014103,ip_013162,LATAM,mobile
rid_005421,ip_013163,LATAM,proxy
rid_019816,ip_013164,LATAM,proxy
rid_009083,ip_013165,NA,mobile
rid_001744,ip_013166,LATAM,mobile
rid_018170,ip_013167,LATAM,proxy
rid_001440,ip_013168,EU,corporate
rid_003350,ip_013169,APAC,residential
rid_007388,ip_013170,EU,residential
rid_014045,ip_013171,EU,corporate
rid_010946,ip_013172,APAC,mobile
rid_006709,ip_013173,APAC,proxy
rid_012436,ip_013174,EU,proxy
rid_000444,ip_013175,NA,mobile
rid_017873,ip_013176,NA,proxy
rid_013961,ip_013177,EU,mobile
rid_014494,ip_013178,EU,corporate
rid_004718,ip_013179,LATAM,residential
rid_007380,ip_013180,NA,residential
rid_017251,ip_013181,LATAM,residential
rid_011911,ip_013182,LATAM,mobile
rid_011865,ip_013183,EU,proxy
rid_016697,ip_013184,EU,corporate
rid_003690,ip_013185,EU,residential
rid_010836,ip_013186,APAC,residential
rid_001611,ip_013187,EU,residential
rid_016124,ip_013188,APAC,proxy
rid_003574,ip_013189,EU,corporate
rid_012284,ip_013190,APAC,residential
rid_005253,ip_013191,APAC,mobile
rid_006944,ip_013192,LATAM,residential
rid_012697,ip_013193,LATAM,residential
rid_002200,ip_013194,EU,proxy
rid_000255,ip_013195,NA,corporate
rid_008724,ip_013196,APAC,proxy
rid_008315,ip_013197,APAC,proxy
rid_017863,ip_013198,APAC,residential
rid_010624,ip_013199,APAC,corporate
rid_000695,ip_013200,APAC,residential
rid_010544,ip_013201,NA,mobile
rid_017754,ip_013202,LATAM,proxy
rid_017657,ip_013203,LATAM,residential
rid_015153,ip_013204,APAC,residential
rid_001359,ip_013205,NA,proxy
rid_012002,ip_013206,LATAM,residential
rid_002658,ip_013207,APAC,residential
rid_013953,ip_013208,LATAM,mobile
rid_019188,ip_013209,LATAM,residential
rid_017317,ip_013210,LATAM,mobile
rid_019941,ip_013211,LATAM,mobile
rid_012766,ip_013212,NA,mobile
rid_007403,ip_013213,NA,residential
rid_006074,ip_013214,NA,proxy
rid_014704,ip_013215,APAC,mobile
rid_012221,ip_013216,EU,residential
rid_019371,ip_013217,LATAM,residential
rid_017132,ip_013218,NA,corporate
rid_003002,ip_013219,EU,mobile
rid_018897,ip_013220,APAC,residential
rid_013950,ip_013221,APAC,corporate
rid_018951,ip_013222,EU,mobile
rid_016119,ip_013223,APAC,proxy
rid_012013,ip_013224,EU,residential
rid_019281,ip_013225,NA,residential
rid_012635,ip_013226,APAC,mobile
rid_005748,ip_013227,LATAM,corporate
rid_005525,ip_013228,APAC,residential
rid_017810,ip_013229,NA,proxy
rid_002875,ip_013230,NA,mobile
rid_014395,ip_013231,APAC,mobile
rid_005266,ip_013232,APAC,mobile
rid_004485,ip_013233,EU,mobile
rid_007850,ip_013234,NA,corporate
rid_011685,ip_013235,LATAM,residential
rid_016797,ip_013236,EU,mobile
rid_001881,ip_013237,APAC,residential
rid_018762,ip_013238,NA,corporate
rid_011899,ip_013239,EU,corporate
rid_015428,ip_013240,APAC,corporate
rid_017344,ip_013241,LATAM,residential
rid_017672,ip_013242,APAC,proxy
rid_006637,ip_013243,LATAM,residential
rid_004902,ip_013244,LATAM,mobile
rid_013244,ip_013245,LATAM,proxy
rid_016409,ip_013246,NA,corporate
rid_004929,ip_013247,LATAM,proxy
rid_004152,ip_013248,LATAM,corporate
rid_015942,ip_013249,LATAM,mobile
rid_012191,ip_013250,APAC,proxy
rid_010783,ip_013251,LATAM,residential
rid_008707,ip_013252,NA,mobile
rid_004447,ip_013253,EU,mobile
rid_000690,ip_013254,NA,mobile
rid_009034,ip_013255,LATAM,corporate
rid_016729,ip_013256,APAC,corporate
rid_004728,ip_013257,NA,mobile
rid_015956,ip_013258,NA,mobile
rid_006658,ip_013259,LATAM,proxy
rid_010916,ip_013260,EU,residential
rid_017045,ip_013261,LATAM,residential
rid_007170,ip_013262,EU,mobile
rid_016634,ip_013263,EU,proxy
rid_000885,ip_013264,NA,mobile
rid_008628,ip_013265,APAC,mobile
rid_012116,ip_013266,LATAM,corporate
rid_005181,ip_013267,NA,proxy
rid_014410,ip_013268,NA,corporate
rid_019588,ip_013269,NA,mobile
rid_019405,ip_013270,EU,proxy
rid_006865,ip_013271,EU,mobile
rid_002891,ip_013272,APAC,proxy
rid_008667,ip_013273,NA,corporate
rid_014126,ip_013274,LATAM,mobile
rid_006616,ip_013275,APAC,mobile
rid_002576,ip_013276,EU,proxy
rid_018610,ip_013277,APAC,residential
rid_008049,ip_013278,NA,residential
rid_016261,ip_013279,EU,proxy
rid_004955,ip_013280,LATAM,corporate
rid_013173,ip_013281,APAC,mobile
rid_011120,ip_013282,APAC,residential
rid_010984,ip_013283,EU,mobile
rid_013150,ip_013284,NA,corporate
rid_005969,ip_013285,NA,mobile
rid_005379,ip_013286,NA,proxy
rid_013079,ip_013287,LATAM,proxy
rid_006258,ip_013288,NA,corporate
rid_014102,ip_013289,LATAM,corporate
rid_009831,ip_013290,LATAM,mobile
rid_017221,ip_013291,EU,mobile
rid_016785,ip_013292,APAC,residential
rid_010838,ip_013293,LATAM,mobile
rid_000197,ip_013294,NA,residential
rid_003479,ip_013295,APAC,proxy
rid_004797,ip_013296,EU,proxy
rid_010163,ip_013297,LATAM,proxy
rid_001528,ip_013298,APAC,proxy
rid_014210,ip_013299,LATAM,corporate
rid_002460,ip_013300,NA,mobile
rid_005475,ip_013301,NA,mobile
rid_001870,ip_013302,EU,residential
rid_005054,ip_013303,NA,corporate
rid_005216,ip_013304,LATAM,proxy
rid_011007,ip_013305,APAC,mobile
rid_004315,ip_013306,APAC,residential
rid_008553,ip_013307,NA,corporate
rid_019650,ip_013308,EU,proxy
rid_019149,ip_013309,APAC,residential
rid_016721,ip_013310,APAC,proxy
rid_007278,ip_013311,LATAM,corporate
rid_004326,ip_013312,EU,mobile
rid_006732,ip_013313,LATAM,residential
rid_013901,ip_013314,APAC,corporate
rid_010344,ip_013315,APAC,residential
rid_017159,ip_013316,LATAM,corporate
rid_007630,ip_013317,LATAM,mobile
rid_001136,ip_013318,EU,residential
rid_015065,ip_013319,EU,corporate
rid_016254,ip_013320,LATAM,corporate
rid_002026,ip_013321,NA,proxy
rid_007513,ip_013322,EU,mobile
rid_003152,ip_013323,APAC,mobile
rid_003048,ip_013324,NA,mobile
rid_005067,ip_013325,NA,corporate
rid_014995,ip_013326,EU,residential
rid_013539,ip_013327,EU,mobile
rid_010445,ip_013328,LATAM,corporate
rid_017411,ip_013329,APAC,mobile
rid_001621,ip_013330,APAC,corporate
rid_002525,ip_013331,LATAM,corporate
rid_014773,ip_013332,APAC,proxy
rid_015718,ip_013333,APAC,residential
rid_010780,ip_013334,APAC,mobile
rid_006279,ip_013335,EU,residential
rid_013709,ip_013336,EU,proxy
rid_008864,ip_013337,LATAM,mobile
rid_018269,ip_013338,NA,corporate
rid_006214,ip_013339,APAC,residential
rid_001521,ip_013340,EU,mobile
rid_012918,ip_013341,NA,residential
rid_001773,ip_013342,LATAM,mobile
rid_003210,ip_013343,EU,corporate
rid_013651,ip_013344,NA,mobile
rid_009924,ip_013345,APAC,mobile
rid_015921,ip_013346,APAC,corporate
rid_014577,ip_013347,APAC,corporate
rid_008090,ip_013348,EU,residential
rid_016485,ip_013349,APAC,mobile
rid_011157,ip_013350,NA,residential
rid_019814,ip_013351,APAC,corporate
rid_019186,ip_013352,LATAM,corporate
rid_003201,ip_013353,EU,mobile
rid_016887,ip_013354,APAC,mobile
rid_000306,ip_013355,APAC,mobile
rid_013571,ip_013356,NA,mobile
rid_012025,ip_013357,EU,corporate
rid_012363,ip_013358,LATAM,proxy
rid_017110,ip_013359,APAC,mobile
rid_000907,ip_013360,LATAM,corporate
rid_010488,ip_013361,EU,mobile
rid_001419,ip_013362,LATAM,residential
rid_005998,ip_013363,NA,corporate
rid_014545,ip_013364,APAC,residential
rid_010957,ip_013365,APAC,residential
rid_009174,ip_013366,NA,mobile
rid_018308,ip_013367,NA,proxy
rid_008032,ip_013368,LATAM,mobile
rid_008539,ip_013369,APAC,proxy
rid_012628,ip_013370,APAC,proxy
rid_008012,ip_013371,EU,corporate
rid_014978,ip_013372,EU,residential
rid_000385,ip_013373,NA,corporate
rid_003420,ip_013374,APAC,corporate
rid_006819,ip_013375,NA,corporate
rid_014433,ip_013376,LATAM,residential
rid_014278,ip_013377,LATAM,residential
rid_015947,ip_013378,EU,residential
rid_007093,ip_013379,LATAM,mobile
rid_015432,ip_013380,LATAM,mobile
rid_015188,ip_013381,EU,corporate
rid_017945,ip_013382,LATAM,residential
rid_003803,ip_013383,NA,corporate
rid_009573,ip_013384,APAC,residential
rid_006942,ip_013385,APAC,proxy
rid_011452,ip_013386,NA,proxy
rid_012908,ip_013387,EU,mobile
rid_002530,ip_013388,LATAM,proxy
rid_003075,ip_013389,NA,mobile
rid_014230,ip_013390,APAC,proxy
rid_014483,ip_013391,EU,proxy
rid_008237,ip_013392,NA,corporate
rid_013739,ip_013393,EU,proxy
rid_003743,ip_013394,NA,corporate
rid_018121,ip_013395,EU,mobile
rid_006870,ip_013396,LATAM,mobile
rid_006826,ip_013397,LATAM,mobile
rid_005977,ip_013398,APAC,proxy
rid_016113,ip_013399,LATAM,mobile
rid_019601,ip_013400,EU,residential
rid_003334,ip_013401,EU,corporate
rid_019828,ip_013402,APAC,mobile
rid_009773,ip_013403,LATAM,proxy
rid_003677,ip_013404,LATAM,mobile
rid_006585,ip_013405,NA,residential
rid_011716,ip_013406,EU,mobile
rid_016145,ip_013407,APAC,corporate
rid_003684,ip_013408,APAC,proxy
rid_000878,ip_013409,APAC,residential
rid_008965,ip_013410,APAC,mobile
rid_002308,ip_013411,APAC,proxy
rid_007491,ip_013412,EU,proxy
rid_006973,ip_013413,LATAM,residential
rid_016604,ip_013414,LATAM,proxy
rid_008585,ip_013415,EU,proxy
rid_019724,ip_013416,APAC,proxy
rid_003961,ip_013417,NA,residential
rid_000480,ip_013418,APAC,corporate
rid_015244,ip_013419,APAC,residential
rid_012280,ip_013420,EU,corporate
rid_012468,ip_013421,EU,mobile
rid_013176,ip_013422,LATAM,corporate
rid_001883,ip_013423,LATAM,proxy
rid_016419,ip_013424,EU,residential
rid_009124,ip_013425,NA,residential
rid_012221,ip_013426,NA,mobile
rid_011060,ip_013427,EU,proxy
rid_002836,ip_013428,NA,residential
rid_000360,ip_013429,APAC,proxy
rid_010155,ip_013430,EU,corporate
rid_009237,ip_013431,EU,mobile
rid_011473,ip_013432,LATAM,residential
rid_000835,ip_013433,APAC,corporate
rid_007440,ip_013434,LATAM,mobile
rid_014119,ip_013435,EU,mobile
rid_003855,ip_013436,EU,proxy
rid_009702,ip_013437,EU,proxy
rid_014549,ip_013438,NA,corporate
rid_010622,ip_013439,NA,proxy
rid_018987,ip_013440,LATAM,corporate
rid_005363,ip_013441,EU,corporate
rid_006235,ip_013442,LATAM,corporate
rid_007810,ip_013443,NA,corporate
rid_004020,ip_013444,LATAM,mobile
rid_005845,ip_013445,LATAM,corporate
rid_014496,ip_013446,APAC,corporate
rid_001078,ip_013447,APAC,proxy
rid_014293,ip_013448,NA,mobile
rid_016347,ip_013449,LATAM,corporate
rid_015196,ip_013450,EU,residential
rid_004014,ip_013451,LATAM,corporate
rid_017184,ip_013452,NA,mobile
rid_002629,ip_013453,LATAM,mobile
rid_009544,ip_013454,LATAM,corporate
rid_012599,ip_013455,APAC,mobile
rid_017899,ip_013456,NA,corporate
rid_003937,ip_013457,LATAM,corporate
rid_015032,ip_013458,APAC,proxy
rid_008296,ip_013459,LATAM,corporate
rid_018530,ip_013460,APAC,residential
rid_002902,ip_013461,APAC,residential
rid_007949,ip_013462,EU,residential
rid_014514,ip_013463,EU,residential
rid_011791,ip_013464,LATAM,residential
rid_016513,ip_013465,APAC,mobile
rid_004473,ip_013466,NA,residential
rid_002686,ip_013467,EU,corporate
rid_006807,ip_013468,EU,proxy
rid_016005,ip_013469,NA,residential
rid_006889,ip_013470,LATAM,mobile
rid_015051,ip_013471,LATAM,proxy
rid_006567,ip_013472,NA,corporate
rid_003176,ip_013473,APAC,mobile
rid_019598,ip_013474,LATAM,mobile
rid_010726,ip_013475,LATAM,residential
rid_019755,ip_013476,NA,proxy
rid_012702,ip_013477,EU,proxy
rid_008080,ip_013478,LATAM,corporate
rid_014890,ip_013479,LATAM,mobile
rid_010921,ip_013480,LATAM,proxy
rid_005021,ip_013481,LATAM,corporate
rid_011019,ip_013482,EU,proxy
rid_015513,ip_013483,NA,corporate
rid_003031,ip_013484,EU,residential
rid_001842,ip_013485,LATAM,mobile
rid_012315,ip_013486,LATAM,mobile
rid_012828,ip_013487,APAC,residential
rid_002860,ip_013488,LATAM,residential
rid_009266,ip_013489,EU,proxy
rid_015477,ip_013490,LATAM,mobile
rid_006629,ip_013491,EU,mobile
rid_010465,ip_013492,APAC,mobile
rid_002026,ip_013493,LATAM,mobile
rid_012503,ip_013494,APAC,mobile
rid_013181,ip_013495,EU,mobile
rid_012037,ip_013496,EU,residential
rid_019129,ip_013497,APAC,mobile
rid_015971,ip_013498,APAC,mobile
rid_002089,ip_013499,NA,proxy
rid_017324,ip_013500,APAC,proxy
rid_019964,ip_013501,NA,proxy
rid_000871,ip_013502,EU,mobile
rid_008956,ip_013503,NA,residential
rid_014945,ip_013504,LATAM,residential
rid_014496,ip_013505,LATAM,mobile
rid_000941,ip_013506,APAC,residential
rid_008343,ip_013507,EU,residential
rid_006741,ip_013508,APAC,mobile
rid_008319,ip_013509,EU,residential
rid_003600,ip_013510,EU,corporate
rid_011121,ip_013511,NA,corporate
rid_015926,ip_013512,LATAM,residential
rid_007354,ip_013513,NA,proxy
rid_003512,ip_013514,NA,proxy
rid_014273,ip_013515,APAC,residential
rid_008026,ip_013516,NA,mobile
rid_004021,ip_013517,NA,residential
rid_008276,ip_013518,LATAM,residential
rid_006592,ip_013519,LATAM,corporate
rid_017469,ip_013520,EU,mobile
rid_013298,ip_013521,LATAM,corporate
rid_016215,ip_013522,APAC,residential
rid_001718,ip_013523,APAC,corporate
rid_004965,ip_013524,EU,mobile
rid_013510,ip_013525,EU,proxy
rid_009620,ip_013526,APAC,mobile
rid_003139,ip_013527,NA,mobile
rid_011640,ip_013528,LATAM,mobile
rid_005441,ip_013529,EU,corporate
rid_010440,ip_013530,LATAM,proxy
rid_005677,ip_013531,EU,mobile
rid_016628,ip_013532,EU,proxy
rid_011336,ip_013533,APAC,corporate
rid_014724,ip_013534,LATAM,proxy
rid_000575,ip_013535,EU,residential
rid_000287,ip_013536,EU,proxy
rid_004438,ip_013537,LATAM,residential
rid_007262,ip_013538,APAC,residential
rid_015709,ip_013539,EU,proxy
rid_018338,ip_013540,LATAM,proxy
rid_012404,ip_013541,APAC,mobile
rid_015938,ip_013542,NA,proxy
rid_005479,ip_013543,APAC,mobile
rid_017750,ip_013544,EU,corporate
rid_016629,ip_013545,NA,proxy
rid_003839,ip_013546,EU,mobile
rid_019636,ip_013547,LATAM,proxy
rid_011411,ip_013548,APAC,residential
rid_015323,ip_013549,NA,mobile
rid_018580,ip_013550,APAC,proxy
rid_018774,ip_013551,NA,residential
rid_016507,ip_013552,NA,corporate
rid_018855,ip_013553,NA,corporate
rid_018546,ip_013554,LATAM,corporate
rid_008554,ip_013555,NA,residential
rid_004933,ip_013556,LATAM,mobile
rid_013134,ip_013557,APAC,corporate
rid_017614,ip_013558,LATAM,mobile
rid_000995,ip_013559,LATAM,mobile
rid_012839,ip_013560,NA,corporate
rid_002485,ip_013561,EU,proxy
rid_009188,ip_013562,LATAM,mobile
rid_001368,ip_013563,LATAM,corporate
rid_000830,ip_013564,NA,mobile
rid_007312,ip_013565,EU,mobile
rid_002160,ip_013566,EU,proxy
rid_003579,ip_013567,NA,proxy
rid_013078,ip_013568,LATAM,proxy
rid_010438,ip_013569,EU,corporate
rid_019447,ip_013570,APAC,mobile
rid_013336,ip_013571,NA,residential
rid_015271,ip_013572,APAC,proxy
rid_005531,ip_013573,APAC,residential
rid_015984,ip_013574,NA,residential
rid_003744,ip_013575,NA,corporate
rid_008486,ip_013576,LATAM,mobile
rid_014931,ip_013577,NA,mobile
rid_016844,ip_013578,LATAM,residential
rid_018059,ip_013579,LATAM,residential
rid_012451,ip_013580,EU,proxy
rid_006583,ip_013581,NA,mobile
rid_013715,ip_013582,NA,proxy
rid_004636,ip_013583,LATAM,residential
rid_006759,ip_013584,APAC,proxy
rid_016818,ip_013585,NA,mobile
rid_019796,ip_013586,NA,residential
rid_013637,ip_013587,NA,corporate
rid_001271,ip_013588,LATAM,corporate
rid_008664,ip_013589,EU,residential
rid_012639,ip_013590,APAC,corporate
rid_019896,ip_013591,APAC,corporate
rid_016582,ip_013592,LATAM,mobile
rid_014460,ip_013593,EU,proxy
rid_001172,ip_013594,APAC,residential
rid_019520,ip_013595,LATAM,mobile
rid_015874,ip_013596,NA,corporate
rid_003503,ip_013597,LATAM,corporate
rid_014886,ip_013598,APAC,proxy
rid_011628,ip_013599,APAC,residential
rid_014999,ip_013600,LATAM,mobile
rid_014209,ip_013601,APAC,proxy
rid_010715,ip_013602,APAC,residential
rid_014723,ip_013603,LATAM,residential
rid_009910,ip_013604,NA,corporate
rid_005972,ip_013605,EU,residential
rid_003621,ip_013606,EU,mobile
rid_009682,ip_013607,NA,corporate
rid_007363,ip_013608,EU,corporate
rid_017236,ip_013609,APAC,corporate
rid_019623,ip_013610,LATAM,residential
rid_015882,ip_013611,LATAM,proxy
rid_003797,ip_013612,NA,residential
rid_019327,ip_013613,EU,corporate
rid_019936,ip_013614,LATAM,proxy
rid_005847,ip_013615,LATAM,proxy
rid_001893,ip_013616,NA,residential
rid_015836,ip_013617,NA,corporate
rid_008088,ip_013618,NA,corporate
rid_004849,ip_013619,APAC,corporate
rid_011114,ip_013620,LATAM,proxy
rid_017265,ip_013621,NA,corporate
rid_012913,ip_013622,LATAM,mobile
rid_000870,ip_013623,APAC,mobile
rid_016183,ip_013624,APAC,residential
rid_013586,ip_013625,APAC,residential
rid_002109,ip_013626,NA,proxy
rid_005062,ip_013627,EU,corporate
rid_008930,ip_013628,APAC,corporate
rid_008248,ip_013629,EU,mobile
rid_005338,ip_013630,NA,residential
rid_001430,ip_013631,EU,proxy
rid_014232,ip_013632,APAC,proxy
rid_009871,ip_013633,NA,proxy
rid_014895,ip_013634,APAC,residential
rid_000974,ip_013635,EU,residential
rid_007381,ip_013636,APAC,residential
rid_016710,ip_013637,LATAM,mobile
rid_007228,ip_013638,NA,mobile
rid_007881,ip_013639,EU,residential
rid_005126,ip_013640,LATAM,residential
rid_014945,ip_013641,NA,corporate
rid_019411,ip_013642,NA,proxy
rid_005725,ip_013643,NA,proxy
rid_003236,ip_013644,NA,corporate
rid_002598,ip_013645,NA,proxy
rid_000976,ip_013646,LATAM,mobile
rid_006625,ip_013647,LATAM,mobile
rid_002698,ip_013648,APAC,corporate
rid_003811,ip_013649,NA,mobile
rid_019500,ip_013650,EU,proxy
rid_000076,ip_013651,NA,corporate
rid_003713,ip_013652,APAC,residential
rid_005857,ip_013653,LATAM,residential
rid_010622,ip_013654,NA,corporate
rid_003349,ip_013655,APAC,proxy
rid_002178,ip_013656,APAC,proxy
rid_014354,ip_013657,NA,corporate
rid_004208,ip_013658,APAC,mobile
rid_003907,ip_013659,EU,residential
rid_019059,ip_013660,LATAM,residential
rid_006191,ip_013661,APAC,corporate
rid_012627,ip_013662,APAC,corporate
rid_019678,ip_013663,NA,residential
rid_013289,ip_013664,EU,residential
rid_005873,ip_013665,LATAM,residential
rid_004603,ip_013666,LATAM,residential
rid_006382,ip_013667,EU,corporate
rid_011999,ip_013668,NA,mobile
rid_019799,ip_013669,EU,corporate
rid_006171,ip_013670,LATAM,residential
rid_008624,ip_013671,APAC,residential
rid_019300,ip_013672,NA,corporate
rid_010396,ip_013673,EU,residential
rid_002182,ip_013674,APAC,residential
rid_006795,ip_013675,NA,mobile
rid_009397,ip_013676,EU,corporate
rid_001642,ip_013677,APAC,corporate
rid_019386,ip_013678,APAC,proxy
rid_001697,ip_013679,NA,corporate
rid_006050,ip_013680,APAC,proxy
rid_010560,ip_013681,LATAM,corporate
rid_006947,ip_013682,LATAM,proxy
rid_005649,ip_013683,NA,corporate
rid_014309,ip_013684,LATAM,proxy
rid_013563,ip_013685,LATAM,corporate
rid_006005,ip_013686,LATAM,mobile
rid_010004,ip_013687,LATAM,mobile
rid_012679,ip_013688,NA,corporate
rid_012750,ip_013689,NA,mobile
rid_002030,ip_013690,NA,corporate
rid_007048,ip_013691,EU,corporate
rid_002500,ip_013692,LATAM,proxy
rid_007228,ip_013693,APAC,corporate
rid_003471,ip_013694,APAC,corporate
rid_019269,ip_013695,APAC,mobile
rid_006392,ip_013696,NA,corporate
rid_017626,ip_013697,NA,corporate
rid_007585,ip_013698,EU,mobile
rid_006225,ip_013699,NA,residential
rid_002546,ip_013700,APAC,corporate
rid_014114,ip_013701,LATAM,proxy
rid_019150,ip_013702,NA,mobile
rid_016021,ip_013703,APAC,corporate
rid_002888,ip_013704,LATAM,corporate
rid_008423,ip_013705,APAC,proxy
rid_016297,ip_013706,APAC,proxy
rid_018759,ip_013707,LATAM,residential
rid_019092,ip_013708,APAC,corporate
rid_006816,ip_013709,LATAM,residential
rid_019987,ip_013710,EU,mobile
rid_009083,ip_013711,NA,residential
rid_000534,ip_013712,EU,residential
rid_001117,ip_013713,APAC,mobile
rid_004461,ip_013714,APAC,residential
rid_019896,ip_013715,LATAM,residential
rid_001766,ip_013716,EU,mobile
rid_019744,ip_013717,LATAM,proxy
rid_007649,ip_013718,LATAM,corporate
rid_014509,ip_013719,EU,residential
rid_000789,ip_013720,APAC,residential
rid_011249,ip_013721,LATAM,residential
rid_003452,ip_013722,LATAM,proxy
rid_000647,ip_013723,NA,proxy
rid_015043,ip_013724,EU,residential
rid_002780,ip_013725,NA,corporate
rid_002543,ip_013726,EU,residential
rid_000639,ip_013727,APAC,mobile
rid_001526,ip_013728,NA,residential
rid_008574,ip_013729,EU,residential
rid_007231,ip_013730,APAC,corporate
rid_005593,ip_013731,EU,mobile
rid_010704,ip_013732,EU,proxy
rid_014518,ip_013733,APAC,corporate
rid_008109,ip_013734,APAC,proxy
rid_013884,ip_013735,NA,proxy
rid_004324,ip_013736,APAC,corporate
rid_013467,ip_013737,APAC,residential
rid_006169,ip_013738,NA,mobile
rid_006489,ip_013739,LATAM,mobile
rid_019770,ip_013740,EU,corporate
rid_018164,ip_013741,LATAM,mobile
rid_014671,ip_013742,NA,mobile
rid_018038,ip_013743,NA,corporate
rid_016674,ip_013744,NA,residential
rid_000956,ip_013745,LATAM,proxy
rid_003999,ip_013746,APAC,corporate
rid_016283,ip_013747,LATAM,mobile
rid_003824,ip_013748,NA,proxy
rid_018020,ip_013749,LATAM,residential
rid_002789,ip_013750,NA,mobile
rid_005375,ip_013751,EU,mobile
rid_016294,ip_013752,APAC,proxy
rid_018095,ip_013753,LATAM,corporate
rid_015550,ip_013754,NA,mobile
rid_008289,ip_013755,APAC,proxy
rid_017236,ip_013756,APAC,proxy
rid_013678,ip_013757,LATAM,residential
rid_007808,ip_013758,EU,proxy
rid_018202,ip_013759,NA,residential
rid_003666,ip_013760,EU,proxy
rid_015499,ip_013761,LATAM,residential
rid_018261,ip_013762,NA,mobile
rid_012578,ip_013763,LATAM,proxy
rid_017691,ip_013764,LATAM,proxy
rid_002298,ip_013765,EU,corporate
rid_005181,ip_013766,EU,proxy
rid_001330,ip_013767,EU,residential
rid_005164,ip_013768,EU,mobile
rid_005978,ip_013769,LATAM,mobile
rid_014001,ip_013770,LATAM,corporate
rid_004231,ip_013771,LATAM,corporate
rid_006190,ip_013772,LATAM,proxy
rid_003338,ip_013773,APAC,proxy
rid_011744,ip_013774,APAC,mobile
rid_011358,ip_013775,NA,residential
rid_010325,ip_013776,EU,mobile
rid_011283,ip_013777,LATAM,mobile
rid_009310,ip_013778,LATAM,residential
rid_011854,ip_013779,APAC,residential
rid_018235,ip_013780,NA,residential
rid_000535,ip_013781,APAC,proxy
rid_019942,ip_013782,APAC,corporate
rid_018291,ip_013783,NA,mobile
rid_003191,ip_013784,EU,proxy
rid_019517,ip_013785,LATAM,mobile
rid_014762,ip_013786,LATAM,residential
rid_001945,ip_013787,APAC,proxy
rid_017976,ip_013788,NA,mobile
rid_002065,ip_013789,LATAM,corporate
rid_012074,ip_013790,EU,mobile
rid_003923,ip_013791,APAC,residential
rid_004995,ip_013792,NA,residential
rid_001175,ip_013793,NA,residential
rid_009799,ip_013794,NA,residential
rid_011908,ip_013795,LATAM,corporate
rid_009208,ip_013796,LATAM,mobile
rid_003392,ip_013797,APAC,mobile
rid_001721,ip_013798,APAC,mobile
rid_008827,ip_013799,EU,mobile
rid_015246,ip_013800,EU,mobile
rid_002373,ip_013801,LATAM,residential
rid_014006,ip_013802,LATAM,mobile
rid_018196,ip_013803,APAC,mobile
rid_002440,ip_013804,EU,residential
rid_019496,ip_013805,APAC,mobile
rid_016582,ip_013806,NA,residential
rid_000834,ip_013807,EU,mobile
rid_018300,ip_013808,NA,residential
rid_019693,ip_013809,APAC,corporate
rid_003821,ip_013810,LATAM,mobile
rid_011274,ip_013811,APAC,proxy
rid_003725,ip_013812,NA,corporate
rid_011279,ip_013813,LATAM,corporate
rid_012277,ip_013814,EU,corporate
rid_009256,ip_013815,APAC,proxy
rid_003922,ip_013816,EU,proxy
rid_017646,ip_013817,APAC,proxy
rid_008363,ip_013818,APAC,residential
rid_018260,ip_013819,EU,mobile
rid_002024,ip_013820,NA,proxy
rid_005205,ip_013821,EU,mobile
rid_012680,ip_013822,APAC,corporate
rid_002667,ip_013823,APAC,proxy
rid_018497,ip_013824,EU,proxy
rid_012618,ip_013825,LATAM,mobile
rid_011451,ip_013826,LATAM,residential
rid_003454,ip_013827,NA,corporate
rid_000284,ip_013828,NA,residential
rid_010431,ip_013829,EU,corporate
rid_014499,ip_013830,NA,corporate
rid_006321,ip_013831,LATAM,proxy
rid_004154,ip_013832,LATAM,proxy
