real_identity_id,known_user_id,anonymous_user_id,device_id,cookie_id,email_hash,phone_hash,payment_instrument_id,support_account_id
rid_010738,ku_010738,au_001396,dev_013986,,0000000000000000000029f1,0000000000000000000029f1,pay_004512,
rid_010739,ku_010739,,dev_023918,,0000000000000000000029f2,0000000000000000000029f2,,
rid_010740,ku_010740,,dev_001392,ck_019704,0000000000000000000029f3,0000000000000000000029f3,,sup_003464
rid_010741,ku_010741,au_002377,dev_003051,ck_036028,0000000000000000000029f4,0000000000000000000029f4,,
rid_010742,ku_010742,au_017525,dev_005664,ck_000386,0000000000000000000029f5,0000000000000000000029f5,,
rid_010743,ku_010743,au_014289,dev_027076,ck_015672,0000000000000000000029f6,0000000000000000000029f6,pay_012093,
rid_010744,ku_010744,,dev_005310,ck_003624,0000000000000000000029f7,0000000000000000000029f7,pay_011905,
rid_010745,ku_010745,au_001806,dev_012275,ck_027929,0000000000000000000029f8,0000000000000000000029f8,pay_000140,
rid_010746,ku_010746,,dev_003867,ck_000960,0000000000000000000029f9,0000000000000000000029f9,,
rid_010747,ku_010747,au_003600,,,0000000000000000000029fa,0000000000000000000029fa,pay_007802,
rid_010748,ku_010748,au_004465,dev_015653,,0000000000000000000029fb,0000000000000000000029fb,,sup_007374
rid_010749,ku_010749,,dev_019510,ck_020506,0000000000000000000029fc,0000000000000000000029fc,pay_000367,sup_003014
rid_010750,ku_010750,,dev_025480,ck_003906,0000000000000000000029fd,0000000000000000000029fd,pay_000520,
rid_010751,ku_010751,au_011593,dev_001978,ck_014302,0000000000000000000029fe,0000000000000000000029fe,pay_007454,sup_002783
rid_010752,ku_010752,,,,0000000000000000000029ff,0000000000000000000029ff,pay_006068,sup_003916
rid_010753,ku_010753,au_002337,dev_013783,ck_018602,000000000000000000002a00,000000000000000000002a00,,
rid_010754,ku_010754,au_013418,,ck_024364,000000000000000000002a01,000000000000000000002a01,,
rid_010755,ku_010755,au_005435,dev_020474,ck_006390,000000000000000000002a02,000000000000000000002a02,pay_006410,
rid_010756,ku_010756,au_019455,dev_023776,ck_017754,000000000000000000002a03,000000000000000000002a03,,
rid_010757,ku_010757,au_012001,dev_012423,ck_015149,000000000000000000002a04,000000000000000000002a04,,sup_000821
rid_010758,ku_010758,au_022882,dev_001665,ck_015690,000000000000000000002a05,000000000000000000002a05,pay_017371,sup_008779
rid_010759,ku_010759,au_005702,dev_009607,ck_013966,000000000000000000002a06,000000000000000000002a06,pay_010439,
rid_010760,ku_010760,,,ck_002954,000000000000000000002a07,000000000000000000002a07,,sup_008193
rid_010761,ku_010761,au_020565,dev_011857,ck_003066,000000000000000000002a08,000000000000000000002a08,,
rid_010762,ku_010762,au_019398,dev_002641,ck_017003,000000000000000000002a09,000000000000000000002a09,,
rid_010763,ku_010763,,dev_004327,ck_017884,000000000000000000002a0a,000000000000000000002a0a,pay_011938,sup_002406
rid_010764,ku_010764,au_005156,,ck_001047,000000000000000000002a0b,000000000000000000002a0b,pay_001087,sup_004056
rid_010765,ku_010765,au_007768,dev_023274,ck_000360,000000000000000000002a0c,000000000000000000002a0c,pay_002357,sup_003982
rid_010766,ku_010766,au_019491,dev_000187,ck_022785,000000000000000000002a0d,000000000000000000002a0d,,sup_008599
rid_010767,ku_010767,au_021553,dev_030411,ck_019856,000000000000000000002a0e,000000000000000000002a0e,pay_009955,
rid_010768,ku_010768,au_012710,,ck_001587,000000000000000000002a0f,000000000000000000002a0f,pay_013014,
rid_010769,ku_010769,,dev_000230,,000000000000000000002a10,000000000000000000002a10,,sup_008706
rid_010770,ku_010770,au_010617,,ck_017838,000000000000000000002a11,000000000000000000002a11,,
rid_010771,ku_010771,au_004466,dev_001028,ck_012681,000000000000000000002a12,000000000000000000002a12,,
rid_010772,ku_010772,,dev_001943,ck_001209,000000000000000000002a13,000000000000000000002a13,pay_003671,
rid_010773,ku_010773,au_011641,dev_002378,ck_023192,000000000000000000002a14,000000000000000000002a14,pay_005794,
rid_010774,ku_010774,au_000981,dev_019189,ck_011830,000000000000000000002a15,000000000000000000002a15,pay_017044,
rid_010775,ku_010775,au_003010,dev_007555,ck_003189,000000000000000000002a16,000000000000000000002a16,,
rid_010776,ku_010776,au_006243,dev_000533,,000000000000000000002a17,000000000000000000002a17,pay_003872,
rid_010777,ku_010777,au_028116,dev_017482,ck_036240,000000000000000000002a18,000000000000000000002a18,pay_011141,sup_006418
rid_010778,ku_010778,au_001032,dev_023484,ck_006895,000000000000000000002a19,000000000000000000002a19,,sup_007204
rid_010779,ku_010779,au_001628,dev_012834,ck_015030,000000000000000000002a1a,000000000000000000002a1a,pay_015433,sup_001078
rid_010780,ku_010780,au_010865,dev_015845,ck_018353,000000000000000000002a1b,000000000000000000002a1b,pay_012819,
rid_010781,ku_010781,,dev_031755,ck_029503,000000000000000000002a1c,000000000000000000002a1c,pay_004543,
rid_010782,ku_010782,au_021287,dev_006657,ck_006392,000000000000000000002a1d,000000000000000000002a1d,pay_004138,
rid_010783,ku_010783,au_007025,dev_001416,ck_022551,000000000000000000002a1e,000000000000000000002a1e,pay_004212,
rid_010784,ku_010784,au_021665,dev_014525,ck_015333,000000000000000000002a1f,000000000000000000002a1f,pay_013117,
rid_010785,ku_010785,au_018302,dev_006481,ck_004567,000000000000000000002a20,000000000000000000002a20,pay_017968,sup_001995
rid_010786,ku_010786,au_019305,dev_017656,ck_027356,000000000000000000002a21,000000000000000000002a21,pay_018467,sup_002359
rid_010787,ku_010787,,dev_023696,ck_014180,000000000000000000002a22,000000000000000000002a22,pay_020094,
rid_010788,ku_010788,au_012354,dev_012013,ck_015562,000000000000000000002a23,000000000000000000002a23,pay_012233,
rid_010789,ku_010789,au_000914,dev_022744,ck_003215,000000000000000000002a24,000000000000000000002a24,pay_003314,
rid_010790,ku_010790,,dev_001693,ck_012468,000000000000000000002a25,000000000000000000002a25,,sup_009573
rid_010791,ku_010791,au_004164,dev_012073,ck_003335,000000000000000000002a26,000000000000000000002a26,pay_014600,
rid_010792,ku_010792,au_012458,dev_004540,ck_012311,000000000000000000002a27,000000000000000000002a27,,sup_002071
rid_010793,ku_010793,au_010488,,ck_014535,000000000000000000002a28,000000000000000000002a28,,
rid_010794,ku_010794,au_010345,dev_013254,ck_032895,000000000000000000002a29,000000000000000000002a29,pay_011412,sup_004258
rid_010795,ku_010795,,,ck_037666,000000000000000000002a2a,000000000000000000002a2a,pay_002809,
rid_010796,ku_010796,au_009236,dev_003367,ck_003621,000000000000000000002a2b,000000000000000000002a2b,,
rid_010797,ku_010797,,dev_005439,ck_002876,000000000000000000002a2c,000000000000000000002a2c,pay_000096,
rid_010798,ku_010798,au_022262,,ck_011295,000000000000000000002a2d,000000000000000000002a2d,,sup_007654
rid_010799,ku_010799,,dev_020413,ck_013527,000000000000000000002a2e,000000000000000000002a2e,pay_007964,sup_009661
rid_010800,ku_010800,au_023250,dev_004274,ck_006553,000000000000000000002a2f,000000000000000000002a2f,,
rid_010801,ku_010801,au_018975,dev_005864,ck_011827,000000000000000000002a30,000000000000000000002a30,pay_016706,
rid_010802,ku_010802,au_022816,dev_015220,ck_023447,000000000000000000002a31,000000000000000000002a31,,sup_006897
rid_010803,ku_010803,au_006190,dev_003887,ck_013187,000000000000000000002a32,000000000000000000002a32,pay_009898,sup_001006
rid_010804,ku_010804,au_003791,dev_003939,ck_002531,000000000000000000002a33,000000000000000000002a33,pay_002751,
rid_010805,ku_010805,,,ck_036506,000000000000000000002a34,000000000000000000002a34,pay_020067,sup_004377
rid_010806,ku_010806,au_000117,dev_014703,ck_028588,000000000000000000002a35,000000000000000000002a35,,
rid_010807,ku_010807,au_001147,,ck_022319,000000000000000000002a36,000000000000000000002a36,pay_007277,sup_009965
rid_010808,ku_010808,au_027347,dev_000822,ck_000933,000000000000000000002a37,000000000000000000002a37,pay_015620,
rid_010809,ku_010809,au_021328,dev_019082,ck_024328,000000000000000000002a38,000000000000000000002a38,pay_008291,
rid_010810,ku_010810,,dev_005828,,000000000000000000002a39,000000000000000000002a39,pay_013315,sup_004457
rid_010811,ku_010811,au_016236,dev_017061,ck_002940,000000000000000000002a3a,000000000000000000002a3a,pay_005954,sup_007715
rid_010812,ku_010812,au_008118,dev_002839,ck_014786,000000000000000000002a3b,000000000000000000002a3b,pay_008663,
rid_010813,ku_010813,au_006999,dev_017692,ck_000120,000000000000000000002a3c,000000000000000000002a3c,pay_007576,
rid_010814,ku_010814,,dev_010912,ck_000908,000000000000000000002a3d,000000000000000000002a3d,pay_004397,sup_007344
rid_010815,ku_010815,au_012957,dev_016302,ck_010875,000000000000000000002a3e,000000000000000000002a3e,pay_016183,sup_000888
rid_010816,ku_010816,,dev_028644,,000000000000000000002a3f,000000000000000000002a3f,pay_007243,sup_004705
rid_010817,ku_010817,au_000739,dev_007984,ck_005607,000000000000000000002a40,000000000000000000002a40,pay_009454,
rid_010818,ku_010818,au_025756,dev_007688,ck_032368,000000000000000000002a41,000000000000000000002a41,,
rid_010819,ku_010819,,,ck_018698,000000000000000000002a42,000000000000000000002a42,pay_017091,sup_000950
rid_010820,ku_010820,,dev_024587,ck_009738,000000000000000000002a43,000000000000000000002a43,pay_007067,
rid_010821,ku_010821,au_017987,dev_009306,ck_003920,000000000000000000002a44,000000000000000000002a44,pay_002826,sup_001397
rid_010822,ku_010822,au_014814,dev_003328,ck_002895,000000000000000000002a45,000000000000000000002a45,pay_010454,
rid_010823,ku_010823,au_015236,,ck_003745,000000000000000000002a46,000000000000000000002a46,pay_016359,sup_002813
rid_010824,ku_010824,,dev_013825,ck_027307,000000000000000000002a47,000000000000000000002a47,pay_005322,sup_007284
rid_010825,ku_010825,au_011433,dev_015642,,000000000000000000002a48,000000000000000000002a48,pay_006558,
rid_010826,ku_010826,au_014358,dev_012358,ck_029737,000000000000000000002a49,000000000000000000002a49,pay_003326,
rid_010827,ku_010827,au_017575,dev_026816,ck_000092,000000000000000000002a4a,000000000000000000002a4a,,
rid_010828,ku_010828,,dev_006987,,000000000000000000002a4b,000000000000000000002a4b,pay_004235,
rid_010829,ku_010829,au_026482,,ck_004523,000000000000000000002a4c,000000000000000000002a4c,pay_006422,
rid_010830,ku_010830,au_003123,dev_000886,ck_023408,000000000000000000002a4d,000000000000000000002a4d,pay_022390,
rid_010831,ku_010831,au_016184,dev_006218,ck_009672,000000000000000000002a4e,000000000000000000002a4e,,sup_000376
rid_010832,ku_010832,au_000726,dev_004739,ck_011752,000000000000000000002a4f,000000000000000000002a4f,pay_000173,sup_004778
rid_010833,ku_010833,au_022758,dev_011549,ck_000481,000000000000000000002a50,000000000000000000002a50,,sup_005940
rid_010834,ku_010834,au_027139,dev_017071,ck_008565,000000000000000000002a51,000000000000000000002a51,pay_005447,
rid_010835,ku_010835,,dev_025263,ck_003792,000000000000000000002a52,000000000000000000002a52,pay_020625,sup_003422
rid_010836,ku_010836,au_001613,dev_026513,ck_000204,000000000000000000002a53,000000000000000000002a53,pay_002835,
rid_010837,ku_010837,au_016867,dev_025339,ck_006515,000000000000000000002a54,000000000000000000002a54,pay_003758,
rid_010838,ku_010838,au_017102,dev_000883,ck_001320,000000000000000000002a55,000000000000000000002a55,pay_006656,
rid_010839,ku_010839,au_012200,dev_021760,ck_026224,000000000000000000002a56,000000000000000000002a56,pay_009891,
rid_010840,ku_010840,au_004533,dev_012176,,000000000000000000002a57,000000000000000000002a57,pay_004128,
rid_010841,ku_010841,au_024588,dev_021748,ck_017247,000000000000000000002a58,000000000000000000002a58,,sup_007999
rid_010842,ku_010842,au_026901,dev_010666,ck_002419,000000000000000000002a59,000000000000000000002a59,pay_003041,
rid_010843,ku_010843,au_005848,,ck_020816,000000000000000000002a5a,000000000000000000002a5a,pay_009882,
rid_010844,ku_010844,au_003861,dev_029379,ck_002101,000000000000000000002a5b,000000000000000000002a5b,pay_012066,sup_001826
rid_010845,ku_010845,,dev_011532,ck_021058,000000000000000000002a5c,000000000000000000002a5c,pay_015594,sup_007464
rid_010846,ku_010846,au_011325,dev_002445,ck_009487,000000000000000000002a5d,000000000000000000002a5d,pay_005677,sup_003435
rid_010847,ku_010847,,dev_025783,ck_008091,000000000000000000002a5e,000000000000000000002a5e,pay_009489,sup_004439
rid_010848,ku_010848,au_017178,dev_006935,ck_005061,000000000000000000002a5f,000000000000000000002a5f,pay_013293,sup_006550
rid_010849,ku_010849,au_012201,dev_023137,,000000000000000000002a60,000000000000000000002a60,pay_006057,sup_009983
rid_010850,ku_010850,au_001658,dev_000866,ck_003733,000000000000000000002a61,000000000000000000002a61,pay_000633,sup_002225
rid_010851,ku_010851,au_005105,dev_005000,ck_024366,000000000000000000002a62,000000000000000000002a62,pay_000742,
rid_010852,ku_010852,au_007126,dev_003588,ck_001729,000000000000000000002a63,000000000000000000002a63,,
rid_010853,ku_010853,au_009463,dev_006352,,000000000000000000002a64,000000000000000000002a64,,sup_003007
rid_010854,ku_010854,au_008377,dev_000272,,000000000000000000002a65,000000000000000000002a65,,
rid_010855,ku_010855,,,,000000000000000000002a66,000000000000000000002a66,pay_004266,sup_004409
rid_010856,ku_010856,,dev_001008,ck_018933,000000000000000000002a67,000000000000000000002a67,pay_005715,
rid_010857,ku_010857,au_014030,dev_003937,ck_004320,000000000000000000002a68,000000000000000000002a68,,sup_007772
rid_010858,ku_010858,,dev_017586,ck_018836,000000000000000000002a69,000000000000000000002a69,pay_003297,
rid_010859,ku_010859,au_004082,dev_016804,ck_010627,000000000000000000002a6a,000000000000000000002a6a,pay_003846,sup_006335
rid_010860,ku_010860,au_019446,,ck_007585,000000000000000000002a6b,000000000000000000002a6b,pay_009251,sup_000964
rid_010861,ku_010861,au_007646,dev_008713,ck_000966,000000000000000000002a6c,000000000000000000002a6c,,sup_008139
rid_010862,ku_010862,,dev_018302,ck_034298,000000000000000000002a6d,000000000000000000002a6d,pay_007842,
rid_010863,ku_010863,au_004500,,ck_028700,000000000000000000002a6e,000000000000000000002a6e,pay_020824,sup_001500
rid_010864,ku_010864,au_012832,dev_019541,ck_009483,000000000000000000002a6f,000000000000000000002a6f,pay_019197,sup_009774
rid_010865,ku_010865,au_007221,dev_024675,ck_006332,000000000000000000002a70,000000000000000000002a70,pay_002652,sup_008375
rid_010866,ku_010866,au_014200,dev_011098,ck_012899,000000000000000000002a71,000000000000000000002a71,pay_015362,sup_008025
rid_010867,ku_010867,,dev_016517,ck_019184,000000000000000000002a72,000000000000000000002a72,pay_007474,
rid_010868,ku_010868,au_005094,dev_003478,ck_000405,000000000000000000002a73,000000000000000000002a73,,
rid_010869,ku_010869,au_028272,dev_006014,ck_010405,000000000000000000002a74,000000000000000000002a74,,
rid_010870,ku_010870,,dev_010702,ck_002539,000000000000000000002a75,000000000000000000002a75,,
rid_010871,ku_010871,au_003443,dev_006867,ck_034710,000000000000000000002a76,000000000000000000002a76,pay_007379,sup_004673
rid_010872,ku_010872,au_000442,dev_001497,ck_001332,000000000000000000002a77,000000000000000000002a77,pay_004781,sup_001488
rid_010873,ku_010873,au_017363,dev_023637,ck_000963,000000000000000000002a78,000000000000000000002a78,pay_007998,
rid_010874,ku_010874,au_017988,dev_020873,,000000000000000000002a79,000000000000000000002a79,,
rid_010875,ku_010875,au_005906,dev_009709,,000000000000000000002a7a,000000000000000000002a7a,,
rid_010876,ku_010876,,dev_015915,ck_011134,000000000000000000002a7b,000000000000000000002a7b,pay_005911,
rid_010877,ku_010877,au_020321,dev_030073,ck_033136,000000000000000000002a7c,000000000000000000002a7c,pay_017818,sup_000416
rid_010878,ku_010878,,dev_009166,ck_000540,000000000000000000002a7d,000000000000000000002a7d,,sup_004454
rid_010879,ku_010879,,dev_012717,ck_007665,000000000000000000002a7e,000000000000000000002a7e,,sup_003108
rid_010880,ku_010880,au_023861,dev_008699,ck_000802,000000000000000000002a7f,000000000000000000002a7f,,
rid_010881,ku_010881,,dev_027463,ck_024928,000000000000000000002a80,000000000000000000002a80,pay_014425,sup_000246
rid_010882,ku_010882,au_015573,dev_005473,ck_009017,000000000000000000002a81,000000000000000000002a81,pay_009787,
rid_010883,ku_010883,au_016042,dev_025334,,000000000000000000002a82,000000000000000000002a82,pay_016741,sup_001479
rid_010884,ku_010884,au_015244,dev_009094,ck_000618,000000000000000000002a83,000000000000000000002a83,pay_006545,
rid_010885,ku_010885,au_006082,dev_013479,ck_017763,000000000000000000002a84,000000000000000000002a84,pay_014187,
rid_010886,ku_010886,au_013997,dev_004486,ck_001889,000000000000000000002a85,000000000000000000002a85,pay_013222,
rid_010887,ku_010887,au_001638,dev_005015,ck_020808,000000000000000000002a86,000000000000000000002a86,pay_003258,sup_004097
rid_010888,ku_010888,au_003442,dev_001995,ck_012257,000000000000000000002a87,000000000000000000002a87,pay_004584,sup_000322
rid_010889,ku_010889,au_005861,,ck_003114,000000000000000000002a88,000000000000000000002a88,pay_004125,sup_001950
rid_010890,ku_010890,au_008182,dev_012759,ck_028108,000000000000000000002a89,000000000000000000002a89,pay_009117,sup_008680
rid_010891,ku_010891,au_006054,dev_004617,ck_015904,000000000000000000002a8a,000000000000000000002a8a,pay_015302,sup_005217
rid_010892,ku_010892,,dev_002144,ck_016916,000000000000000000002a8b,000000000000000000002a8b,pay_007288,sup_000969
rid_010893,ku_010893,au_003206,,ck_002466,000000000000000000002a8c,000000000000000000002a8c,pay_007530,
rid_010894,ku_010894,au_005136,dev_022915,,000000000000000000002a8d,000000000000000000002a8d,,
rid_010895,ku_010895,au_023920,,ck_008150,000000000000000000002a8e,000000000000000000002a8e,pay_012176,
rid_010896,ku_010896,au_001274,dev_028885,ck_024026,000000000000000000002a8f,000000000000000000002a8f,pay_010668,
rid_010897,ku_010897,au_020856,dev_005485,ck_000612,000000000000000000002a90,000000000000000000002a90,,
rid_010898,ku_010898,au_013802,dev_011922,ck_006140,000000000000000000002a91,000000000000000000002a91,pay_005349,sup_007138
rid_010899,ku_010899,au_017991,,ck_009219,000000000000000000002a92,000000000000000000002a92,pay_004096,
rid_010900,ku_010900,au_015728,dev_006058,ck_037613,000000000000000000002a93,000000000000000000002a93,pay_002613,sup_003002
rid_010901,ku_010901,au_011460,,ck_008992,000000000000000000002a94,000000000000000000002a94,pay_016325,sup_006715
rid_010902,ku_010902,,dev_023232,ck_000228,000000000000000000002a95,000000000000000000002a95,pay_016065,sup_001967
rid_010903,ku_010903,au_003521,,,000000000000000000002a96,000000000000000000002a96,,
rid_010904,ku_010904,au_015337,,ck_002137,000000000000000000002a97,000000000000000000002a97,pay_016925,
rid_010905,ku_010905,au_008983,dev_024972,ck_021737,000000000000000000002a98,000000000000000000002a98,pay_005956,
rid_010906,ku_010906,au_022139,dev_006951,ck_001459,000000000000000000002a99,000000000000000000002a99,pay_000235,sup_001349
rid_010907,ku_010907,au_019316,dev_020117,ck_012359,000000000000000000002a9a,000000000000000000002a9a,pay_022103,sup_004352
rid_010908,ku_010908,au_007119,dev_008458,ck_021233,000000000000000000002a9b,000000000000000000002a9b,,
rid_010909,ku_010909,au_021552,dev_015996,ck_007597,000000000000000000002a9c,000000000000000000002a9c,,sup_000086
rid_010910,ku_010910,au_009279,dev_015552,ck_013070,000000000000000000002a9d,000000000000000000002a9d,pay_008079,
rid_010911,ku_010911,au_023302,dev_006629,,000000000000000000002a9e,000000000000000000002a9e,pay_019508,
rid_010912,ku_010912,au_012362,dev_026829,ck_015294,000000000000000000002a9f,000000000000000000002a9f,,sup_008507
rid_010913,ku_010913,au_009854,dev_021677,ck_013932,000000000000000000002aa0,000000000000000000002aa0,,
rid_010914,ku_010914,au_013884,dev_001084,ck_010367,000000000000000000002aa1,000000000000000000002aa1,pay_020300,sup_006213
rid_010915,ku_010915,au_006842,,ck_013954,000000000000000000002aa2,000000000000000000002aa2,pay_000659,sup_005997
rid_010916,ku_010916,au_002444,dev_002816,ck_008459,000000000000000000002aa3,000000000000000000002aa3,,sup_008245
rid_010917,ku_010917,au_019819,dev_005432,,000000000000000000002aa4,000000000000000000002aa4,pay_001350,
rid_010918,ku_010918,au_023610,,ck_014311,000000000000000000002aa5,000000000000000000002aa5,pay_001843,sup_005663
rid_010919,ku_010919,au_001498,dev_023688,ck_004236,000000000000000000002aa6,000000000000000000002aa6,pay_008779,sup_003475
rid_010920,ku_010920,au_014484,dev_001486,ck_000851,000000000000000000002aa7,000000000000000000002aa7,,
rid_010921,ku_010921,au_015669,dev_002481,ck_011722,000000000000000000002aa8,000000000000000000002aa8,pay_007535,
rid_010922,ku_010922,au_023735,dev_025372,,000000000000000000002aa9,000000000000000000002aa9,pay_021886,sup_005017
rid_010923,ku_010923,au_003212,,ck_011262,000000000000000000002aaa,000000000000000000002aaa,pay_008661,sup_005099
rid_010924,ku_010924,au_007327,,ck_009971,000000000000000000002aab,000000000000000000002aab,,sup_007773
rid_010925,ku_010925,au_027270,dev_008513,ck_000486,000000000000000000002aac,000000000000000000002aac,,
rid_010926,ku_010926,,dev_004613,ck_014646,000000000000000000002aad,000000000000000000002aad,,sup_003339
rid_010927,ku_010927,au_012475,dev_002266,ck_014477,000000000000000000002aae,000000000000000000002aae,pay_013227,sup_003995
rid_010928,ku_010928,au_011363,dev_004616,ck_008619,000000000000000000002aaf,000000000000000000002aaf,pay_011793,
rid_010929,ku_010929,au_008141,dev_019157,ck_010765,000000000000000000002ab0,000000000000000000002ab0,,sup_008694
rid_010930,ku_010930,au_014808,dev_030275,ck_025715,000000000000000000002ab1,000000000000000000002ab1,pay_020629,sup_008789
rid_010931,ku_010931,au_027372,dev_006742,ck_009803,000000000000000000002ab2,000000000000000000002ab2,pay_009481,
rid_010932,ku_010932,au_002259,dev_027080,,000000000000000000002ab3,000000000000000000002ab3,pay_012966,sup_004347
rid_010933,ku_010933,au_002156,dev_028427,,000000000000000000002ab4,000000000000000000002ab4,pay_020544,sup_007990
rid_010934,ku_010934,au_013745,dev_002951,ck_010687,000000000000000000002ab5,000000000000000000002ab5,pay_012105,
rid_010935,ku_010935,au_002513,dev_002268,ck_000448,000000000000000000002ab6,000000000000000000002ab6,pay_002957,
rid_010936,ku_010936,au_010792,dev_017067,ck_004214,000000000000000000002ab7,000000000000000000002ab7,,sup_006328
rid_010937,ku_010937,au_011729,dev_002766,ck_009306,000000000000000000002ab8,000000000000000000002ab8,pay_022308,sup_006515
rid_010938,ku_010938,au_014579,dev_015809,ck_009767,000000000000000000002ab9,000000000000000000002ab9,pay_014496,sup_006815
rid_010939,ku_010939,au_016455,,ck_005528,000000000000000000002aba,000000000000000000002aba,,
rid_010940,ku_010940,au_017888,dev_026460,ck_007625,000000000000000000002abb,000000000000000000002abb,pay_009624,
rid_010941,ku_010941,au_004756,dev_000451,ck_000816,000000000000000000002abc,000000000000000000002abc,pay_013064,
rid_010942,ku_010942,au_002027,dev_008790,ck_009561,000000000000000000002abd,000000000000000000002abd,,sup_003159
rid_010943,ku_010943,,dev_011110,ck_018992,000000000000000000002abe,000000000000000000002abe,pay_007887,
rid_010944,ku_010944,au_005605,dev_011704,ck_002266,000000000000000000002abf,000000000000000000002abf,pay_000231,sup_008622
rid_010945,ku_010945,,dev_005254,ck_009250,000000000000000000002ac0,000000000000000000002ac0,pay_013083,
rid_010946,ku_010946,au_000024,dev_006736,ck_014423,000000000000000000002ac1,000000000000000000002ac1,,sup_004806
rid_010947,ku_010947,au_010601,dev_000136,ck_010750,000000000000000000002ac2,000000000000000000002ac2,pay_001463,sup_005843
rid_010948,ku_010948,au_000400,dev_002373,,000000000000000000002ac3,000000000000000000002ac3,pay_009838,sup_006733
rid_010949,ku_010949,au_017489,dev_010618,ck_020282,000000000000000000002ac4,000000000000000000002ac4,pay_016769,sup_004603
rid_010950,ku_010950,au_019213,dev_016097,ck_013570,000000000000000000002ac5,000000000000000000002ac5,,
rid_010951,ku_010951,au_015180,,ck_022115,000000000000000000002ac6,000000000000000000002ac6,,
rid_010952,ku_010952,au_028955,dev_018272,ck_020554,000000000000000000002ac7,000000000000000000002ac7,,sup_009048
rid_010953,ku_010953,au_015864,dev_003386,ck_003011,000000000000000000002ac8,000000000000000000002ac8,pay_016710,sup_005117
rid_010954,ku_010954,au_004554,,,000000000000000000002ac9,000000000000000000002ac9,pay_004038,sup_004965
rid_010955,ku_010955,au_003469,,ck_002833,000000000000000000002aca,000000000000000000002aca,pay_007397,
rid_010956,ku_010956,au_022478,,ck_006977,000000000000000000002acb,000000000000000000002acb,pay_000853,
rid_010957,ku_010957,au_006608,dev_006009,,000000000000000000002acc,000000000000000000002acc,pay_012170,
rid_010958,ku_010958,,dev_007709,,000000000000000000002acd,000000000000000000002acd,,sup_004128
rid_010959,ku_010959,au_010979,dev_014992,ck_016665,000000000000000000002ace,000000000000000000002ace,pay_007967,
rid_010960,ku_010960,au_001505,dev_000085,ck_020131,000000000000000000002acf,000000000000000000002acf,pay_007048,sup_005795
rid_010961,ku_010961,,dev_013806,ck_019025,000000000000000000002ad0,000000000000000000002ad0,pay_012547,sup_001679
rid_010962,ku_010962,au_023501,dev_029254,ck_019769,000000000000000000002ad1,000000000000000000002ad1,pay_000244,
rid_010963,ku_010963,,dev_005957,ck_012001,000000000000000000002ad2,000000000000000000002ad2,pay_010730,sup_000316
rid_010964,ku_010964,au_014676,dev_002844,ck_023873,000000000000000000002ad3,000000000000000000002ad3,pay_019663,sup_003778
rid_010965,ku_010965,au_021445,,ck_031613,000000000000000000002ad4,000000000000000000002ad4,pay_011380,
rid_010966,ku_010966,au_003581,dev_003238,ck_000071,000000000000000000002ad5,000000000000000000002ad5,pay_014847,sup_005738
rid_010967,ku_010967,au_025682,dev_001093,ck_013276,000000000000000000002ad6,000000000000000000002ad6,,
rid_010968,ku_010968,au_028208,dev_018560,ck_003825,000000000000000000002ad7,000000000000000000002ad7,pay_021191,
rid_010969,ku_010969,au_018126,dev_014886,,000000000000000000002ad8,000000000000000000002ad8,,
rid_010970,ku_010970,au_003031,,,000000000000000000002ad9,000000000000000000002ad9,pay_000942,sup_008437
rid_010971,ku_010971,au_002317,dev_010527,ck_008517,000000000000000000002ada,000000000000000000002ada,pay_003897,
rid_010972,ku_010972,au_007476,dev_027044,,000000000000000000002adb,000000000000000000002adb,,
rid_010973,ku_010973,au_005966,dev_019855,ck_001611,000000000000000000002adc,000000000000000000002adc,,
rid_010974,ku_010974,au_017916,dev_024591,ck_012122,000000000000000000002add,000000000000000000002add,pay_010323,sup_004546
rid_010975,ku_010975,au_018642,dev_002569,ck_001727,000000000000000000002ade,000000000000000000002ade,pay_002581,
rid_010976,ku_010976,au_001520,dev_005947,ck_037185,000000000000000000002adf,000000000000000000002adf,pay_019275,sup_006269
rid_010977,ku_010977,au_001450,dev_020255,ck_000958,000000000000000000002ae0,000000000000000000002ae0,pay_020719,
rid_010978,ku_010978,,dev_001710,ck_032432,000000000000000000002ae1,000000000000000000002ae1,,sup_003609
rid_010979,ku_010979,au_023030,dev_014611,ck_011313,000000000000000000002ae2,000000000000000000002ae2,,sup_002718
rid_010980,ku_010980,au_005853,dev_004258,ck_008587,000000000000000000002ae3,000000000000000000002ae3,pay_010666,sup_004647
rid_010981,ku_010981,,dev_015910,ck_012393,000000000000000000002ae4,000000000000000000002ae4,pay_008281,
rid_010982,ku_010982,au_019131,dev_001821,ck_011187,000000000000000000002ae5,000000000000000000002ae5,pay_014963,
rid_010983,ku_010983,au_003006,,ck_006320,000000000000000000002ae6,000000000000000000002ae6,pay_006458,sup_003917
rid_010984,ku_010984,au_007864,dev_021262,ck_024923,000000000000000000002ae7,000000000000000000002ae7,pay_002628,
rid_010985,ku_010985,,dev_004283,ck_035294,000000000000000000002ae8,000000000000000000002ae8,pay_019203,
rid_010986,ku_010986,au_001108,dev_023522,ck_007789,000000000000000000002ae9,000000000000000000002ae9,pay_010353,
rid_010987,ku_010987,au_027320,dev_011906,ck_021627,000000000000000000002aea,000000000000000000002aea,pay_006049,
