real_identity_id,known_user_id,account_created_at,home_region,primary_channel,trust_status
rid_012630,ku_012630,2025-05-12 13:15:00,APAC,paid_search,normal
rid_012631,ku_012631,2025-05-12 13:30:00,NA,organic,normal
rid_012632,ku_012632,2025-05-12 13:45:00,APAC,direct,normal
rid_012633,ku_012633,2025-05-12 14:00:00,NA,affiliate,normal
rid_012634,ku_012634,2025-05-12 14:15:00,APAC,affiliate,normal
rid_012635,ku_012635,2025-05-12 14:30:00,EU,affiliate,normal
rid_012636,ku_012636,2025-05-12 14:45:00,APAC,organic,normal
rid_012637,ku_012637,2025-05-12 15:00:00,LATAM,paid_search,normal
rid_012638,ku_012638,2025-05-12 15:15:00,EU,organic,normal
rid_012639,ku_012639,2025-05-12 15:30:00,APAC,paid_search,normal
rid_012640,ku_012640,2025-05-12 15:45:00,APAC,social,normal
rid_012641,ku_012641,2025-05-12 16:00:00,LATAM,affiliate,normal
rid_012642,ku_012642,2025-05-12 16:15:00,NA,direct,normal
rid_012643,ku_012643,2025-05-12 16:30:00,NA,social,normal
rid_012644,ku_012644,2025-05-12 16:45:00,EU,affiliate,normal
rid_012645,ku_012645,2025-05-12 17:00:00,APAC,social,normal
rid_012646,ku_012646,2025-05-12 17:15:00,LATAM,social,watch
rid_012647,ku_012647,2025-05-12 17:30:00,EU,direct,normal
rid_012648,ku_012648,2025-05-12 17:45:00,NA,affiliate,watch
rid_012649,ku_012649,2025-05-12 18:00:00,APAC,paid_search,normal
rid_012650,ku_012650,2025-05-12 18:15:00,APAC,paid_search,normal
rid_012651,ku_012651,2025-05-12 18:30:00,EU,paid_search,normal
rid_012652,ku_012652,2025-05-12 18:45:00,NA,organic,normal
rid_012653,ku_012653,2025-05-12 19:00:00,LATAM,paid_search,normal
rid_012654,ku_012654,2025-05-12 19:15:00,LATAM,organic,normal
rid_012655,ku_012655,2025-05-12 19:30:00,APAC,organic,normal
rid_012656,ku_012656,2025-05-12 19:45:00,APAC,affiliate,normal
rid_012657,ku_012657,2025-05-12 20:00:00,EU,social,normal
rid_012658,ku_012658,2025-05-12 20:15:00,EU,paid_search,normal
rid_012659,ku_012659,2025-05-12 20:30:00,NA,paid_search,normal
rid_012660,ku_012660,2025-05-12 20:45:00,NA,paid_search,normal
rid_012661,ku_012661,2025-05-12 21:00:00,EU,paid_search,normal
rid_012662,ku_012662,2025-05-12 21:15:00,EU,social,normal
rid_012663,ku_012663,2025-05-12 21:30:00,NA,direct,watch
rid_012664,ku_012664,2025-05-12 21:45:00,LATAM,affiliate,normal
rid_012665,ku_012665,2025-05-12 22:00:00,EU,social,watch
rid_012666,ku_012666,2025-05-12 22:15:00,APAC,direct,normal
rid_012667,ku_012667,2025-05-12 22:30:00,EU,affiliate,normal
rid_012668,ku_012668,2025-05-12 22:45:00,EU,affiliate,normal
rid_012669,ku_012669,2025-05-12 23:00:00,LATAM,direct,normal
rid_012670,ku_012670,2025-05-12 23:15:00,APAC,affiliate,normal
rid_012671,ku_012671,2025-05-12 23:30:00,LATAM,direct,normal
rid_012672,ku_012672,2025-05-12 23:45:00,EU,social,normal
rid_012673,ku_012673,2025-05-13 00:00:00,EU,direct,normal
rid_012674,ku_012674,2025-05-13 00:15:00,EU,paid_search,normal
rid_012675,ku_012675,2025-05-13 00:30:00,APAC,social,normal
rid_012676,ku_012676,2025-05-13 00:45:00,EU,direct,normal
rid_012677,ku_012677,2025-05-13 01:00:00,EU,paid_search,normal
rid_012678,ku_012678,2025-05-13 01:15:00,NA,organic,normal
rid_012679,ku_012679,2025-05-13 01:30:00,APAC,social,normal
rid_012680,ku_012680,2025-05-13 01:45:00,APAC,paid_search,normal
rid_012681,ku_012681,2025-05-13 02:00:00,APAC,social,normal
rid_012682,ku_012682,2025-05-13 02:15:00,LATAM,organic,watch
rid_012683,ku_012683,2025-05-13 02:30:00,LATAM,affiliate,normal
rid_012684,ku_012684,2025-05-13 02:45:00,LATAM,affiliate,normal
rid_012685,ku_012685,2025-05-13 03:00:00,NA,paid_search,normal
rid_012686,ku_012686,2025-05-13 03:15:00,LATAM,social,normal
rid_012687,ku_012687,2025-05-13 03:30:00,EU,paid_search,normal
rid_012688,ku_012688,2025-05-13 03:45:00,EU,paid_search,normal
rid_012689,ku_012689,2025-05-13 04:00:00,EU,social,normal
rid_012690,ku_012690,2025-05-13 04:15:00,EU,affiliate,normal
rid_012691,ku_012691,2025-05-13 04:30:00,LATAM,social,normal
rid_012692,ku_012692,2025-05-13 04:45:00,APAC,paid_search,normal
rid_012693,ku_012693,2025-05-13 05:00:00,LATAM,social,normal
rid_012694,ku_012694,2025-05-13 05:15:00,LATAM,organic,normal
rid_012695,ku_012695,2025-05-13 05:30:00,EU,social,normal
rid_012696,ku_012696,2025-05-13 05:45:00,APAC,direct,normal
rid_012697,ku_012697,2025-05-13 06:00:00,APAC,organic,normal
rid_012698,ku_012698,2025-05-13 06:15:00,EU,direct,normal
rid_012699,ku_012699,2025-05-13 06:30:00,APAC,paid_search,normal
rid_012700,ku_012700,2025-05-13 06:45:00,APAC,social,normal
rid_012701,ku_012701,2025-05-13 07:00:00,LATAM,paid_search,normal
rid_012702,ku_012702,2025-05-13 07:15:00,LATAM,paid_search,normal
rid_012703,ku_012703,2025-05-13 07:30:00,APAC,direct,normal
rid_012704,ku_012704,2025-05-13 07:45:00,LATAM,organic,normal
rid_012705,ku_012705,2025-05-13 08:00:00,NA,affiliate,normal
rid_012706,ku_012706,2025-05-13 08:15:00,LATAM,social,normal
rid_012707,ku_012707,2025-05-13 08:30:00,EU,paid_search,normal
rid_012708,ku_012708,2025-05-13 08:45:00,EU,direct,normal
rid_012709,ku_012709,2025-05-13 09:00:00,LATAM,affiliate,watch
rid_012710,ku_012710,2025-05-13 09:15:00,EU,affiliate,normal
rid_012711,ku_012711,2025-05-13 09:30:00,LATAM,organic,normal
rid_012712,ku_012712,2025-05-13 09:45:00,EU,organic,normal
rid_012713,ku_012713,2025-05-13 10:00:00,EU,organic,normal
rid_012714,ku_012714,2025-05-13 10:15:00,EU,affiliate,normal
rid_012715,ku_012715,2025-05-13 10:30:00,EU,social,normal
rid_012716,ku_012716,2025-05-13 10:45:00,LATAM,social,normal
rid_012717,ku_012717,2025-05-13 11:00:00,NA,social,watch
rid_012718,ku_012718,2025-05-13 11:15:00,APAC,organic,normal
rid_012719,ku_012719,2025-05-13 11:30:00,LATAM,direct,normal
rid_012720,ku_012720,2025-05-13 11:45:00,EU,direct,watch
rid_012721,ku_012721,2025-05-13 12:00:00,APAC,organic,normal
rid_012722,ku_012722,2025-05-13 12:15:00,EU,social,normal
rid_012723,ku_012723,2025-05-13 12:30:00,NA,direct,normal
rid_012724,ku_012724,2025-05-13 12:45:00,APAC,social,normal
rid_012725,ku_012725,2025-05-13 13:00:00,LATAM,social,normal
rid_012726,ku_012726,2025-05-13 13:15:00,APAC,direct,normal
rid_012727,ku_012727,2025-05-13 13:30:00,EU,social,normal
rid_012728,ku_012728,2025-05-13 13:45:00,NA,organic,normal
rid_012729,ku_012729,2025-05-13 14:00:00,LATAM,direct,normal
rid_012730,ku_012730,2025-05-13 14:15:00,LATAM,social,watch
rid_012731,ku_012731,2025-05-13 14:30:00,LATAM,affiliate,normal
rid_012732,ku_012732,2025-05-13 14:45:00,EU,paid_search,normal
rid_012733,ku_012733,2025-05-13 15:00:00,APAC,direct,normal
rid_012734,ku_012734,2025-05-13 15:15:00,EU,organic,normal
rid_012735,ku_012735,2025-05-13 15:30:00,NA,affiliate,normal
rid_012736,ku_012736,2025-05-13 15:45:00,NA,organic,normal
rid_012737,ku_012737,2025-05-13 16:00:00,EU,organic,normal
rid_012738,ku_012738,2025-05-13 16:15:00,APAC,organic,normal
rid_012739,ku_012739,2025-05-13 16:30:00,NA,paid_search,watch
rid_012740,ku_012740,2025-05-13 16:45:00,APAC,social,normal
rid_012741,ku_012741,2025-05-13 17:00:00,EU,social,normal
rid_012742,ku_012742,2025-05-13 17:15:00,LATAM,social,watch
rid_012743,ku_012743,2025-05-13 17:30:00,EU,social,normal
rid_012744,ku_012744,2025-05-13 17:45:00,NA,affiliate,watch
rid_012745,ku_012745,2025-05-13 18:00:00,EU,direct,normal
rid_012746,ku_012746,2025-05-13 18:15:00,LATAM,direct,normal
rid_012747,ku_012747,2025-05-13 18:30:00,EU,direct,normal
rid_012748,ku_012748,2025-05-13 18:45:00,APAC,affiliate,normal
rid_012749,ku_012749,2025-05-13 19:00:00,LATAM,organic,normal
rid_012750,ku_012750,2025-05-13 19:15:00,EU,affiliate,normal
rid_012751,ku_012751,2025-05-13 19:30:00,APAC,paid_search,normal
rid_012752,ku_012752,2025-05-13 19:45:00,NA,direct,normal
rid_012753,ku_012753,2025-05-13 20:00:00,EU,organic,normal
rid_012754,ku_012754,2025-05-13 20:15:00,EU,paid_search,normal
rid_012755,ku_012755,2025-05-13 20:30:00,APAC,organic,normal
rid_012756,ku_012756,2025-05-13 20:45:00,LATAM,social,normal
rid_012757,ku_012757,2025-05-13 21:00:00,EU,social,normal
rid_012758,ku_012758,2025-05-13 21:15:00,EU,paid_search,normal
rid_012759,ku_012759,2025-05-13 21:30:00,LATAM,paid_search,normal
rid_012760,ku_012760,2025-05-13 21:45:00,EU,social,normal
rid_012761,ku_012761,2025-05-13 22:00:00,APAC,social,normal
rid_012762,ku_012762,2025-05-13 22:15:00,APAC,direct,normal
rid_012763,ku_012763,2025-05-13 22:30:00,NA,social,normal
rid_012764,ku_012764,2025-05-13 22:45:00,LATAM,social,normal
rid_012765,ku_012765,2025-05-13 23:00:00,EU,direct,normal
rid_012766,ku_012766,2025-05-13 23:15:00,APAC,direct,normal
rid_012767,ku_012767,2025-05-13 23:30:00,EU,paid_search,normal
rid_012768,ku_012768,2025-05-13 23:45:00,LATAM,paid_search,normal
rid_012769,ku_012769,2025-05-14 00:00:00,APAC,paid_search,watch
rid_012770,ku_012770,2025-05-14 00:15:00,NA,organic,normal
rid_012771,ku_012771,2025-05-14 00:30:00,NA,organic,normal
rid_012772,ku_012772,2025-05-14 00:45:00,LATAM,social,normal
rid_012773,ku_012773,2025-05-14 01:00:00,APAC,paid_search,normal
rid_012774,ku_012774,2025-05-14 01:15:00,EU,social,normal
rid_012775,ku_012775,2025-05-14 01:30:00,NA,affiliate,normal
rid_012776,ku_012776,2025-05-14 01:45:00,NA,social,normal
rid_012777,ku_012777,2025-05-14 02:00:00,LATAM,paid_search,normal
rid_012778,ku_012778,2025-05-14 02:15:00,LATAM,affiliate,normal
rid_012779,ku_012779,2025-05-14 02:30:00,EU,affiliate,normal
rid_012780,ku_012780,2025-05-14 02:45:00,NA,organic,watch
rid_012781,ku_012781,2025-05-14 03:00:00,EU,direct,normal
rid_012782,ku_012782,2025-05-14 03:15:00,NA,direct,normal
rid_012783,ku_012783,2025-05-14 03:30:00,APAC,paid_search,normal
rid_012784,ku_012784,2025-05-14 03:45:00,APAC,direct,normal
rid_012785,ku_012785,2025-05-14 04:00:00,LATAM,paid_search,normal
rid_012786,ku_012786,2025-05-14 04:15:00,EU,organic,normal
rid_012787,ku_012787,2025-05-14 04:30:00,NA,direct,normal
rid_012788,ku_012788,2025-05-14 04:45:00,NA,direct,normal
rid_012789,ku_012789,2025-05-14 05:00:00,EU,paid_search,normal
rid_012790,ku_012790,2025-05-14 05:15:00,APAC,paid_search,normal
rid_012791,ku_012791,2025-05-14 05:30:00,NA,social,normal
rid_012792,ku_012792,2025-05-14 05:45:00,LATAM,social,normal
rid_012793,ku_012793,2025-05-14 06:00:00,EU,social,normal
rid_012794,ku_012794,2025-05-14 06:15:00,LATAM,organic,normal
rid_012795,ku_012795,2025-05-14 06:30:00,EU,social,normal
rid_012796,ku_012796,2025-05-14 06:45:00,NA,organic,normal
rid_012797,ku_012797,2025-05-14 07:00:00,NA,direct,normal
rid_012798,ku_012798,2025-05-14 07:15:00,APAC,organic,normal
rid_012799,ku_012799,2025-05-14 07:30:00,APAC,social,normal
rid_012800,ku_012800,2025-05-14 07:45:00,LATAM,organic,normal
rid_012801,ku_012801,2025-05-14 08:00:00,LATAM,affiliate,normal
rid_012802,ku_012802,2025-05-14 08:15:00,NA,direct,normal
rid_012803,ku_012803,2025-05-14 08:30:00,EU,direct,normal
rid_012804,ku_012804,2025-05-14 08:45:00,NA,social,normal
rid_012805,ku_012805,2025-05-14 09:00:00,NA,direct,normal
rid_012806,ku_012806,2025-05-14 09:15:00,NA,direct,normal
rid_012807,ku_012807,2025-05-14 09:30:00,NA,paid_search,watch
rid_012808,ku_012808,2025-05-14 09:45:00,APAC,organic,normal
rid_012809,ku_012809,2025-05-14 10:00:00,NA,paid_search,normal
rid_012810,ku_012810,2025-05-14 10:15:00,NA,organic,normal
rid_012811,ku_012811,2025-05-14 10:30:00,NA,paid_search,normal
rid_012812,ku_012812,2025-05-14 10:45:00,APAC,social,normal
rid_012813,ku_012813,2025-05-14 11:00:00,APAC,organic,normal
rid_012814,ku_012814,2025-05-14 11:15:00,LATAM,social,normal
rid_012815,ku_012815,2025-05-14 11:30:00,NA,paid_search,normal
rid_012816,ku_012816,2025-05-14 11:45:00,NA,social,normal
rid_012817,ku_012817,2025-05-14 12:00:00,EU,organic,normal
rid_012818,ku_012818,2025-05-14 12:15:00,APAC,affiliate,normal
rid_012819,ku_012819,2025-05-14 12:30:00,NA,paid_search,normal
rid_012820,ku_012820,2025-05-14 12:45:00,NA,organic,normal
rid_012821,ku_012821,2025-05-14 13:00:00,EU,paid_search,normal
rid_012822,ku_012822,2025-05-14 13:15:00,NA,paid_search,normal
rid_012823,ku_012823,2025-05-14 13:30:00,EU,paid_search,normal
rid_012824,ku_012824,2025-05-14 13:45:00,LATAM,affiliate,normal
rid_012825,ku_012825,2025-05-14 14:00:00,APAC,direct,normal
rid_012826,ku_012826,2025-05-14 14:15:00,EU,affiliate,normal
rid_012827,ku_012827,2025-05-14 14:30:00,EU,social,normal
rid_012828,ku_012828,2025-05-14 14:45:00,LATAM,direct,normal
rid_012829,ku_012829,2025-05-14 15:00:00,APAC,organic,normal
rid_012830,ku_012830,2025-05-14 15:15:00,APAC,organic,normal
rid_012831,ku_012831,2025-05-14 15:30:00,LATAM,affiliate,normal
rid_012832,ku_012832,2025-05-14 15:45:00,NA,affiliate,watch
rid_012833,ku_012833,2025-05-14 16:00:00,NA,organic,normal
rid_012834,ku_012834,2025-05-14 16:15:00,EU,organic,normal
rid_012835,ku_012835,2025-05-14 16:30:00,EU,social,normal
rid_012836,ku_012836,2025-05-14 16:45:00,NA,affiliate,watch
rid_012837,ku_012837,2025-05-14 17:00:00,NA,affiliate,normal
rid_012838,ku_012838,2025-05-14 17:15:00,LATAM,organic,normal
rid_012839,ku_012839,2025-05-14 17:30:00,APAC,affiliate,normal
rid_012840,ku_012840,2025-05-14 17:45:00,APAC,paid_search,normal
rid_012841,ku_012841,2025-05-14 18:00:00,NA,organic,normal
rid_012842,ku_012842,2025-05-14 18:15:00,EU,direct,normal
rid_012843,ku_012843,2025-05-14 18:30:00,APAC,affiliate,normal
rid_012844,ku_012844,2025-05-14 18:45:00,APAC,affiliate,normal
rid_012845,ku_012845,2025-05-14 19:00:00,APAC,direct,normal
rid_012846,ku_012846,2025-05-14 19:15:00,APAC,affiliate,normal
rid_012847,ku_012847,2025-05-14 19:30:00,EU,affiliate,normal
rid_012848,ku_012848,2025-05-14 19:45:00,LATAM,organic,normal
rid_012849,ku_012849,2025-05-14 20:00:00,EU,direct,normal
rid_012850,ku_012850,2025-05-14 20:15:00,NA,affiliate,normal
rid_012851,ku_012851,2025-05-14 20:30:00,LATAM,organic,normal
rid_012852,ku_012852,2025-05-14 20:45:00,NA,paid_search,normal
rid_012853,ku_012853,2025-05-14 21:00:00,EU,direct,normal
rid_012854,ku_012854,2025-05-14 21:15:00,NA,social,normal
rid_012855,ku_012855,2025-05-14 21:30:00,NA,social,normal
rid_012856,ku_012856,2025-05-14 21:45:00,EU,paid_search,normal
rid_012857,ku_012857,2025-05-14 22:00:00,NA,social,normal
rid_012858,ku_012858,2025-05-14 22:15:00,EU,paid_search,normal
rid_012859,ku_012859,2025-05-14 22:30:00,LATAM,paid_search,normal
rid_012860,ku_012860,2025-05-14 22:45:00,NA,paid_search,watch
rid_012861,ku_012861,2025-05-14 23:00:00,LATAM,social,normal
rid_012862,ku_012862,2025-05-14 23:15:00,EU,affiliate,normal
rid_012863,ku_012863,2025-05-14 23:30:00,APAC,direct,normal
rid_012864,ku_012864,2025-05-14 23:45:00,EU,social,normal
rid_012865,ku_012865,2025-05-15 00:00:00,EU,organic,normal
rid_012866,ku_012866,2025-05-15 00:15:00,NA,direct,normal
rid_012867,ku_012867,2025-05-15 00:30:00,APAC,affiliate,normal
rid_012868,ku_012868,2025-05-15 00:45:00,LATAM,direct,normal
rid_012869,ku_012869,2025-05-15 01:00:00,APAC,organic,normal
rid_012870,ku_012870,2025-05-15 01:15:00,APAC,paid_search,normal
rid_012871,ku_012871,2025-05-15 01:30:00,APAC,paid_search,normal
rid_012872,ku_012872,2025-05-15 01:45:00,EU,affiliate,normal
rid_012873,ku_012873,2025-05-15 02:00:00,NA,paid_search,review
rid_012874,ku_012874,2025-05-15 02:15:00,APAC,organic,normal
rid_012875,ku_012875,2025-05-15 02:30:00,LATAM,social,normal
rid_012876,ku_012876,2025-05-15 02:45:00,EU,direct,normal
rid_012877,ku_012877,2025-05-15 03:00:00,LATAM,direct,normal
rid_012878,ku_012878,2025-05-15 03:15:00,LATAM,organic,normal
rid_012879,ku_012879,2025-05-15 03:30:00,NA,organic,normal
rid_012880,ku_012880,2025-05-15 03:45:00,APAC,social,normal
rid_012881,ku_012881,2025-05-15 04:00:00,APAC,affiliate,normal
rid_012882,ku_012882,2025-05-15 04:15:00,EU,social,normal
rid_012883,ku_012883,2025-05-15 04:30:00,APAC,affiliate,normal
rid_012884,ku_012884,2025-05-15 04:45:00,LATAM,direct,normal
rid_012885,ku_012885,2025-05-15 05:00:00,APAC,paid_search,normal
rid_012886,ku_012886,2025-05-15 05:15:00,LATAM,social,normal
rid_012887,ku_012887,2025-05-15 05:30:00,LATAM,social,normal
rid_012888,ku_012888,2025-05-15 05:45:00,LATAM,direct,normal
rid_012889,ku_012889,2025-05-15 06:00:00,LATAM,affiliate,normal
rid_012890,ku_012890,2025-05-15 06:15:00,NA,paid_search,review
rid_012891,ku_012891,2025-05-15 06:30:00,NA,social,normal
rid_012892,ku_012892,2025-05-15 06:45:00,NA,affiliate,watch
rid_012893,ku_012893,2025-05-15 07:00:00,NA,direct,normal
rid_012894,ku_012894,2025-05-15 07:15:00,APAC,organic,normal
rid_012895,ku_012895,2025-05-15 07:30:00,APAC,paid_search,normal
rid_012896,ku_012896,2025-05-15 07:45:00,EU,paid_search,normal
rid_012897,ku_012897,2025-05-15 08:00:00,NA,paid_search,normal
rid_012898,ku_012898,2025-05-15 08:15:00,APAC,paid_search,normal
rid_012899,ku_012899,2025-05-15 08:30:00,EU,organic,normal
rid_012900,ku_012900,2025-05-15 08:45:00,LATAM,social,normal
rid_012901,ku_012901,2025-05-15 09:00:00,NA,social,normal
rid_012902,ku_012902,2025-05-15 09:15:00,EU,affiliate,normal
rid_012903,ku_012903,2025-05-15 09:30:00,NA,organic,normal
rid_012904,ku_012904,2025-05-15 09:45:00,EU,affiliate,normal
rid_012905,ku_012905,2025-05-15 10:00:00,LATAM,organic,normal
rid_012906,ku_012906,2025-05-15 10:15:00,EU,social,normal
rid_012907,ku_012907,2025-05-15 10:30:00,EU,direct,normal
rid_012908,ku_012908,2025-05-15 10:45:00,EU,organic,normal
rid_012909,ku_012909,2025-05-15 11:00:00,EU,direct,normal
rid_012910,ku_012910,2025-05-15 11:15:00,APAC,paid_search,review
rid_012911,ku_012911,2025-05-15 11:30:00,LATAM,direct,normal
rid_012912,ku_012912,2025-05-15 11:45:00,APAC,affiliate,normal
rid_012913,ku_012913,2025-05-15 12:00:00,APAC,social,normal
rid_012914,ku_012914,2025-05-15 12:15:00,EU,affiliate,review
rid_012915,ku_012915,2025-05-15 12:30:00,NA,affiliate,normal
rid_012916,ku_012916,2025-05-15 12:45:00,APAC,direct,normal
rid_012917,ku_012917,2025-05-15 13:00:00,LATAM,social,normal
rid_012918,ku_012918,2025-05-15 13:15:00,APAC,direct,normal
rid_012919,ku_012919,2025-05-15 13:30:00,NA,affiliate,normal
rid_012920,ku_012920,2025-05-15 13:45:00,APAC,social,normal
rid_012921,ku_012921,2025-05-15 14:00:00,LATAM,social,normal
rid_012922,ku_012922,2025-05-15 14:15:00,NA,social,normal
rid_012923,ku_012923,2025-05-15 14:30:00,NA,organic,normal
rid_012924,ku_012924,2025-05-15 14:45:00,APAC,direct,normal
rid_012925,ku_012925,2025-05-15 15:00:00,EU,direct,watch
rid_012926,ku_012926,2025-05-15 15:15:00,APAC,paid_search,normal
rid_012927,ku_012927,2025-05-15 15:30:00,APAC,paid_search,normal
rid_012928,ku_012928,2025-05-15 15:45:00,EU,paid_search,normal
rid_012929,ku_012929,2025-05-15 16:00:00,NA,affiliate,normal
rid_012930,ku_012930,2025-05-15 16:15:00,APAC,social,normal
rid_012931,ku_012931,2025-05-15 16:30:00,EU,affiliate,normal
rid_012932,ku_012932,2025-05-15 16:45:00,LATAM,affiliate,normal
rid_012933,ku_012933,2025-05-15 17:00:00,EU,paid_search,normal
rid_012934,ku_012934,2025-05-15 17:15:00,NA,affiliate,watch
rid_012935,ku_012935,2025-05-15 17:30:00,LATAM,affiliate,normal
rid_012936,ku_012936,2025-05-15 17:45:00,APAC,direct,review
rid_012937,ku_012937,2025-05-15 18:00:00,APAC,affiliate,normal
rid_012938,ku_012938,2025-05-15 18:15:00,LATAM,social,normal
rid_012939,ku_012939,2025-05-15 18:30:00,LATAM,direct,normal
rid_012940,ku_012940,2025-05-15 18:45:00,LATAM,social,normal
rid_012941,ku_012941,2025-05-15 19:00:00,LATAM,direct,watch
rid_012942,ku_012942,2025-05-15 19:15:00,EU,social,normal
rid_012943,ku_012943,2025-05-15 19:30:00,NA,direct,normal
rid_012944,ku_012944,2025-05-15 19:45:00,APAC,affiliate,normal
rid_012945,ku_012945,2025-05-15 20:00:00,LATAM,organic,normal
rid_012946,ku_012946,2025-05-15 20:15:00,LATAM,social,normal
rid_012947,ku_012947,2025-05-15 20:30:00,APAC,paid_search,watch
rid_012948,ku_012948,2025-05-15 20:45:00,APAC,direct,normal
rid_012949,ku_012949,2025-05-15 21:00:00,APAC,direct,normal
rid_012950,ku_012950,2025-05-15 21:15:00,NA,organic,watch
rid_012951,ku_012951,2025-05-15 21:30:00,NA,direct,normal
rid_012952,ku_012952,2025-05-15 21:45:00,NA,affiliate,normal
rid_012953,ku_012953,2025-05-15 22:00:00,LATAM,social,normal
rid_012954,ku_012954,2025-05-15 22:15:00,LATAM,direct,normal
rid_012955,ku_012955,2025-05-15 22:30:00,EU,affiliate,normal
rid_012956,ku_012956,2025-05-15 22:45:00,EU,organic,normal
rid_012957,ku_012957,2025-05-15 23:00:00,EU,paid_search,normal
rid_012958,ku_012958,2025-05-15 23:15:00,NA,affiliate,normal
rid_012959,ku_012959,2025-05-15 23:30:00,EU,social,normal
rid_012960,ku_012960,2025-05-15 23:45:00,EU,social,review
rid_012961,ku_012961,2025-05-16 00:00:00,APAC,affiliate,normal
rid_012962,ku_012962,2025-05-16 00:15:00,LATAM,direct,normal
rid_012963,ku_012963,2025-05-16 00:30:00,NA,paid_search,normal
rid_012964,ku_012964,2025-05-16 00:45:00,EU,direct,normal
rid_012965,ku_012965,2025-05-16 01:00:00,LATAM,social,normal
rid_012966,ku_012966,2025-05-16 01:15:00,LATAM,organic,normal
rid_012967,ku_012967,2025-05-16 01:30:00,LATAM,direct,normal
rid_012968,ku_012968,2025-05-16 01:45:00,APAC,social,normal
rid_012969,ku_012969,2025-05-16 02:00:00,NA,social,normal
rid_012970,ku_012970,2025-05-16 02:15:00,LATAM,direct,normal
rid_012971,ku_012971,2025-05-16 02:30:00,APAC,social,normal
rid_012972,ku_012972,2025-05-16 02:45:00,LATAM,direct,normal
rid_012973,ku_012973,2025-05-16 03:00:00,LATAM,social,normal
rid_012974,ku_012974,2025-05-16 03:15:00,EU,affiliate,normal
rid_012975,ku_012975,2025-05-16 03:30:00,NA,organic,normal
rid_012976,ku_012976,2025-05-16 03:45:00,APAC,direct,normal
rid_012977,ku_012977,2025-05-16 04:00:00,EU,organic,normal
rid_012978,ku_012978,2025-05-16 04:15:00,NA,organic,normal
rid_012979,ku_012979,2025-05-16 04:30:00,EU,organic,normal
rid_012980,ku_012980,2025-05-16 04:45:00,LATAM,social,normal
rid_012981,ku_012981,2025-05-16 05:00:00,EU,organic,normal
rid_012982,ku_012982,2025-05-16 05:15:00,EU,organic,normal
rid_012983,ku_012983,2025-05-16 05:30:00,APAC,affiliate,normal
rid_012984,ku_012984,2025-05-16 05:45:00,APAC,paid_search,normal
rid_012985,ku_012985,2025-05-16 06:00:00,EU,organic,normal
rid_012986,ku_012986,2025-05-16 06:15:00,LATAM,organic,normal
rid_012987,ku_012987,2025-05-16 06:30:00,APAC,affiliate,watch
rid_012988,ku_012988,2025-05-16 06:45:00,NA,affiliate,normal
rid_012989,ku_012989,2025-05-16 07:00:00,EU,organic,normal
rid_012990,ku_012990,2025-05-16 07:15:00,LATAM,paid_search,normal
rid_012991,ku_012991,2025-05-16 07:30:00,NA,social,normal
rid_012992,ku_012992,2025-05-16 07:45:00,NA,social,normal
rid_012993,ku_012993,2025-05-16 08:00:00,APAC,social,normal
rid_012994,ku_012994,2025-05-16 08:15:00,EU,affiliate,normal
rid_012995,ku_012995,2025-05-16 08:30:00,EU,organic,normal
rid_012996,ku_012996,2025-05-16 08:45:00,EU,affiliate,normal
rid_012997,ku_012997,2025-05-16 09:00:00,NA,paid_search,normal
rid_012998,ku_012998,2025-05-16 09:15:00,EU,direct,normal
rid_012999,ku_012999,2025-05-16 09:30:00,NA,organic,normal
rid_013000,ku_013000,2025-05-16 09:45:00,APAC,social,review
rid_013001,ku_013001,2025-05-16 10:00:00,APAC,social,normal
rid_013002,ku_013002,2025-05-16 10:15:00,LATAM,direct,normal
rid_013003,ku_013003,2025-05-16 10:30:00,NA,affiliate,normal
rid_013004,ku_013004,2025-05-16 10:45:00,EU,paid_search,normal
rid_013005,ku_013005,2025-05-16 11:00:00,EU,direct,review
rid_013006,ku_013006,2025-05-16 11:15:00,APAC,paid_search,normal
rid_013007,ku_013007,2025-05-16 11:30:00,APAC,social,normal
rid_013008,ku_013008,2025-05-16 11:45:00,LATAM,affiliate,normal
rid_013009,ku_013009,2025-05-16 12:00:00,LATAM,organic,normal
rid_013010,ku_013010,2025-05-16 12:15:00,LATAM,organic,normal
rid_013011,ku_013011,2025-05-16 12:30:00,NA,direct,normal
rid_013012,ku_013012,2025-05-16 12:45:00,NA,affiliate,normal
rid_013013,ku_013013,2025-05-16 13:00:00,LATAM,direct,normal
rid_013014,ku_013014,2025-05-16 13:15:00,LATAM,social,normal
rid_013015,ku_013015,2025-05-16 13:30:00,EU,direct,normal
rid_013016,ku_013016,2025-05-16 13:45:00,NA,social,normal
rid_013017,ku_013017,2025-05-16 14:00:00,APAC,direct,watch
rid_013018,ku_013018,2025-05-16 14:15:00,APAC,organic,normal
rid_013019,ku_013019,2025-05-16 14:30:00,LATAM,organic,normal
rid_013020,ku_013020,2025-05-16 14:45:00,APAC,paid_search,normal
rid_013021,ku_013021,2025-05-16 15:00:00,LATAM,direct,normal
rid_013022,ku_013022,2025-05-16 15:15:00,LATAM,social,normal
rid_013023,ku_013023,2025-05-16 15:30:00,NA,organic,normal
rid_013024,ku_013024,2025-05-16 15:45:00,NA,paid_search,normal
rid_013025,ku_013025,2025-05-16 16:00:00,LATAM,direct,normal
