real_identity_id,cookie_id,browser_family,cookie_created_at,reset_generation
rid_001912,ck_016399,edge,2024-12-10 22:30:00,0
rid_008181,ck_016400,chrome,2024-12-10 22:35:00,1
rid_006905,ck_016401,firefox,2024-12-10 22:40:00,0
rid_003736,ck_016402,firefox,2024-12-10 22:45:00,2
rid_013888,ck_016403,chrome,2024-12-10 22:50:00,3
rid_005142,ck_016404,edge,2024-12-10 22:55:00,0
rid_019146,ck_016405,edge,2024-12-10 23:00:00,1
rid_008194,ck_016406,safari,2024-12-10 23:05:00,2
rid_018736,ck_016407,edge,2024-12-10 23:10:00,1
rid_015369,ck_016408,safari,2024-12-10 23:15:00,0
rid_007322,ck_016409,safari,2024-12-10 23:20:00,2
rid_006844,ck_016410,firefox,2024-12-10 23:25:00,1
rid_011041,ck_016411,firefox,2024-12-10 23:30:00,3
rid_010971,ck_016412,firefox,2024-12-10 23:35:00,2
rid_015100,ck_016413,chrome,2024-12-10 23:40:00,2
rid_014953,ck_016414,firefox,2024-12-10 23:45:00,0
rid_010076,ck_016415,firefox,2024-12-10 23:50:00,3
rid_016619,ck_016416,edge,2024-12-10 23:55:00,3
rid_015491,ck_016417,chrome,2024-12-11 00:00:00,3
rid_015957,ck_016418,firefox,2024-12-11 00:05:00,2
rid_000725,ck_016419,firefox,2024-12-11 00:10:00,2
rid_005437,ck_016420,chrome,2024-12-11 00:15:00,3
rid_003231,ck_016421,safari,2024-12-11 00:20:00,0
rid_012448,ck_016422,safari,2024-12-11 00:25:00,0
rid_009519,ck_016423,edge,2024-12-11 00:30:00,3
rid_002591,ck_016424,chrome,2024-12-11 00:35:00,0
rid_001421,ck_016425,chrome,2024-12-11 00:40:00,2
rid_002962,ck_016426,safari,2024-12-11 00:45:00,3
rid_014239,ck_016427,chrome,2024-12-11 00:50:00,0
rid_001680,ck_016428,safari,2024-12-11 00:55:00,1
rid_000864,ck_016429,firefox,2024-12-11 01:00:00,0
rid_019679,ck_016430,firefox,2024-12-11 01:05:00,0
rid_015587,ck_016431,firefox,2024-12-11 01:10:00,0
rid_004504,ck_016432,edge,2024-12-11 01:15:00,0
rid_000577,ck_016433,chrome,2024-12-11 01:20:00,2
rid_016939,ck_016434,safari,2024-12-11 01:25:00,0
rid_013619,ck_016435,firefox,2024-12-11 01:30:00,1
rid_011810,ck_016436,firefox,2024-12-11 01:35:00,3
rid_003938,ck_016437,chrome,2024-12-11 01:40:00,3
rid_017505,ck_016438,edge,2024-12-11 01:45:00,1
rid_015474,ck_016439,edge,2024-12-11 01:50:00,0
rid_017509,ck_016440,chrome,2024-12-11 01:55:00,3
rid_008717,ck_016441,firefox,2024-12-11 02:00:00,3
rid_001825,ck_016442,chrome,2024-12-11 02:05:00,3
rid_006061,ck_016443,safari,2024-12-11 02:10:00,1
rid_011879,ck_016444,firefox,2024-12-11 02:15:00,1
rid_008633,ck_016445,firefox,2024-12-11 02:20:00,1
rid_018959,ck_016446,firefox,2024-12-11 02:25:00,2
rid_009905,ck_016447,chrome,2024-12-11 02:30:00,2
rid_006790,ck_016448,safari,2024-12-11 02:35:00,2
rid_008000,ck_016449,chrome,2024-12-11 02:40:00,0
rid_009670,ck_016450,safari,2024-12-11 02:45:00,2
rid_009209,ck_016451,edge,2024-12-11 02:50:00,1
rid_000151,ck_016452,chrome,2024-12-11 02:55:00,2
rid_015346,ck_016453,edge,2024-12-11 03:00:00,3
rid_002169,ck_016454,chrome,2024-12-11 03:05:00,1
rid_019390,ck_016455,chrome,2024-12-11 03:10:00,3
rid_017546,ck_016456,chrome,2024-12-11 03:15:00,3
rid_009344,ck_016457,firefox,2024-12-11 03:20:00,1
rid_003982,ck_016458,firefox,2024-12-11 03:25:00,0
rid_012837,ck_016459,safari,2024-12-11 03:30:00,0
rid_000889,ck_016460,safari,2024-12-11 03:35:00,1
rid_014827,ck_016461,safari,2024-12-11 03:40:00,1
rid_011217,ck_016462,firefox,2024-12-11 03:45:00,1
rid_007006,ck_016463,chrome,2024-12-11 03:50:00,3
rid_013644,ck_016464,edge,2024-12-11 03:55:00,2
rid_018294,ck_016465,edge,2024-12-11 04:00:00,3
rid_006193,ck_016466,safari,2024-12-11 04:05:00,3
rid_011651,ck_016467,safari,2024-12-11 04:10:00,3
rid_010121,ck_016468,firefox,2024-12-11 04:15:00,2
rid_019918,ck_016469,firefox,2024-12-11 04:20:00,3
rid_005032,ck_016470,chrome,2024-12-11 04:25:00,0
rid_009879,ck_016471,edge,2024-12-11 04:30:00,3
rid_002432,ck_016472,chrome,2024-12-11 04:35:00,0
rid_001978,ck_016473,firefox,2024-12-11 04:40:00,3
rid_014213,ck_016474,firefox,2024-12-11 04:45:00,3
rid_012158,ck_016475,firefox,2024-12-11 04:50:00,3
rid_014279,ck_016476,chrome,2024-12-11 04:55:00,0
rid_014102,ck_016477,safari,2024-12-11 05:00:00,1
rid_015496,ck_016478,chrome,2024-12-11 05:05:00,3
rid_015757,ck_016479,chrome,2024-12-11 05:10:00,3
rid_005220,ck_016480,edge,2024-12-11 05:15:00,1
rid_010353,ck_016481,chrome,2024-12-11 05:20:00,2
rid_016961,ck_016482,firefox,2024-12-11 05:25:00,3
rid_005001,ck_016483,edge,2024-12-11 05:30:00,0
rid_009670,ck_016484,safari,2024-12-11 05:35:00,3
rid_019208,ck_016485,firefox,2024-12-11 05:40:00,1
rid_016039,ck_016486,chrome,2024-12-11 05:45:00,1
rid_019306,ck_016487,chrome,2024-12-11 05:50:00,0
rid_008262,ck_016488,safari,2024-12-11 05:55:00,3
rid_007191,ck_016489,firefox,2024-12-11 06:00:00,1
rid_019147,ck_016490,chrome,2024-12-11 06:05:00,1
rid_007821,ck_016491,edge,2024-12-11 06:10:00,1
rid_002247,ck_016492,firefox,2024-12-11 06:15:00,1
rid_000249,ck_016493,edge,2024-12-11 06:20:00,2
rid_012619,ck_016494,edge,2024-12-11 06:25:00,2
rid_005593,ck_016495,safari,2024-12-11 06:30:00,0
rid_018677,ck_016496,edge,2024-12-11 06:35:00,3
rid_006404,ck_016497,safari,2024-12-11 06:40:00,1
rid_012192,ck_016498,firefox,2024-12-11 06:45:00,0
rid_001393,ck_016499,safari,2024-12-11 06:50:00,2
rid_011829,ck_016500,chrome,2024-12-11 06:55:00,0
rid_000742,ck_016501,safari,2024-12-11 07:00:00,3
rid_000783,ck_016502,edge,2024-12-11 07:05:00,1
rid_008928,ck_016503,safari,2024-12-11 07:10:00,1
rid_018065,ck_016504,firefox,2024-12-11 07:15:00,2
rid_016839,ck_016505,firefox,2024-12-11 07:20:00,1
rid_004160,ck_016506,safari,2024-12-11 07:25:00,0
rid_017751,ck_016507,firefox,2024-12-11 07:30:00,1
rid_002518,ck_016508,chrome,2024-12-11 07:35:00,2
rid_006997,ck_016509,firefox,2024-12-11 07:40:00,3
rid_005382,ck_016510,edge,2024-12-11 07:45:00,2
rid_014229,ck_016511,safari,2024-12-11 07:50:00,2
rid_017525,ck_016512,edge,2024-12-11 07:55:00,0
rid_007176,ck_016513,firefox,2024-12-11 08:00:00,3
rid_003127,ck_016514,firefox,2024-12-11 08:05:00,0
rid_014925,ck_016515,safari,2024-12-11 08:10:00,0
rid_003578,ck_016516,chrome,2024-12-11 08:15:00,0
rid_006317,ck_016517,firefox,2024-12-11 08:20:00,3
rid_000942,ck_016518,safari,2024-12-11 08:25:00,0
rid_003271,ck_016519,safari,2024-12-11 08:30:00,3
rid_000776,ck_016520,safari,2024-12-11 08:35:00,1
rid_000687,ck_016521,chrome,2024-12-11 08:40:00,1
rid_003536,ck_016522,firefox,2024-12-11 08:45:00,1
rid_018578,ck_016523,edge,2024-12-11 08:50:00,0
rid_017537,ck_016524,edge,2024-12-11 08:55:00,0
rid_010798,ck_016525,safari,2024-12-11 09:00:00,2
rid_000368,ck_016526,chrome,2024-12-11 09:05:00,0
rid_004427,ck_016527,firefox,2024-12-11 09:10:00,1
rid_005440,ck_016528,safari,2024-12-11 09:15:00,0
rid_019159,ck_016529,firefox,2024-12-11 09:20:00,0
rid_010300,ck_016530,edge,2024-12-11 09:25:00,1
rid_015532,ck_016531,edge,2024-12-11 09:30:00,0
rid_003925,ck_016532,firefox,2024-12-11 09:35:00,0
rid_011796,ck_016533,firefox,2024-12-11 09:40:00,2
rid_012198,ck_016534,firefox,2024-12-11 09:45:00,2
rid_012544,ck_016535,edge,2024-12-11 09:50:00,3
rid_000401,ck_016536,safari,2024-12-11 09:55:00,3
rid_011475,ck_016537,safari,2024-12-11 10:00:00,3
rid_009062,ck_016538,safari,2024-12-11 10:05:00,0
rid_004824,ck_016539,firefox,2024-12-11 10:10:00,1
rid_004540,ck_016540,firefox,2024-12-11 10:15:00,0
rid_019828,ck_016541,safari,2024-12-11 10:20:00,3
rid_019014,ck_016542,edge,2024-12-11 10:25:00,0
rid_008459,ck_016543,firefox,2024-12-11 10:30:00,0
rid_013871,ck_016544,edge,2024-12-11 10:35:00,0
rid_005882,ck_016545,firefox,2024-12-11 10:40:00,2
rid_012337,ck_016546,safari,2024-12-11 10:45:00,2
rid_007458,ck_016547,safari,2024-12-11 10:50:00,2
rid_006028,ck_016548,chrome,2024-12-11 10:55:00,2
rid_004527,ck_016549,firefox,2024-12-11 11:00:00,0
rid_007132,ck_016550,safari,2024-12-11 11:05:00,2
rid_008590,ck_016551,edge,2024-12-11 11:10:00,1
rid_016330,ck_016552,safari,2024-12-11 11:15:00,3
rid_010638,ck_016553,chrome,2024-12-11 11:20:00,2
rid_000557,ck_016554,safari,2024-12-11 11:25:00,1
rid_002718,ck_016555,safari,2024-12-11 11:30:00,2
rid_009352,ck_016556,edge,2024-12-11 11:35:00,2
rid_017773,ck_016557,edge,2024-12-11 11:40:00,1
rid_012073,ck_016558,chrome,2024-12-11 11:45:00,3
rid_019501,ck_016559,edge,2024-12-11 11:50:00,0
rid_018357,ck_016560,firefox,2024-12-11 11:55:00,1
rid_008210,ck_016561,safari,2024-12-11 12:00:00,2
rid_002126,ck_016562,edge,2024-12-11 12:05:00,0
rid_005748,ck_016563,edge,2024-12-11 12:10:00,2
rid_008332,ck_016564,safari,2024-12-11 12:15:00,2
rid_007135,ck_016565,chrome,2024-12-11 12:20:00,3
rid_018688,ck_016566,firefox,2024-12-11 12:25:00,0
rid_002854,ck_016567,firefox,2024-12-11 12:30:00,1
rid_002614,ck_016568,firefox,2024-12-11 12:35:00,3
rid_013761,ck_016569,edge,2024-12-11 12:40:00,1
rid_009259,ck_016570,firefox,2024-12-11 12:45:00,0
rid_001220,ck_016571,edge,2024-12-11 12:50:00,1
rid_011939,ck_016572,edge,2024-12-11 12:55:00,3
rid_018621,ck_016573,chrome,2024-12-11 13:00:00,1
rid_003519,ck_016574,chrome,2024-12-11 13:05:00,2
rid_008484,ck_016575,firefox,2024-12-11 13:10:00,2
rid_014520,ck_016576,safari,2024-12-11 13:15:00,0
rid_017604,ck_016577,chrome,2024-12-11 13:20:00,3
rid_002408,ck_016578,safari,2024-12-11 13:25:00,2
rid_002745,ck_016579,edge,2024-12-11 13:30:00,0
rid_011378,ck_016580,safari,2024-12-11 13:35:00,2
rid_013558,ck_016581,chrome,2024-12-11 13:40:00,1
rid_010118,ck_016582,edge,2024-12-11 13:45:00,0
rid_010302,ck_016583,edge,2024-12-11 13:50:00,3
rid_013342,ck_016584,firefox,2024-12-11 13:55:00,1
rid_012513,ck_016585,edge,2024-12-11 14:00:00,2
rid_017055,ck_016586,firefox,2024-12-11 14:05:00,2
rid_018073,ck_016587,firefox,2024-12-11 14:10:00,1
rid_001453,ck_016588,chrome,2024-12-11 14:15:00,3
rid_002511,ck_016589,edge,2024-12-11 14:20:00,1
rid_014621,ck_016590,firefox,2024-12-11 14:25:00,3
rid_016692,ck_016591,firefox,2024-12-11 14:30:00,2
rid_007810,ck_016592,chrome,2024-12-11 14:35:00,0
rid_017311,ck_016593,chrome,2024-12-11 14:40:00,2
rid_008653,ck_016594,safari,2024-12-11 14:45:00,0
rid_012654,ck_016595,edge,2024-12-11 14:50:00,0
rid_000537,ck_016596,safari,2024-12-11 14:55:00,0
rid_018119,ck_016597,chrome,2024-12-11 15:00:00,3
rid_008708,ck_016598,firefox,2024-12-11 15:05:00,2
rid_007823,ck_016599,firefox,2024-12-11 15:10:00,3
rid_007115,ck_016600,edge,2024-12-11 15:15:00,2
rid_016768,ck_016601,safari,2024-12-11 15:20:00,3
rid_009339,ck_016602,chrome,2024-12-11 15:25:00,0
rid_010822,ck_016603,firefox,2024-12-11 15:30:00,1
rid_011774,ck_016604,firefox,2024-12-11 15:35:00,3
rid_000099,ck_016605,firefox,2024-12-11 15:40:00,0
rid_008674,ck_016606,edge,2024-12-11 15:45:00,0
rid_012790,ck_016607,edge,2024-12-11 15:50:00,3
rid_012647,ck_016608,firefox,2024-12-11 15:55:00,1
rid_005646,ck_016609,safari,2024-12-11 16:00:00,0
rid_001768,ck_016610,edge,2024-12-11 16:05:00,1
rid_003058,ck_016611,safari,2024-12-11 16:10:00,3
rid_001217,ck_016612,firefox,2024-12-11 16:15:00,2
rid_001091,ck_016613,safari,2024-12-11 16:20:00,1
rid_005043,ck_016614,firefox,2024-12-11 16:25:00,1
rid_016108,ck_016615,firefox,2024-12-11 16:30:00,2
rid_012289,ck_016616,chrome,2024-12-11 16:35:00,1
rid_012761,ck_016617,chrome,2024-12-11 16:40:00,2
rid_005131,ck_016618,chrome,2024-12-11 16:45:00,2
rid_017767,ck_016619,safari,2024-12-11 16:50:00,2
rid_011352,ck_016620,safari,2024-12-11 16:55:00,0
rid_002094,ck_016621,chrome,2024-12-11 17:00:00,1
rid_019704,ck_016622,safari,2024-12-11 17:05:00,1
rid_016049,ck_016623,edge,2024-12-11 17:10:00,2
rid_001695,ck_016624,firefox,2024-12-11 17:15:00,0
rid_008461,ck_016625,safari,2024-12-11 17:20:00,1
rid_012015,ck_016626,chrome,2024-12-11 17:25:00,0
rid_008714,ck_016627,firefox,2024-12-11 17:30:00,3
rid_000822,ck_016628,chrome,2024-12-11 17:35:00,2
rid_008631,ck_016629,edge,2024-12-11 17:40:00,1
rid_005370,ck_016630,chrome,2024-12-11 17:45:00,3
rid_018683,ck_016631,safari,2024-12-11 17:50:00,0
rid_012639,ck_016632,chrome,2024-12-11 17:55:00,3
rid_007521,ck_016633,firefox,2024-12-11 18:00:00,0
rid_012496,ck_016634,chrome,2024-12-11 18:05:00,1
rid_008398,ck_016635,chrome,2024-12-11 18:10:00,3
rid_013459,ck_016636,safari,2024-12-11 18:15:00,1
rid_006657,ck_016637,edge,2024-12-11 18:20:00,3
rid_007169,ck_016638,chrome,2024-12-11 18:25:00,1
rid_005711,ck_016639,edge,2024-12-11 18:30:00,0
rid_005506,ck_016640,safari,2024-12-11 18:35:00,3
rid_016732,ck_016641,edge,2024-12-11 18:40:00,2
rid_015810,ck_016642,chrome,2024-12-11 18:45:00,3
rid_003317,ck_016643,firefox,2024-12-11 18:50:00,3
rid_011094,ck_016644,firefox,2024-12-11 18:55:00,3
rid_008731,ck_016645,edge,2024-12-11 19:00:00,3
rid_002005,ck_016646,safari,2024-12-11 19:05:00,1
rid_007260,ck_016647,edge,2024-12-11 19:10:00,0
rid_012587,ck_016648,safari,2024-12-11 19:15:00,3
rid_011960,ck_016649,safari,2024-12-11 19:20:00,1
rid_014049,ck_016650,chrome,2024-12-11 19:25:00,3
rid_017777,ck_016651,firefox,2024-12-11 19:30:00,0
rid_012414,ck_016652,chrome,2024-12-11 19:35:00,2
rid_019319,ck_016653,chrome,2024-12-11 19:40:00,0
rid_010296,ck_016654,edge,2024-12-11 19:45:00,2
rid_015137,ck_016655,chrome,2024-12-11 19:50:00,2
rid_018847,ck_016656,firefox,2024-12-11 19:55:00,3
rid_014861,ck_016657,firefox,2024-12-11 20:00:00,0
rid_016228,ck_016658,safari,2024-12-11 20:05:00,1
rid_000494,ck_016659,firefox,2024-12-11 20:10:00,3
rid_018018,ck_016660,chrome,2024-12-11 20:15:00,0
rid_010239,ck_016661,safari,2024-12-11 20:20:00,0
rid_010723,ck_016662,firefox,2024-12-11 20:25:00,2
rid_018553,ck_016663,chrome,2024-12-11 20:30:00,2
rid_002891,ck_016664,firefox,2024-12-11 20:35:00,3
rid_010959,ck_016665,edge,2024-12-11 20:40:00,2
rid_009138,ck_016666,safari,2024-12-11 20:45:00,2
rid_000828,ck_016667,chrome,2024-12-11 20:50:00,1
rid_017904,ck_016668,safari,2024-12-11 20:55:00,1
rid_000353,ck_016669,chrome,2024-12-11 21:00:00,3
rid_014162,ck_016670,chrome,2024-12-11 21:05:00,1
rid_006885,ck_016671,edge,2024-12-11 21:10:00,0
rid_018695,ck_016672,firefox,2024-12-11 21:15:00,1
rid_012517,ck_016673,chrome,2024-12-11 21:20:00,3
rid_018019,ck_016674,safari,2024-12-11 21:25:00,0
rid_014404,ck_016675,edge,2024-12-11 21:30:00,2
rid_019071,ck_016676,firefox,2024-12-11 21:35:00,2
rid_005391,ck_016677,firefox,2024-12-11 21:40:00,2
rid_000900,ck_016678,chrome,2024-12-11 21:45:00,3
rid_007211,ck_016679,chrome,2024-12-11 21:50:00,2
rid_000125,ck_016680,edge,2024-12-11 21:55:00,1
rid_014871,ck_016681,chrome,2024-12-11 22:00:00,3
rid_012645,ck_016682,firefox,2024-12-11 22:05:00,0
rid_009565,ck_016683,firefox,2024-12-11 22:10:00,0
rid_002591,ck_016684,edge,2024-12-11 22:15:00,3
rid_005645,ck_016685,edge,2024-12-11 22:20:00,2
rid_008721,ck_016686,firefox,2024-12-11 22:25:00,0
rid_006765,ck_016687,chrome,2024-12-11 22:30:00,1
rid_018433,ck_016688,edge,2024-12-11 22:35:00,3
rid_004471,ck_016689,safari,2024-12-11 22:40:00,2
rid_013953,ck_016690,edge,2024-12-11 22:45:00,2
rid_008953,ck_016691,edge,2024-12-11 22:50:00,0
rid_004987,ck_016692,chrome,2024-12-11 22:55:00,0
rid_006741,ck_016693,safari,2024-12-11 23:00:00,3
rid_008909,ck_016694,chrome,2024-12-11 23:05:00,3
rid_013843,ck_016695,chrome,2024-12-11 23:10:00,1
rid_017402,ck_016696,firefox,2024-12-11 23:15:00,3
rid_005362,ck_016697,chrome,2024-12-11 23:20:00,0
rid_012497,ck_016698,safari,2024-12-11 23:25:00,2
rid_009597,ck_016699,safari,2024-12-11 23:30:00,2
rid_009539,ck_016700,safari,2024-12-11 23:35:00,0
rid_016721,ck_016701,firefox,2024-12-11 23:40:00,2
rid_000600,ck_016702,edge,2024-12-11 23:45:00,1
rid_010852,ck_016703,chrome,2024-12-11 23:50:00,3
rid_010417,ck_016704,edge,2024-12-11 23:55:00,1
rid_016670,ck_016705,safari,2024-12-12 00:00:00,2
rid_015237,ck_016706,firefox,2024-12-12 00:05:00,0
rid_013643,ck_016707,safari,2024-12-12 00:10:00,1
rid_002188,ck_016708,chrome,2024-12-12 00:15:00,1
rid_008986,ck_016709,edge,2024-12-12 00:20:00,0
rid_012567,ck_016710,firefox,2024-12-12 00:25:00,2
rid_010054,ck_016711,safari,2024-12-12 00:30:00,1
rid_013499,ck_016712,firefox,2024-12-12 00:35:00,3
rid_006176,ck_016713,chrome,2024-12-12 00:40:00,2
rid_016117,ck_016714,firefox,2024-12-12 00:45:00,1
rid_010502,ck_016715,chrome,2024-12-12 00:50:00,3
rid_009790,ck_016716,firefox,2024-12-12 00:55:00,3
rid_010861,ck_016717,edge,2024-12-12 01:00:00,2
rid_018966,ck_016718,firefox,2024-12-12 01:05:00,2
rid_006857,ck_016719,edge,2024-12-12 01:10:00,1
rid_014373,ck_016720,chrome,2024-12-12 01:15:00,3
rid_003064,ck_016721,edge,2024-12-12 01:20:00,2
rid_010678,ck_016722,safari,2024-12-12 01:25:00,3
rid_017046,ck_016723,safari,2024-12-12 01:30:00,1
rid_007311,ck_016724,chrome,2024-12-12 01:35:00,1
rid_005635,ck_016725,edge,2024-12-12 01:40:00,1
rid_003705,ck_016726,edge,2024-12-12 01:45:00,0
rid_013900,ck_016727,safari,2024-12-12 01:50:00,3
rid_019988,ck_016728,edge,2024-12-12 01:55:00,1
rid_019017,ck_016729,chrome,2024-12-12 02:00:00,0
rid_015998,ck_016730,edge,2024-12-12 02:05:00,1
rid_003136,ck_016731,firefox,2024-12-12 02:10:00,3
rid_004393,ck_016732,safari,2024-12-12 02:15:00,2
rid_005065,ck_016733,firefox,2024-12-12 02:20:00,1
rid_000917,ck_016734,firefox,2024-12-12 02:25:00,2
rid_006700,ck_016735,edge,2024-12-12 02:30:00,3
rid_002931,ck_016736,safari,2024-12-12 02:35:00,1
rid_002503,ck_016737,chrome,2024-12-12 02:40:00,3
rid_005385,ck_016738,edge,2024-12-12 02:45:00,2
rid_013496,ck_016739,chrome,2024-12-12 02:50:00,0
rid_015644,ck_016740,edge,2024-12-12 02:55:00,1
rid_013196,ck_016741,chrome,2024-12-12 03:00:00,3
rid_005851,ck_016742,edge,2024-12-12 03:05:00,2
rid_011430,ck_016743,safari,2024-12-12 03:10:00,0
rid_003800,ck_016744,edge,2024-12-12 03:15:00,3
rid_017670,ck_016745,edge,2024-12-12 03:20:00,1
rid_018326,ck_016746,safari,2024-12-12 03:25:00,0
rid_007161,ck_016747,firefox,2024-12-12 03:30:00,0
rid_014339,ck_016748,safari,2024-12-12 03:35:00,3
rid_015384,ck_016749,chrome,2024-12-12 03:40:00,2
rid_006541,ck_016750,firefox,2024-12-12 03:45:00,3
rid_019697,ck_016751,safari,2024-12-12 03:50:00,1
rid_006555,ck_016752,chrome,2024-12-12 03:55:00,0
rid_001298,ck_016753,firefox,2024-12-12 04:00:00,3
rid_004795,ck_016754,chrome,2024-12-12 04:05:00,0
rid_009333,ck_016755,chrome,2024-12-12 04:10:00,1
rid_003348,ck_016756,safari,2024-12-12 04:15:00,0
rid_015403,ck_016757,safari,2024-12-12 04:20:00,0
rid_009783,ck_016758,chrome,2024-12-12 04:25:00,3
rid_004564,ck_016759,firefox,2024-12-12 04:30:00,1
rid_006021,ck_016760,firefox,2024-12-12 04:35:00,0
rid_003338,ck_016761,safari,2024-12-12 04:40:00,2
rid_005354,ck_016762,edge,2024-12-12 04:45:00,0
rid_002744,ck_016763,safari,2024-12-12 04:50:00,1
rid_009917,ck_016764,safari,2024-12-12 04:55:00,0
rid_005630,ck_016765,firefox,2024-12-12 05:00:00,1
rid_014413,ck_016766,edge,2024-12-12 05:05:00,1
rid_013818,ck_016767,safari,2024-12-12 05:10:00,3
rid_007678,ck_016768,safari,2024-12-12 05:15:00,3
rid_007573,ck_016769,safari,2024-12-12 05:20:00,2
rid_011420,ck_016770,firefox,2024-12-12 05:25:00,3
rid_001102,ck_016771,edge,2024-12-12 05:30:00,0
rid_006597,ck_016772,chrome,2024-12-12 05:35:00,3
rid_013305,ck_016773,firefox,2024-12-12 05:40:00,3
rid_019224,ck_016774,chrome,2024-12-12 05:45:00,1
rid_005913,ck_016775,firefox,2024-12-12 05:50:00,3
rid_004430,ck_016776,firefox,2024-12-12 05:55:00,0
rid_014471,ck_016777,edge,2024-12-12 06:00:00,2
rid_008988,ck_016778,edge,2024-12-12 06:05:00,0
rid_014624,ck_016779,firefox,2024-12-12 06:10:00,2
rid_011277,ck_016780,safari,2024-12-12 06:15:00,1
rid_004778,ck_016781,chrome,2024-12-12 06:20:00,2
rid_004355,ck_016782,safari,2024-12-12 06:25:00,2
rid_013660,ck_016783,chrome,2024-12-12 06:30:00,0
rid_008889,ck_016784,firefox,2024-12-12 06:35:00,1
rid_007887,ck_016785,edge,2024-12-12 06:40:00,2
rid_019695,ck_016786,safari,2024-12-12 06:45:00,1
rid_005752,ck_016787,firefox,2024-12-12 06:50:00,3
rid_011476,ck_016788,chrome,2024-12-12 06:55:00,0
rid_018493,ck_016789,chrome,2024-12-12 07:00:00,1
rid_013059,ck_016790,firefox,2024-12-12 07:05:00,1
rid_007810,ck_016791,edge,2024-12-12 07:10:00,2
rid_014157,ck_016792,edge,2024-12-12 07:15:00,3
rid_009290,ck_016793,chrome,2024-12-12 07:20:00,2
rid_014060,ck_016794,safari,2024-12-12 07:25:00,3
rid_007920,ck_016795,chrome,2024-12-12 07:30:00,0
rid_019191,ck_016796,safari,2024-12-12 07:35:00,3
rid_016842,ck_016797,edge,2024-12-12 07:40:00,1
rid_003226,ck_016798,firefox,2024-12-12 07:45:00,2
rid_016799,ck_016799,edge,2024-12-12 07:50:00,1
rid_012775,ck_016800,safari,2024-12-12 07:55:00,1
rid_003204,ck_016801,edge,2024-12-12 08:00:00,2
rid_005786,ck_016802,safari,2024-12-12 08:05:00,2
rid_006033,ck_016803,firefox,2024-12-12 08:10:00,0
rid_013542,ck_016804,firefox,2024-12-12 08:15:00,1
rid_005958,ck_016805,firefox,2024-12-12 08:20:00,0
rid_011514,ck_016806,edge,2024-12-12 08:25:00,2
rid_016515,ck_016807,safari,2024-12-12 08:30:00,0
rid_009312,ck_016808,safari,2024-12-12 08:35:00,2
rid_012513,ck_016809,chrome,2024-12-12 08:40:00,1
rid_012818,ck_016810,firefox,2024-12-12 08:45:00,2
rid_008360,ck_016811,chrome,2024-12-12 08:50:00,0
rid_009277,ck_016812,safari,2024-12-12 08:55:00,1
rid_013037,ck_016813,chrome,2024-12-12 09:00:00,2
rid_013648,ck_016814,safari,2024-12-12 09:05:00,3
rid_016532,ck_016815,firefox,2024-12-12 09:10:00,2
rid_004838,ck_016816,chrome,2024-12-12 09:15:00,0
rid_012627,ck_016817,chrome,2024-12-12 09:20:00,1
rid_001276,ck_016818,chrome,2024-12-12 09:25:00,3
rid_015003,ck_016819,safari,2024-12-12 09:30:00,3
rid_002834,ck_016820,chrome,2024-12-12 09:35:00,0
rid_011528,ck_016821,chrome,2024-12-12 09:40:00,3
rid_009596,ck_016822,firefox,2024-12-12 09:45:00,3
rid_014894,ck_016823,chrome,2024-12-12 09:50:00,1
rid_003259,ck_016824,safari,2024-12-12 09:55:00,2
rid_006660,ck_016825,firefox,2024-12-12 10:00:00,2
rid_005975,ck_016826,chrome,2024-12-12 10:05:00,1
rid_007675,ck_016827,safari,2024-12-12 10:10:00,0
rid_017462,ck_016828,edge,2024-12-12 10:15:00,0
rid_019889,ck_016829,firefox,2024-12-12 10:20:00,0
rid_019256,ck_016830,safari,2024-12-12 10:25:00,0
rid_005013,ck_016831,edge,2024-12-12 10:30:00,1
rid_019692,ck_016832,firefox,2024-12-12 10:35:00,2
rid_007134,ck_016833,safari,2024-12-12 10:40:00,2
rid_006579,ck_016834,edge,2024-12-12 10:45:00,0
rid_001142,ck_016835,safari,2024-12-12 10:50:00,2
rid_003997,ck_016836,safari,2024-12-12 10:55:00,0
rid_005617,ck_016837,chrome,2024-12-12 11:00:00,3
rid_019219,ck_016838,firefox,2024-12-12 11:05:00,2
rid_000161,ck_016839,safari,2024-12-12 11:10:00,3
rid_015963,ck_016840,chrome,2024-12-12 11:15:00,2
rid_018536,ck_016841,chrome,2024-12-12 11:20:00,0
rid_005510,ck_016842,firefox,2024-12-12 11:25:00,2
rid_014682,ck_016843,firefox,2024-12-12 11:30:00,0
rid_010603,ck_016844,chrome,2024-12-12 11:35:00,3
rid_015204,ck_016845,edge,2024-12-12 11:40:00,1
rid_002327,ck_016846,safari,2024-12-12 11:45:00,3
rid_013842,ck_016847,firefox,2024-12-12 11:50:00,1
rid_016656,ck_016848,edge,2024-12-12 11:55:00,3
rid_010440,ck_016849,chrome,2024-12-12 12:00:00,0
rid_016992,ck_016850,firefox,2024-12-12 12:05:00,2
rid_019720,ck_016851,firefox,2024-12-12 12:10:00,1
rid_009235,ck_016852,safari,2024-12-12 12:15:00,2
rid_008294,ck_016853,safari,2024-12-12 12:20:00,2
rid_015945,ck_016854,edge,2024-12-12 12:25:00,0
rid_009154,ck_016855,edge,2024-12-12 12:30:00,1
