real_identity_id,browser_fingerprint_id,user_agent_family
rid_000822,bf_012264,safari
rid_001675,bf_012265,chrome
rid_002082,bf_012266,chrome
rid_002525,bf_012267,safari
rid_009160,bf_012268,firefox
rid_002485,bf_012269,edge
rid_004363,bf_012270,safari
rid_012867,bf_012271,chrome
rid_010437,bf_012272,safari
rid_015519,bf_012273,firefox
rid_018740,bf_012274,chrome
rid_005740,bf_012275,chrome
rid_012384,bf_012276,chrome
rid_018684,bf_012277,chrome
rid_003517,bf_012278,edge
rid_002838,bf_012279,edge
rid_017506,bf_012280,chrome
rid_016108,bf_012281,firefox
rid_007676,bf_012282,firefox
rid_002120,bf_012283,edge
rid_008090,bf_012284,chrome
rid_018157,bf_012285,edge
rid_019450,bf_012286,chrome
rid_010517,bf_012287,safari
rid_014410,bf_012288,safari
rid_009343,bf_012289,edge
rid_003718,bf_012290,chrome
rid_003683,bf_012291,safari
rid_010506,bf_012292,chrome
rid_010596,bf_012293,chrome
rid_004357,bf_012294,firefox
rid_000546,bf_012295,safari
rid_003021,bf_012296,safari
rid_009625,bf_012297,safari
rid_017026,bf_012298,firefox
rid_004984,bf_012299,safari
rid_008971,bf_012300,firefox
rid_006089,bf_012301,firefox
rid_019476,bf_012302,safari
rid_006196,bf_012303,firefox
rid_009904,bf_012304,safari
rid_017270,bf_012305,edge
rid_017742,bf_012306,firefox
rid_013209,bf_012307,chrome
rid_010661,bf_012308,firefox
rid_002569,bf_012309,edge
rid_014908,bf_012310,chrome
rid_019742,bf_012311,safari
rid_004867,bf_012312,firefox
rid_003237,bf_012313,firefox
rid_016487,bf_012314,firefox
rid_011514,bf_012315,safari
rid_016640,bf_012316,safari
rid_001718,bf_012317,firefox
rid_000309,bf_012318,safari
rid_009789,bf_012319,chrome
rid_013349,bf_012320,safari
rid_016523,bf_012321,chrome
rid_017753,bf_012322,firefox
rid_006502,bf_012323,chrome
rid_013912,bf_012324,chrome
rid_016935,bf_012325,chrome
rid_019230,bf_012326,safari
rid_002223,bf_012327,chrome
rid_003852,bf_012328,firefox
rid_010500,bf_012329,chrome
rid_000525,bf_012330,chrome
rid_005691,bf_012331,edge
rid_005231,bf_012332,safari
rid_013395,bf_012333,chrome
rid_008712,bf_012334,chrome
rid_016937,bf_012335,firefox
rid_017800,bf_012336,chrome
rid_005883,bf_012337,chrome
rid_007195,bf_012338,edge
rid_018708,bf_012339,safari
rid_010293,bf_012340,chrome
rid_011872,bf_012341,edge
rid_008353,bf_012342,edge
rid_000831,bf_012343,safari
rid_007668,bf_012344,firefox
rid_018590,bf_012345,safari
rid_012403,bf_012346,edge
rid_000459,bf_012347,firefox
rid_005927,bf_012348,edge
rid_004551,bf_012349,edge
rid_008205,bf_012350,firefox
rid_009205,bf_012351,edge
rid_007468,bf_012352,chrome
rid_004107,bf_012353,chrome
rid_009907,bf_012354,edge
rid_013789,bf_012355,chrome
rid_018616,bf_012356,chrome
rid_005816,bf_012357,safari
rid_005437,bf_012358,firefox
rid_013813,bf_012359,safari
rid_012658,bf_012360,edge
rid_009650,bf_012361,safari
rid_015866,bf_012362,firefox
rid_012426,bf_012363,chrome
rid_009123,bf_012364,firefox
rid_019747,bf_012365,chrome
rid_018493,bf_012366,firefox
rid_002787,bf_012367,chrome
rid_013796,bf_012368,safari
rid_012576,bf_012369,chrome
rid_008606,bf_012370,safari
rid_004975,bf_012371,chrome
rid_006781,bf_012372,chrome
rid_007693,bf_012373,edge
rid_011394,bf_012374,safari
rid_013451,bf_012375,safari
rid_017932,bf_012376,chrome
rid_001336,bf_012377,firefox
rid_004983,bf_012378,chrome
rid_012735,bf_012379,firefox
rid_007546,bf_012380,chrome
rid_018199,bf_012381,safari
rid_005501,bf_012382,chrome
rid_008234,bf_012383,edge
rid_013790,bf_012384,firefox
rid_003833,bf_012385,firefox
rid_008586,bf_012386,chrome
rid_013211,bf_012387,safari
rid_011234,bf_012388,safari
rid_002702,bf_012389,edge
rid_018961,bf_012390,firefox
rid_005928,bf_012391,safari
rid_007721,bf_012392,chrome
rid_018380,bf_012393,firefox
rid_003491,bf_012394,edge
rid_007490,bf_012395,chrome
rid_006859,bf_012396,firefox
rid_004160,bf_012397,chrome
rid_019603,bf_012398,edge
rid_000365,bf_012399,firefox
rid_012201,bf_012400,safari
rid_019880,bf_012401,safari
rid_017021,bf_012402,chrome
rid_018677,bf_012403,firefox
rid_010817,bf_012404,safari
rid_005865,bf_012405,safari
rid_004094,bf_012406,safari
rid_016036,bf_012407,firefox
rid_017032,bf_012408,edge
rid_005854,bf_012409,safari
rid_016345,bf_012410,edge
rid_001798,bf_012411,firefox
rid_008083,bf_012412,firefox
rid_008434,bf_012413,firefox
rid_002581,bf_012414,safari
rid_016498,bf_012415,firefox
rid_014698,bf_012416,firefox
rid_006131,bf_012417,safari
rid_015861,bf_012418,safari
rid_001468,bf_012419,firefox
rid_009247,bf_012420,safari
rid_008366,bf_012421,safari
rid_004210,bf_012422,safari
rid_006284,bf_012423,safari
rid_006452,bf_012424,firefox
rid_001759,bf_012425,edge
rid_003401,bf_012426,edge
rid_009864,bf_012427,chrome
rid_004235,bf_012428,edge
rid_007387,bf_012429,safari
rid_019600,bf_012430,firefox
rid_018590,bf_012431,safari
rid_013445,bf_012432,edge
rid_008956,bf_012433,safari
rid_002151,bf_012434,edge
rid_019102,bf_012435,chrome
rid_016873,bf_012436,safari
rid_006016,bf_012437,edge
rid_002058,bf_012438,edge
rid_012156,bf_012439,firefox
rid_017350,bf_012440,edge
rid_004593,bf_012441,chrome
rid_017084,bf_012442,edge
rid_002290,bf_012443,chrome
rid_012730,bf_012444,edge
rid_017871,bf_012445,safari
rid_013063,bf_012446,chrome
rid_010028,bf_012447,safari
rid_016125,bf_012448,chrome
rid_017812,bf_012449,chrome
rid_006442,bf_012450,safari
rid_001197,bf_012451,firefox
rid_016933,bf_012452,safari
rid_019437,bf_012453,safari
rid_004040,bf_012454,safari
rid_013584,bf_012455,safari
rid_013256,bf_012456,chrome
rid_000848,bf_012457,chrome
rid_007861,bf_012458,safari
rid_014059,bf_012459,firefox
rid_011958,bf_012460,safari
rid_000436,bf_012461,chrome
rid_000467,bf_012462,safari
rid_003003,bf_012463,firefox
rid_010992,bf_012464,safari
rid_011320,bf_012465,safari
rid_006167,bf_012466,edge
rid_017953,bf_012467,edge
rid_002173,bf_012468,firefox
rid_001927,bf_012469,chrome
rid_003215,bf_012470,safari
rid_016594,bf_012471,safari
rid_001061,bf_012472,chrome
rid_007256,bf_012473,chrome
rid_011760,bf_012474,edge
rid_009502,bf_012475,edge
rid_002788,bf_012476,firefox
rid_014394,bf_012477,firefox
rid_006050,bf_012478,safari
rid_004832,bf_012479,safari
rid_003122,bf_012480,edge
rid_016647,bf_012481,chrome
rid_016793,bf_012482,edge
rid_019509,bf_012483,edge
rid_014764,bf_012484,firefox
rid_013953,bf_012485,safari
rid_018478,bf_012486,chrome
rid_005802,bf_012487,safari
rid_001131,bf_012488,edge
rid_000381,bf_012489,firefox
rid_014274,bf_012490,safari
rid_013600,bf_012491,firefox
rid_008995,bf_012492,firefox
rid_015209,bf_012493,firefox
rid_018193,bf_012494,firefox
rid_018353,bf_012495,chrome
rid_004641,bf_012496,edge
rid_015975,bf_012497,chrome
rid_010218,bf_012498,safari
rid_019086,bf_012499,firefox
rid_014505,bf_012500,firefox
rid_011431,bf_012501,edge
rid_019781,bf_012502,firefox
rid_011455,bf_012503,edge
rid_007770,bf_012504,firefox
rid_010677,bf_012505,chrome
rid_006666,bf_012506,chrome
rid_007962,bf_012507,safari
rid_019538,bf_012508,chrome
rid_004670,bf_012509,firefox
rid_018149,bf_012510,firefox
rid_017021,bf_012511,safari
rid_008677,bf_012512,firefox
rid_000922,bf_012513,chrome
rid_002695,bf_012514,chrome
rid_013400,bf_012515,firefox
rid_001207,bf_012516,safari
rid_016189,bf_012517,safari
rid_001621,bf_012518,edge
rid_002094,bf_012519,chrome
rid_008179,bf_012520,chrome
rid_001872,bf_012521,chrome
rid_018155,bf_012522,chrome
rid_019078,bf_012523,edge
rid_019032,bf_012524,safari
rid_005272,bf_012525,edge
rid_016568,bf_012526,edge
rid_009083,bf_012527,chrome
rid_006346,bf_012528,chrome
rid_000002,bf_012529,chrome
rid_015154,bf_012530,firefox
rid_017451,bf_012531,firefox
rid_000363,bf_012532,safari
rid_010129,bf_012533,firefox
rid_013641,bf_012534,chrome
rid_003018,bf_012535,safari
rid_001442,bf_012536,chrome
rid_016385,bf_012537,edge
rid_000816,bf_012538,firefox
rid_005431,bf_012539,safari
rid_007392,bf_012540,safari
rid_015530,bf_012541,chrome
rid_002505,bf_012542,edge
rid_006964,bf_012543,edge
rid_014469,bf_012544,safari
rid_010084,bf_012545,chrome
rid_002554,bf_012546,chrome
rid_009741,bf_012547,firefox
rid_001590,bf_012548,edge
rid_016765,bf_012549,edge
rid_015940,bf_012550,firefox
rid_000802,bf_012551,chrome
rid_014683,bf_012552,edge
rid_012902,bf_012553,chrome
rid_019007,bf_012554,edge
rid_007925,bf_012555,edge
rid_012441,bf_012556,edge
rid_010108,bf_012557,edge
rid_005489,bf_012558,safari
rid_002535,bf_012559,edge
rid_003223,bf_012560,edge
rid_007421,bf_012561,chrome
rid_000193,bf_012562,firefox
rid_001159,bf_012563,edge
rid_017344,bf_012564,safari
rid_017316,bf_012565,edge
rid_003637,bf_012566,firefox
rid_013595,bf_012567,chrome
rid_014827,bf_012568,edge
rid_007075,bf_012569,chrome
rid_015657,bf_012570,safari
rid_010822,bf_012571,safari
rid_014006,bf_012572,chrome
rid_019847,bf_012573,safari
rid_007232,bf_012574,chrome
rid_001849,bf_012575,chrome
rid_006000,bf_012576,chrome
rid_019074,bf_012577,safari
rid_012056,bf_012578,edge
rid_014488,bf_012579,chrome
rid_004678,bf_012580,safari
rid_010787,bf_012581,chrome
rid_010554,bf_012582,chrome
rid_005052,bf_012583,edge
rid_012644,bf_012584,safari
rid_006719,bf_012585,firefox
rid_010113,bf_012586,safari
rid_000891,bf_012587,safari
rid_014899,bf_012588,edge
rid_017936,bf_012589,chrome
rid_014515,bf_012590,chrome
rid_013222,bf_012591,firefox
rid_018147,bf_012592,chrome
rid_014259,bf_012593,firefox
rid_004575,bf_012594,chrome
rid_007083,bf_012595,safari
rid_008100,bf_012596,chrome
rid_007824,bf_012597,edge
rid_001928,bf_012598,firefox
rid_000451,bf_012599,edge
rid_002397,bf_012600,firefox
rid_018055,bf_012601,safari
rid_001595,bf_012602,firefox
rid_018981,bf_012603,firefox
rid_005050,bf_012604,edge
rid_015432,bf_012605,firefox
rid_019661,bf_012606,firefox
rid_012370,bf_012607,safari
rid_016909,bf_012608,edge
rid_000454,bf_012609,safari
rid_009483,bf_012610,safari
rid_008695,bf_012611,edge
rid_014519,bf_012612,chrome
rid_009473,bf_012613,chrome
rid_015262,bf_012614,chrome
rid_011612,bf_012615,edge
rid_005402,bf_012616,safari
rid_013855,bf_012617,firefox
rid_009421,bf_012618,firefox
rid_017025,bf_012619,firefox
rid_008534,bf_012620,chrome
rid_006824,bf_012621,safari
rid_006304,bf_012622,chrome
rid_008469,bf_012623,edge
rid_012305,bf_012624,safari
rid_015426,bf_012625,chrome
rid_013875,bf_012626,edge
rid_016656,bf_012627,chrome
rid_004213,bf_012628,chrome
rid_013330,bf_012629,firefox
rid_014421,bf_012630,firefox
rid_013329,bf_012631,safari
rid_010411,bf_012632,safari
rid_003800,bf_012633,firefox
rid_011469,bf_012634,chrome
rid_002782,bf_012635,safari
rid_018697,bf_012636,chrome
rid_002840,bf_012637,edge
rid_007786,bf_012638,edge
rid_000764,bf_012639,safari
rid_018126,bf_012640,edge
rid_004754,bf_012641,safari
rid_011683,bf_012642,safari
rid_019696,bf_012643,chrome
rid_017246,bf_012644,chrome
rid_012450,bf_012645,safari
rid_015979,bf_012646,edge
rid_005905,bf_012647,edge
rid_005735,bf_012648,firefox
rid_018677,bf_012649,chrome
rid_004758,bf_012650,chrome
rid_007863,bf_012651,safari
rid_010182,bf_012652,safari
rid_016067,bf_012653,safari
rid_018736,bf_012654,chrome
rid_003907,bf_012655,firefox
rid_000776,bf_012656,firefox
rid_016235,bf_012657,safari
rid_003483,bf_012658,chrome
rid_014781,bf_012659,safari
rid_011736,bf_012660,chrome
rid_004689,bf_012661,edge
rid_001949,bf_012662,safari
rid_017479,bf_012663,safari
rid_016859,bf_012664,edge
rid_011653,bf_012665,firefox
rid_009455,bf_012666,edge
rid_000836,bf_012667,chrome
rid_018626,bf_012668,firefox
rid_012309,bf_012669,safari
rid_003572,bf_012670,firefox
rid_007092,bf_012671,chrome
rid_006261,bf_012672,safari
rid_001426,bf_012673,edge
rid_006054,bf_012674,chrome
rid_017602,bf_012675,firefox
rid_005129,bf_012676,safari
rid_008270,bf_012677,firefox
rid_007247,bf_012678,firefox
rid_008740,bf_012679,safari
rid_013890,bf_012680,chrome
rid_016434,bf_012681,edge
rid_014784,bf_012682,chrome
rid_015473,bf_012683,safari
rid_015194,bf_012684,edge
rid_002179,bf_012685,safari
rid_015041,bf_012686,edge
rid_008036,bf_012687,edge
rid_000826,bf_012688,chrome
rid_013215,bf_012689,firefox
rid_013817,bf_012690,chrome
rid_015113,bf_012691,firefox
rid_019582,bf_012692,safari
rid_019098,bf_012693,edge
rid_003961,bf_012694,safari
rid_003072,bf_012695,firefox
rid_017508,bf_012696,firefox
rid_002357,bf_012697,firefox
rid_018769,bf_012698,chrome
rid_002255,bf_012699,chrome
rid_013048,bf_012700,chrome
rid_017346,bf_012701,chrome
rid_004012,bf_012702,edge
rid_011387,bf_012703,safari
rid_004002,bf_012704,edge
rid_019606,bf_012705,chrome
rid_015957,bf_012706,firefox
rid_017407,bf_012707,safari
rid_006089,bf_012708,chrome
rid_010661,bf_012709,chrome
rid_000262,bf_012710,edge
rid_018946,bf_012711,safari
rid_012402,bf_012712,edge
rid_012455,bf_012713,safari
rid_013209,bf_012714,chrome
rid_002000,bf_012715,edge
rid_014252,bf_012716,safari
rid_015724,bf_012717,chrome
rid_017443,bf_012718,chrome
rid_014228,bf_012719,firefox
rid_004320,bf_012720,edge
rid_003430,bf_012721,edge
rid_013067,bf_012722,edge
rid_018048,bf_012723,chrome
rid_013637,bf_012724,edge
rid_012044,bf_012725,edge
rid_004564,bf_012726,chrome
rid_016847,bf_012727,firefox
rid_013608,bf_012728,chrome
rid_003498,bf_012729,firefox
rid_010648,bf_012730,firefox
rid_010567,bf_012731,chrome
rid_019096,bf_012732,safari
rid_009468,bf_012733,safari
rid_016142,bf_012734,firefox
rid_004461,bf_012735,firefox
rid_008929,bf_012736,firefox
rid_008753,bf_012737,firefox
rid_003280,bf_012738,chrome
rid_005351,bf_012739,firefox
rid_004987,bf_012740,safari
rid_001621,bf_012741,chrome
rid_009516,bf_012742,safari
rid_012418,bf_012743,edge
rid_007839,bf_012744,chrome
rid_000482,bf_012745,edge
rid_010110,bf_012746,chrome
rid_015185,bf_012747,firefox
rid_006023,bf_012748,safari
rid_014995,bf_012749,safari
rid_016767,bf_012750,edge
rid_005670,bf_012751,firefox
rid_008254,bf_012752,firefox
rid_017339,bf_012753,firefox
rid_011657,bf_012754,firefox
rid_003016,bf_012755,firefox
rid_011787,bf_012756,edge
rid_000772,bf_012757,firefox
rid_009649,bf_012758,firefox
rid_010290,bf_012759,safari
rid_016565,bf_012760,chrome
rid_014216,bf_012761,chrome
rid_015523,bf_012762,edge
rid_000516,bf_012763,safari
rid_012846,bf_012764,firefox
rid_004480,bf_012765,chrome
rid_016675,bf_012766,firefox
rid_002260,bf_012767,chrome
rid_001302,bf_012768,safari
rid_002213,bf_012769,chrome
rid_016087,bf_012770,firefox
rid_013403,bf_012771,edge
rid_001465,bf_012772,chrome
rid_017095,bf_012773,safari
rid_007242,bf_012774,chrome
rid_009860,bf_012775,safari
rid_005208,bf_012776,safari
rid_003479,bf_012777,chrome
rid_019008,bf_012778,firefox
rid_011246,bf_012779,safari
rid_018446,bf_012780,edge
rid_016257,bf_012781,chrome
rid_008168,bf_012782,chrome
rid_006686,bf_012783,chrome
rid_002129,bf_012784,chrome
rid_006306,bf_012785,chrome
rid_005584,bf_012786,edge
rid_019615,bf_012787,edge
rid_018804,bf_012788,edge
rid_015697,bf_012789,firefox
rid_012412,bf_012790,edge
rid_001006,bf_012791,chrome
rid_001936,bf_012792,chrome
rid_001247,bf_012793,chrome
rid_011666,bf_012794,edge
rid_005297,bf_012795,edge
rid_010950,bf_012796,firefox
rid_009804,bf_012797,edge
rid_002289,bf_012798,firefox
rid_008957,bf_012799,firefox
rid_000370,bf_012800,safari
rid_003789,bf_012801,chrome
rid_012379,bf_012802,safari
rid_018415,bf_012803,firefox
rid_009817,bf_012804,chrome
rid_000512,bf_012805,edge
rid_005682,bf_012806,safari
rid_014719,bf_012807,safari
rid_011787,bf_012808,safari
rid_018945,bf_012809,chrome
rid_012841,bf_012810,safari
rid_006164,bf_012811,edge
rid_011258,bf_012812,firefox
rid_014472,bf_012813,safari
rid_009361,bf_012814,firefox
rid_019821,bf_012815,firefox
rid_001511,bf_012816,firefox
rid_015888,bf_012817,chrome
rid_007273,bf_012818,safari
rid_019177,bf_012819,firefox
rid_007988,bf_012820,safari
rid_001236,bf_012821,firefox
rid_003247,bf_012822,safari
rid_014410,bf_012823,chrome
rid_004840,bf_012824,firefox
rid_017537,bf_012825,firefox
rid_008486,bf_012826,edge
rid_007184,bf_012827,chrome
rid_014844,bf_012828,safari
rid_014835,bf_012829,chrome
rid_004028,bf_012830,edge
rid_007629,bf_012831,firefox
rid_010965,bf_012832,safari
rid_011690,bf_012833,safari
rid_014667,bf_012834,firefox
rid_008837,bf_012835,chrome
rid_016420,bf_012836,edge
rid_003419,bf_012837,edge
rid_014656,bf_012838,safari
rid_010416,bf_012839,safari
rid_018724,bf_012840,firefox
rid_018883,bf_012841,safari
rid_003198,bf_012842,edge
rid_019820,bf_012843,safari
rid_001546,bf_012844,safari
rid_004969,bf_012845,chrome
rid_016173,bf_012846,firefox
rid_002472,bf_012847,safari
rid_014299,bf_012848,edge
rid_011235,bf_012849,chrome
rid_003685,bf_012850,edge
rid_016360,bf_012851,firefox
rid_011109,bf_012852,safari
rid_014842,bf_012853,chrome
rid_012922,bf_012854,edge
rid_013779,bf_012855,chrome
rid_001582,bf_012856,firefox
rid_015874,bf_012857,safari
rid_004065,bf_012858,chrome
rid_014581,bf_012859,edge
rid_006007,bf_012860,firefox
rid_017894,bf_012861,chrome
rid_012620,bf_012862,safari
rid_017037,bf_012863,firefox
rid_003541,bf_012864,safari
rid_002650,bf_012865,firefox
rid_018837,bf_012866,safari
rid_012960,bf_012867,edge
rid_012294,bf_012868,edge
rid_008487,bf_012869,safari
rid_016651,bf_012870,edge
rid_003962,bf_012871,edge
rid_016175,bf_012872,edge
rid_007901,bf_012873,firefox
rid_000824,bf_012874,firefox
rid_018277,bf_012875,chrome
rid_005111,bf_012876,chrome
rid_014121,bf_012877,chrome
rid_012406,bf_012878,edge
rid_019999,bf_012879,edge
rid_014542,bf_012880,safari
rid_000445,bf_012881,chrome
rid_016628,bf_012882,firefox
rid_010454,bf_012883,edge
rid_014729,bf_012884,edge
rid_014485,bf_012885,safari
rid_016779,bf_012886,firefox
rid_007380,bf_012887,chrome
rid_018663,bf_012888,edge
rid_004573,bf_012889,safari
rid_003539,bf_012890,chrome
rid_011692,bf_012891,edge
rid_013309,bf_012892,chrome
rid_003383,bf_012893,chrome
rid_008634,bf_012894,safari
rid_012626,bf_012895,edge
rid_007741,bf_012896,safari
rid_013678,bf_012897,chrome
rid_009170,bf_012898,firefox
rid_011734,bf_012899,firefox
rid_007933,bf_012900,firefox
rid_019440,bf_012901,edge
rid_013846,bf_012902,edge
rid_000200,bf_012903,firefox
rid_018814,bf_012904,chrome
rid_016942,bf_012905,chrome
rid_013368,bf_012906,firefox
rid_010953,bf_012907,edge
rid_011935,bf_012908,firefox
rid_004980,bf_012909,edge
rid_006621,bf_012910,safari
rid_004068,bf_012911,firefox
rid_008590,bf_012912,firefox
rid_003199,bf_012913,safari
rid_009946,bf_012914,safari
rid_011241,bf_012915,safari
rid_008375,bf_012916,firefox
rid_001207,bf_012917,edge
rid_009715,bf_012918,chrome
rid_008358,bf_012919,firefox
rid_010264,bf_012920,edge
rid_012716,bf_012921,edge
rid_000817,bf_012922,firefox
rid_012484,bf_012923,safari
rid_013045,bf_012924,safari
rid_011397,bf_012925,firefox
rid_016806,bf_012926,chrome
rid_016620,bf_012927,chrome
rid_007307,bf_012928,firefox
rid_011346,bf_012929,firefox
rid_002040,bf_012930,safari
rid_006165,bf_012931,firefox
rid_019657,bf_012932,firefox
rid_001409,bf_012933,chrome
rid_002428,bf_012934,safari
rid_010203,bf_012935,firefox
rid_011055,bf_012936,chrome
rid_005823,bf_012937,edge
rid_004582,bf_012938,safari
rid_011895,bf_012939,safari
rid_010421,bf_012940,firefox
rid_001448,bf_012941,chrome
rid_009720,bf_012942,safari
rid_008100,bf_012943,chrome
rid_013150,bf_012944,chrome
rid_005213,bf_012945,edge
rid_002404,bf_012946,edge
rid_003933,bf_012947,chrome
rid_008653,bf_012948,safari
rid_005671,bf_012949,chrome
rid_004955,bf_012950,edge
rid_001654,bf_012951,chrome
rid_009675,bf_012952,safari
rid_012503,bf_012953,safari
rid_002260,bf_012954,firefox
rid_004864,bf_012955,firefox
rid_002520,bf_012956,safari
rid_002969,bf_012957,firefox
rid_009159,bf_012958,safari
rid_007945,bf_012959,firefox
rid_009195,bf_012960,chrome
rid_015754,bf_012961,safari
rid_003539,bf_012962,edge
rid_017243,bf_012963,chrome
rid_004884,bf_012964,firefox
rid_008768,bf_012965,safari
rid_012275,bf_012966,firefox
rid_006180,bf_012967,firefox
rid_008790,bf_012968,edge
rid_003784,bf_012969,edge
rid_011325,bf_012970,safari
rid_013689,bf_012971,safari
rid_010257,bf_012972,chrome
rid_004090,bf_012973,chrome
rid_000984,bf_012974,edge
rid_004044,bf_012975,safari
rid_007041,bf_012976,safari
rid_007942,bf_012977,edge
rid_019553,bf_012978,chrome
rid_017465,bf_012979,edge
rid_006583,bf_012980,edge
rid_019019,bf_012981,firefox
rid_011455,bf_012982,chrome
rid_004545,bf_012983,firefox
rid_014769,bf_012984,safari
rid_001082,bf_012985,edge
rid_017719,bf_012986,safari
rid_001974,bf_012987,safari
rid_010665,bf_012988,firefox
rid_010531,bf_012989,chrome
rid_006850,bf_012990,firefox
rid_011951,bf_012991,firefox
rid_008673,bf_012992,safari
rid_000197,bf_012993,edge
rid_014247,bf_012994,firefox
rid_004646,bf_012995,chrome
rid_016771,bf_012996,edge
rid_005184,bf_012997,firefox
rid_018244,bf_012998,safari
rid_007528,bf_012999,chrome
rid_002354,bf_013000,chrome
rid_017329,bf_013001,firefox
rid_018527,bf_013002,safari
rid_010979,bf_013003,chrome
rid_002232,bf_013004,safari
rid_003975,bf_013005,safari
rid_010792,bf_013006,safari
rid_008554,bf_013007,chrome
rid_010610,bf_013008,edge
rid_002899,bf_013009,firefox
rid_005168,bf_013010,edge
rid_000762,bf_013011,edge
rid_012992,bf_013012,firefox
rid_011410,bf_013013,safari
rid_010755,bf_013014,edge
rid_001585,bf_013015,edge
rid_017701,bf_013016,edge
rid_016910,bf_013017,edge
rid_006189,bf_013018,chrome
rid_018147,bf_013019,chrome
rid_000240,bf_013020,chrome
rid_018508,bf_013021,firefox
rid_005814,bf_013022,chrome
rid_007596,bf_013023,chrome
rid_004072,bf_013024,chrome
rid_011134,bf_013025,edge
rid_003367,bf_013026,firefox
rid_009765,bf_013027,edge
rid_007305,bf_013028,firefox
rid_007815,bf_013029,edge
rid_004576,bf_013030,firefox
rid_015841,bf_013031,edge
rid_009935,bf_013032,chrome
rid_003037,bf_013033,firefox
rid_015047,bf_013034,edge
rid_017099,bf_013035,firefox
rid_014074,bf_013036,firefox
rid_009771,bf_013037,firefox
rid_011746,bf_013038,chrome
rid_009094,bf_013039,firefox
rid_000112,bf_013040,safari
rid_014694,bf_013041,firefox
rid_012530,bf_013042,firefox
rid_018688,bf_013043,firefox
rid_014483,bf_013044,safari
rid_003070,bf_013045,edge
rid_008570,bf_013046,edge
rid_007445,bf_013047,edge
rid_013414,bf_013048,chrome
rid_004617,bf_013049,edge
rid_003731,bf_013050,firefox
rid_014808,bf_013051,edge
rid_008166,bf_013052,firefox
rid_011530,bf_013053,firefox
rid_003128,bf_013054,safari
rid_007890,bf_013055,firefox
rid_012389,bf_013056,edge
rid_000248,bf_013057,edge
rid_009419,bf_013058,safari
rid_002079,bf_013059,firefox
rid_018805,bf_013060,safari
rid_012811,bf_013061,firefox
rid_017120,bf_013062,firefox
rid_017118,bf_013063,firefox
rid_010215,bf_013064,firefox
rid_011095,bf_013065,edge
rid_000878,bf_013066,chrome
rid_013538,bf_013067,safari
rid_001134,bf_013068,firefox
rid_001491,bf_013069,safari
rid_016129,bf_013070,chrome
rid_007019,bf_013071,safari
rid_017350,bf_013072,chrome
rid_016522,bf_013073,firefox
rid_019269,bf_013074,safari
rid_015451,bf_013075,safari
rid_011312,bf_013076,safari
rid_018163,bf_013077,safari
rid_000650,bf_013078,firefox
rid_009020,bf_013079,chrome
rid_011723,bf_013080,edge
rid_010171,bf_013081,firefox
rid_014046,bf_013082,edge
rid_013109,bf_013083,chrome
rid_008628,bf_013084,edge
rid_017350,bf_013085,firefox
rid_015031,bf_013086,safari
rid_001560,bf_013087,firefox
rid_013245,bf_013088,safari
rid_016990,bf_013089,firefox
rid_014135,bf_013090,safari
rid_019537,bf_013091,edge
rid_012417,bf_013092,chrome
rid_012699,bf_013093,safari
rid_001650,bf_013094,edge
rid_018912,bf_013095,chrome
rid_000555,bf_013096,edge
rid_000906,bf_013097,edge
rid_009725,bf_013098,safari
rid_018266,bf_013099,chrome
rid_013257,bf_013100,safari
rid_001624,bf_013101,chrome
rid_011889,bf_013102,chrome
rid_006666,bf_013103,edge
rid_006474,bf_013104,chrome
rid_011681,bf_013105,edge
rid_016046,bf_013106,firefox
rid_003469,bf_013107,chrome
rid_000070,bf_013108,firefox
rid_009195,bf_013109,firefox
rid_006096,bf_013110,edge
rid_006774,bf_013111,safari
rid_012772,bf_013112,firefox
rid_014879,bf_013113,chrome
rid_001118,bf_013114,edge
rid_000955,bf_013115,firefox
rid_019532,bf_013116,edge
rid_000522,bf_013117,firefox
rid_006156,bf_013118,firefox
rid_017324,bf_013119,firefox
rid_017643,bf_013120,safari
rid_011562,bf_013121,chrome
rid_006327,bf_013122,chrome
rid_000975,bf_013123,chrome
rid_001287,bf_013124,firefox
rid_009235,bf_013125,chrome
rid_000547,bf_013126,chrome
rid_006556,bf_013127,edge
rid_008597,bf_013128,chrome
rid_003750,bf_013129,firefox
rid_005962,bf_013130,safari
rid_001610,bf_013131,firefox
rid_008897,bf_013132,safari
rid_016339,bf_013133,edge
rid_003537,bf_013134,firefox
rid_002975,bf_013135,safari
rid_007947,bf_013136,firefox
rid_010898,bf_013137,edge
rid_003279,bf_013138,firefox
rid_016616,bf_013139,firefox
rid_013951,bf_013140,chrome
rid_000681,bf_013141,edge
rid_002703,bf_013142,chrome
rid_006185,bf_013143,firefox
rid_009773,bf_013144,firefox
rid_004911,bf_013145,chrome
rid_018439,bf_013146,firefox
rid_012427,bf_013147,safari
rid_001587,bf_013148,safari
rid_005209,bf_013149,chrome
rid_006510,bf_013150,chrome
rid_008076,bf_013151,safari
rid_010236,bf_013152,chrome
rid_012429,bf_013153,edge
rid_006292,bf_013154,safari
rid_007658,bf_013155,firefox
rid_018950,bf_013156,safari
rid_019136,bf_013157,edge
rid_007577,bf_013158,safari
rid_007375,bf_013159,firefox
rid_013008,bf_013160,safari
rid_007846,bf_013161,edge
rid_011446,bf_013162,edge
rid_013110,bf_013163,chrome
